,bids,asks,timestamp,nonce,base,quote,run_time (ms),bid_price,bid_volume,ask_price,ask_volume
BTC/USD,"[[23020.0, 9e-06]]","[[23022.5, 0.004346]]",2022-07-21 22:41:28.346,2266327989,BTC,USD,57.5,23020.0,9e-06,23022.5,0.004346
BUSD/USD,"[[0.9999, 416760.63]]","[[1.0, 405730.05]]",2022-07-21 22:41:28.407,10595737,BUSD,USD,61.2,0.9999,416760.63,1.0,405730.05
ETH/USD,"[[1573.92, 1.61]]","[[1574.34, 0.3]]",2022-07-21 22:41:28.466,1942179732,ETH,USD,58.1,1573.92,1.61,1574.34,0.3
USDC/USD,"[[0.9999, 295967.24]]","[[1.0, 246270.99]]",2022-07-21 22:41:28.523,23202671,USDC,USD,57.4,0.9999,295967.24,1.0,246270.99
USDT/USD,"[[1.0, 72817.37]]","[[1.0002, 33480.77]]",2022-07-21 22:41:28.585,65710041,USDT,USD,61.7,1.0,72817.37,1.0002,33480.77
UST/USD,[],[],2022-07-21 22:41:28.644,3225972,UST,USD,59.6,,,,
BTC/USDT,"[[23013.5, 0.09]]","[[23020.27, 0.09]]",2022-07-21 22:41:28.749,1232244233,BTC,USDT,105.1,23013.5,0.09,23020.27,0.09
BUSD/USDT,"[[0.9999, 69076.71]]","[[1.0, 222021.99]]",2022-07-21 22:41:28.811,3684964,BUSD,USDT,61.8,0.9999,69076.71,1.0,222021.99
ETH/USDT,"[[1573.73, 0.75]]","[[1574.01, 1.58827]]",2022-07-21 22:41:28.869,1146727102,ETH,USDT,57.2,1573.73,0.75,1574.01,1.58827
USDC/USDT,"[[0.9999, 278009.0]]","[[1.0, 281164.0]]",2022-07-21 22:41:28.929,1270289,USDC,USDT,60.3,0.9999,278009.0,1.0,281164.0
UST/USDT,[],[],2022-07-21 22:41:28.987,1960270,UST,USDT,57.7,,,,
ETH/BTC,"[[0.068386, 0.003]]","[[0.068399, 0.23]]",2022-07-21 22:41:29.054,390874026,ETH,BTC,67.9,0.068386,0.003,0.068399,0.23
BTC/BUSD,"[[23013.83, 0.021717]]","[[23026.54, 0.0365]]",2022-07-21 22:41:29.117,567205717,BTC,BUSD,62.3,23013.83,0.021717,23026.54,0.0365
ETH/BUSD,"[[1574.23, 0.225]]","[[1574.9, 0.225]]",2022-07-21 22:41:29.177,417834630,ETH,BUSD,59.8,1574.23,0.225,1574.9,0.225
USDC/BUSD,"[[0.9998, 309953.03]]","[[1.0001, 370506.53]]",2022-07-21 22:41:29.234,642384,USDC,BUSD,57.8,0.9998,309953.03,1.0001,370506.53
BTC/USDC,"[[23013.15, 0.021719]]","[[23026.53, 0.002996]]",2022-07-21 22:41:29.293,263825172,BTC,USDC,58.1,23013.15,0.021719,23026.53,0.002996
ETH/USDC,"[[1573.36, 0.3176]]","[[1575.39, 0.22]]",2022-07-21 22:41:29.355,85859719,ETH,USDC,62.9,1573.36,0.3176,1575.39,0.22
BTC/UST,[],[],2022-07-21 22:41:29.416,2296799,BTC,UST,60.2,,,,
