,bids,asks,timestamp,nonce,base,quote,run_time (ms),bid_price,bid_volume,ask_price,ask_volume
ADA/USD,"[[0.5023, 2777.3]]","[[0.5024, 12069.8]]",2022-08-02 22:01:56.962,1063626522,ADA,USD,65.1,0.5023,2777.3,0.5024,12069.8
BNB/USD,"[[285.1062, 1.763]]","[[285.2925, 3.297]]",2022-08-02 22:01:57.024,1427789933,BNB,USD,61.8,285.1062,1.763,285.2925,3.297
BTC/USD,"[[23103.99, 0.013734]]","[[23112.43, 0.000476]]",2022-08-02 22:01:57.095,2331054345,BTC,USD,71.2,23103.99,0.013734,23112.43,0.000476
BUSD/USD,"[[0.9999, 638898.84]]","[[1.0, 248707.59]]",2022-08-02 22:01:57.154,10747827,BUSD,USD,59.3,0.9999,638898.84,1.0,248707.59
ETH/USD,"[[1658.04, 0.75]]","[[1658.47, 0.07981]]",2022-08-02 22:01:57.212,1995504889,ETH,USD,57.7,1658.04,0.75,1658.47,0.07981
MANA/USD,"[[0.972, 245.19]]","[[0.9739, 200.0]]",2022-08-02 22:01:57.277,741347955,MANA,USD,64.7,0.972,245.19,0.9739,200.0
MATIC/USD,"[[0.8881, 263.0]]","[[0.8888, 222.9]]",2022-08-02 22:01:57.339,1112275215,MATIC,USD,61.8,0.8881,263.0,0.8888,222.9
POLY/USD,"[[0.2229, 1183.4]]","[[0.2243, 1224.5]]",2022-08-02 22:01:57.399,6422462,POLY,USD,60.5,0.2229,1183.4,0.2243,1224.5
SOL/USD,"[[41.2736, 4.54]]","[[41.3059, 0.81]]",2022-08-02 22:01:57.461,1315640389,SOL,USD,62.0,41.2736,4.54,41.3059,0.81
TRX/USD,"[[0.0686, 35435.1]]","[[0.0688, 224209.2]]",2022-08-02 22:01:57.522,9412244,TRX,USD,60.3,0.0686,35435.1,0.0688,224209.2
USDC/USD,"[[1.0, 329070.07]]","[[1.0001, 254393.97]]",2022-08-02 22:01:57.584,23321807,USDC,USD,62.1,1.0,329070.07,1.0001,254393.97
USDT/USD,"[[1.0002, 549486.67]]","[[1.0003, 625687.89]]",2022-08-02 22:01:57.644,67587924,USDT,USD,60.6,1.0002,549486.67,1.0003,625687.89
UST/USD,[],[],2022-08-02 22:01:57.708,3225972,UST,USD,63.8,,,,
XRP/USD,[],[],2022-08-02 22:01:57.770,119696569,XRP,USD,62.2,,,,
ADA/USDT,"[[0.50192, 1194.6]]","[[0.50243, 1284.0]]",2022-08-02 22:01:57.830,637666405,ADA,USDT,59.4,0.50192,1194.6,0.50243,1284.0
BNB/USDT,"[[284.8308, 2.3]]","[[285.2711, 2.6]]",2022-08-02 22:01:57.902,787079921,BNB,USDT,72.1,284.8308,2.3,285.2711,2.6
