,bids,asks,timestamp,nonce,base,quote,run_time (ms),bid_price,bid_volume,ask_price,ask_volume
ADA/USD,"[[0.5015, 2146.4]]","[[0.5018, 747.5]]",2022-08-02 22:43:54.239,1063663484,ADA,USD,78.7,0.5015,2146.4,0.5018,747.5
BNB/USD,"[[285.1066, 1.95]]","[[285.3107, 1.95]]",2022-08-02 22:43:54.317,1427851955,BNB,USD,78.3,285.1066,1.95,285.3107,1.95
BTC/USD,"[[23120.71, 0.03]]","[[23126.92, 0.600727]]",2022-08-02 22:43:54.383,2331167971,BTC,USD,65.6,23120.71,0.03,23126.92,0.600727
BUSD/USD,"[[0.9999, 638023.96]]","[[1.0, 246524.68]]",2022-08-02 22:43:54.451,10748399,BUSD,USD,68.1,0.9999,638023.96,1.0,246524.68
ETH/USD,"[[1650.97, 1.82]]","[[1651.37, 0.07971]]",2022-08-02 22:43:54.520,1995619283,ETH,USD,69.3,1650.97,1.82,1651.37,0.07971
MANA/USD,"[[0.9735, 450.0]]","[[0.9748, 250.0]]",2022-08-02 22:43:54.591,741387472,MANA,USD,70.6,0.9735,450.0,0.9748,250.0
MATIC/USD,"[[0.8945, 1142.3]]","[[0.8946, 1000.7]]",2022-08-02 22:43:54.659,1112398089,MATIC,USD,67.9,0.8945,1142.3,0.8946,1000.7
POLY/USD,"[[0.2231, 986.6]]","[[0.2249, 3462.7]]",2022-08-02 22:43:54.727,6423306,POLY,USD,68.6,0.2231,986.6,0.2249,3462.7
SOL/USD,"[[41.3043, 26.06]]","[[41.3211, 18.91]]",2022-08-02 22:43:54.797,1315744601,SOL,USD,69.8,41.3043,26.06,41.3211,18.91
TRX/USD,"[[0.0685, 770856.0]]","[[0.0687, 21188.7]]",2022-08-02 22:43:54.866,9413375,TRX,USD,68.6,0.0685,770856.0,0.0687,21188.7
USDC/USD,"[[1.0, 322478.46]]","[[1.0001, 250320.56]]",2022-08-02 22:43:54.937,23322310,USDC,USD,71.0,1.0,322478.46,1.0001,250320.56
USDT/USD,"[[1.0002, 533087.08]]","[[1.0003, 564868.58]]",2022-08-02 22:43:55.008,67592806,USDT,USD,71.4,1.0002,533087.08,1.0003,564868.58
UST/USD,[],[],2022-08-02 22:43:55.075,3225972,UST,USD,66.9,,,,
XRP/USD,[],[],2022-08-02 22:43:55.143,119696569,XRP,USD,68.3,,,,
ADA/USDT,"[[0.50136, 1287.4]]","[[0.50197, 490.0]]",2022-08-02 22:43:55.210,637681410,ADA,USDT,66.3,0.50136,1287.4,0.50197,490.0
BNB/USDT,"[[284.9372, 0.9]]","[[285.2246, 0.9]]",2022-08-02 22:43:55.277,787091664,BNB,USDT,67.6,284.9372,0.9,285.2246,0.9
BTC/USDT,"[[23116.63, 0.105]]","[[23123.33, 0.112008]]",2022-08-02 22:43:55.344,1254660988,BTC,USDT,66.7,23116.63,0.105,23123.33,0.112008
BUSD/USDT,"[[0.9996, 187955.95]]","[[0.9997, 166316.9]]",2022-08-02 22:43:55.410,3777869,BUSD,USDT,66.0,0.9996,187955.95,0.9997,166316.9
ETH/USDT,"[[1650.25, 0.9]]","[[1651.25, 0.9]]",2022-08-02 22:43:55.482,1174698196,ETH,USDT,71.3,1650.25,0.9,1651.25,0.9
