,symbol,timestamp,base,quote,bid_price,bid_volume,ask_price,ask_volume
0,ETH/BTC,2023-03-12 20:45:00.833,ETH,BTC,0.072442,0.1,0.072461,0.1
1,BNB/BTC,2023-03-12 20:45:00.905,BNB,BTC,0.013209,3.9,0.013228,0.389
2,ADA/BTC,2023-03-12 20:45:00.970,ADA,BTC,1.5e-05,1663.2,1.502e-05,308.0
3,SOL/BTC,2023-03-12 20:45:01.039,SOL,BTC,0.0008871,15.02,0.000891,13.36
4,MATIC/BTC,2023-03-12 20:45:01.372,MATIC,BTC,5.167e-05,1061.7,5.186e-05,439.3
5,MANA/BTC,2023-03-12 20:45:01.448,MANA,BTC,2.556e-05,739.0,2.564e-05,818.0
6,TRX/BTC,2023-03-12 20:45:01.525,TRX,BTC,2.86e-06,7622.0,2.87e-06,7055.0
7,ADA/ETH,2023-03-12 20:45:01.593,ADA,ETH,0.0002061,992.8,0.0002062,0.5
8,BTC/USDT,2023-03-12 20:45:01.652,BTC,USDT,21209.58,0.02328,21214.99,0.36861
9,ETH/USDT,2023-03-12 20:45:01.723,ETH,USDT,1536.3,1.1,1537.28,0.0234
10,BNB/USDT,2023-03-12 20:45:01.786,BNB,USDT,280.4,2.1,280.5,1.53
11,ADA/USDT,2023-03-12 20:45:01.851,ADA,USDT,0.3183,2100.0,0.3184,1050.0
12,BUSD/USDT,2023-03-12 20:45:01.915,BUSD,USDT,0.9929,12162.0,0.9939,1362.0
13,SOL/USDT,2023-03-12 20:45:01.980,SOL,USDT,18.84,116.67,18.86,38.5
14,USDC/USDT,2023-03-12 20:45:02.047,USDC,USDT,0.9561,9759.0,0.9577,1105.0
15,MATIC/USDT,2023-03-12 20:45:02.111,MATIC,USDT,1.1032,235.0,1.1053,235.0
16,MANA/USDT,2023-03-12 20:45:02.176,MANA,USDT,0.5422,807.0,0.5436,468.0
17,TRX/USDT,2023-03-12 20:45:02.242,TRX,USDT,0.06079,18307.8,0.06088,4057.0
18,BTC/BUSD,2023-03-12 20:45:02.377,BTC,BUSD,21335.24,0.13971,21348.25,0.11636
19,BNB/BUSD,2023-03-12 20:45:02.443,BNB,BUSD,281.8,3.092,282.3,3.639
20,ETH/BUSD,2023-03-12 20:45:02.515,ETH,BUSD,1545.66,0.63,1546.85,0.3214
21,MATIC/BUSD,2023-03-12 20:45:02.581,MATIC,BUSD,1.1098,598.7,1.1122,50.0
22,USDC/BUSD,2023-03-12 20:45:02.647,USDC,BUSD,0.9588,1944.31,0.9657,25.72
23,MANA/BUSD,2023-03-12 20:45:02.715,MANA,BUSD,0.5455,826.0,0.547,2467.0
24,ADA/BUSD,2023-03-12 20:45:02.785,ADA,BUSD,0.3199,992.7,0.3206,1444.2
25,SOL/BUSD,2023-03-12 20:45:02.847,SOL,BUSD,18.89,26.57,19.05,26.15
26,TRX/BUSD,2023-03-12 20:45:02.917,TRX,BUSD,0.06116,2030.5,0.06126,13074.1
27,BTC/USDC,2023-03-12 20:45:02.985,BTC,USDC,22109.59,0.01,22160.2,0.01
28,ETH/USDC,2023-03-12 20:45:03.058,ETH,USDC,1602.32,0.1,1605.62,0.1
29,SOL/USDC,2023-03-12 20:45:03.128,SOL,USDC,19.6,1.02,19.61,0.01
30,ADA/USDC,2023-03-12 20:45:03.197,ADA,USDC,0.3001,59.8,0.3329,620.3
31,BTC/DAI,2023-03-12 20:45:03.265,BTC,DAI,21801.82,0.05001,21801.83,7e-05
32,ETH/DAI,2023-03-12 20:45:03.336,ETH,DAI,1607.76,0.4972,1611.12,1.2227
33,BTC/USD,2023-03-12 20:45:03.482,BTC,USD,21474.76,0.00419,21481.81,0.00372
34,ETH/USD,2023-03-12 20:45:03.557,ETH,USD,1556.06,1.348,1556.69,0.6036
35,USDT/USD,2023-03-12 20:45:03.624,USDT,USD,1.0123,1175.0,1.0125,2455.0
36,BNB/USD,2023-03-12 20:45:03.691,BNB,USD,283.6,4.393,283.9,4.57
37,ADA/USD,2023-03-12 20:45:03.759,ADA,USD,0.3223,3165.6,0.3224,666.3
38,BUSD/USD,2023-03-12 20:45:03.832,BUSD,USD,1.0049,3103.0,1.0073,3000.0
39,MATIC/USD,2023-03-12 20:45:03.905,MATIC,USD,1.1133,1398.5,1.1159,17.9
40,USDC/USD,2023-03-12 20:45:03.969,USDC,USD,0.9674,3820.32,0.9696,3000.0
41,MANA/USD,2023-03-12 20:45:04.032,MANA,USD,0.5492,130.0,0.5506,1024.0
42,DAI/USD,2023-03-12 20:45:04.101,DAI,USD,0.967,17.61,0.9768,621.52
43,SOL/USD,2023-03-12 20:45:04.166,SOL,USD,19.08,3.5,19.09,40.5
44,TRX/USD,2023-03-12 20:45:04.232,TRX,USD,0.06156,2030.4,0.06164,2028.0
