,bids,asks,timestamp,nonce,base,quote,run_time (ms),bid_price,bid_volume,ask_price,ask_volume
BUSD/USDT,"[[1.0012, 296267.01]]","[[1.0013, 304635.41]]",2022-11-24 02:40:49.563,4090522,BUSD,USDT,69.2,1.0012,296267.01,1.0013,304635.41
ETH/USDT,"[[1200.19, 12.98678]]","[[1200.93, 7.95469]]",2022-11-24 02:40:49.629,1358862927,ETH,USDT,66.7,1200.19,12.98678,1200.93,7.95469
MANA/USDT,"[[0.4012, 25.0]]","[[0.4017, 842.0]]",2022-11-24 02:40:49.697,62874193,MANA,USDT,67.3,0.4012,25.0,0.4017,842.0
MATIC/USDT,"[[0.878, 7980.0]]","[[0.879, 3698.3]]",2022-11-24 02:40:49.767,67800882,MATIC,USDT,70.2,0.878,7980.0,0.879,3698.3
POLY/USDT,[],[],2022-11-24 02:40:49.839,6429306,POLY,USDT,72.3,,,,
SOL/USDT,"[[14.6718, 3.4]]","[[14.6911, 71.62]]",2022-11-24 02:40:49.908,661298689,SOL,USDT,69.0,14.6718,3.4,14.6911,71.62
TRX/USDT,"[[0.0519, 4821.0]]","[[0.05197, 1926.0]]",2022-11-24 02:40:49.982,32640869,TRX,USDT,73.4,0.0519,4821.0,0.05197,1926.0
USDC/USDT,"[[1.001, 289244.0]]","[[1.0013, 267296.0]]",2022-11-24 02:40:50.059,1656293,USDC,USDT,77.3,1.001,289244.0,1.0013,267296.0
UST/USDT,[],[],2022-11-24 02:40:50.146,1960270,UST,USDT,86.9,,,,
XRP/USDT,[],[],2022-11-24 02:40:50.214,100846158,XRP,USDT,67.7,,,,
ADA/BTC,"[[1.909e-05, 1400.0]]","[[1.911e-05, 3102.0]]",2022-11-24 02:40:50.287,134044761,ADA,BTC,73.7,1.909e-05,1400.0,1.911e-05,3102.0
BNB/BTC,"[[0.0178499, 3.0]]","[[0.0178676, 0.33]]",2022-11-24 02:40:50.356,258177061,BNB,BTC,68.2,0.0178499,3.0,0.0178676,0.33
ETH/BTC,"[[0.07193, 0.018]]","[[0.071955, 0.053]]",2022-11-24 02:40:50.423,463112013,ETH,BTC,67.6,0.07193,0.018,0.071955,0.053
MANA/BTC,"[[2.397e-05, 591.0]]","[[2.406e-05, 656.0]]",2022-11-24 02:40:50.491,18105257,MANA,BTC,67.5,2.397e-05,591.0,2.406e-05,656.0
MATIC/BTC,"[[5.261e-05, 3703.9]]","[[5.265e-05, 857.7]]",2022-11-24 02:40:50.564,26927074,MATIC,BTC,73.0,5.261e-05,3703.9,5.265e-05,857.7
POLY/BTC,[],[],2022-11-24 02:40:50.630,4620363,POLY,BTC,66.6,,,,
SOL/BTC,"[[0.0008793, 5.15]]","[[0.0008803, 0.31]]",2022-11-24 02:40:50.700,87497441,SOL,BTC,69.8,0.0008793,5.15,0.0008803,0.31
TRX/BTC,"[[3.11e-06, 25627.0]]","[[3.12e-06, 50068.0]]",2022-11-24 02:40:50.769,4409874,TRX,BTC,68.5,3.11e-06,25627.0,3.12e-06,50068.0
XRP/BTC,[],[],2022-11-24 02:40:50.835,48000651,XRP,BTC,66.5,,,,
ADA/BUSD,"[[0.318, 1003.1]]","[[0.319, 1003.5]]",2022-11-24 02:40:50.903,10943853,ADA,BUSD,68.0,0.318,1003.1,0.319,1003.5
BNB/BUSD,"[[297.5923, 1.51]]","[[298.0, 2.31]]",2022-11-24 02:40:50.969,228061420,BNB,BUSD,66.3,297.5923,1.51,298.0,2.31
BTC/BUSD,"[[16670.01, 0.059987]]","[[16677.16, 0.059961]]",2022-11-24 02:40:51.039,682633701,BTC,BUSD,69.7,16670.01,0.059987,16677.16,0.059961
ETH/BUSD,"[[1198.75, 0.41709]]","[[1199.93, 0.41669]]",2022-11-24 02:40:51.108,502042854,ETH,BUSD,68.4,1198.75,0.41709,1199.93,0.41669
MANA/BUSD,"[[0.3999, 1179.0]]","[[0.4014, 663.0]]",2022-11-24 02:40:51.184,33307239,MANA,BUSD,76.2,0.3999,1179.0,0.4014,663.0
MATIC/BUSD,"[[0.87721, 1139.9]]","[[0.87791, 284.7]]",2022-11-24 02:40:51.251,385945160,MATIC,BUSD,67.0,0.87721,1139.9,0.87791,284.7
POLY/BUSD,[],[],2022-11-24 02:40:51.323,5671080,POLY,BUSD,72.3,,,,
SOL/BUSD,"[[14.63, 376.27]]","[[14.69, 30.06]]",2022-11-24 02:40:51.388,50070166,SOL,BUSD,65.0,14.63,376.27,14.69,30.06
TRX/BUSD,"[[0.05185, 5295.5]]","[[0.05193, 13551.3]]",2022-11-24 02:40:51.469,18929632,TRX,BUSD,80.8,0.05185,5295.5,0.05193,13551.3
USDC/BUSD,"[[1.0, 286174.55]]","[[1.0003, 331711.45]]",2022-11-24 02:40:51.534,686099,USDC,BUSD,64.9,1.0,286174.55,1.0003,331711.45
XRP/BUSD,[],[],2022-11-24 02:40:51.600,28045681,XRP,BUSD,66.2,,,,
BTC/USDC,"[[16668.89, 0.068571]]","[[16678.2, 0.059958]]",2022-11-24 02:40:51.669,428991799,BTC,USDC,68.9,16668.89,0.068571,16678.2,0.059958
ETH/USDC,"[[1198.54, 0.4171]]","[[1201.02, 0.4163]]",2022-11-24 02:40:51.736,150367230,ETH,USDC,66.7,1198.54,0.4171,1201.02,0.4163
BTC/UST,[],[],2022-11-24 02:40:51.803,2296799,BTC,UST,67.4,,,,
