,bids,asks,timestamp,nonce,base,quote,run_time (ms),bid_price,bid_volume,ask_price,ask_volume
OMG/USD,"[[2.337, 34.0]]","[[2.3414, 128.13]]",2022-08-06 23:57:50.149,497477377,OMG,USD,70.9,2.337,34.0,2.3414,128.13
ONE/USD,"[[0.0237, 136608.8]]","[[0.0238, 696180.8]]",2022-08-06 23:57:50.231,304327516,ONE,USD,82.7,0.0237,136608.8,0.0238,696180.8
POLY/USD,"[[0.2317, 1275.2]]","[[0.2325, 10.7]]",2022-08-06 23:57:50.301,6522268,POLY,USD,70.1,0.2317,1275.2,0.2325,10.7
SOL/USD,"[[40.0444, 21.5]]","[[40.0603, 4.28]]",2022-08-06 23:57:50.371,1329050311,SOL,USD,70.1,40.0444,21.5,40.0603,4.28
TRX/USD,"[[0.0694, 1092197.9]]","[[0.0696, 176522.2]]",2022-08-06 23:57:50.438,9568352,TRX,USD,66.5,0.0694,1092197.9,0.0696,176522.2
UNI/USD,"[[8.7525, 57.12]]","[[8.7688, 57.02]]",2022-08-06 23:57:50.507,452782569,UNI,USD,68.6,8.7525,57.12,8.7688,57.02
USDC/USD,"[[1.0, 393904.56]]","[[1.0001, 587433.74]]",2022-08-06 23:57:50.576,23370121,USDC,USD,68.9,1.0,393904.56,1.0001,587433.74
USDT/USD,"[[1.0, 373681.38]]","[[1.0001, 998894.18]]",2022-08-06 23:57:50.650,67828940,USDT,USD,74.5,1.0,373681.38,1.0001,998894.18
UST/USD,[],[],2022-08-06 23:57:50.722,3225972,UST,USD,72.0,,,,
VET/USD,"[[0.0308, 367829.0]]","[[0.0309, 255984.0]]",2022-08-06 23:57:50.789,370849955,VET,USD,67.2,0.0308,367829.0,0.0309,255984.0
XRP/USD,[],[],2022-08-06 23:57:50.870,119696569,XRP,USD,80.9,,,,
XTZ/USD,"[[1.8761, 135.0]]","[[1.8779, 135.0]]",2022-08-06 23:57:50.967,449551481,XTZ,USD,96.6,1.8761,135.0,1.8779,135.0
ADA/USDT,"[[0.51067, 485.0]]","[[0.51116, 485.0]]",2022-08-06 23:57:51.140,640421757,ADA,USDT,173.0,0.51067,485.0,0.51116,485.0
ALGO/USDT,"[[0.3486, 1433.0]]","[[0.3494, 899.0]]",2022-08-06 23:57:51.933,57311977,ALGO,USDT,793.3,0.3486,1433.0,0.3494,899.0
ATOM/USDT,"[[10.622, 23.0]]","[[10.632, 23.0]]",2022-08-06 23:57:53.025,330763251,ATOM,USDT,1091.3,10.622,23.0,10.632,23.0
AVAX/USDT,"[[26.68, 13.6]]","[[26.7, 12.41]]",2022-08-06 23:57:53.091,177693968,AVAX,USDT,66.1,26.68,13.6,26.7,12.41
BCH/USDT,"[[141.54, 0.37683]]","[[142.02, 0.37683]]",2022-08-06 23:57:53.159,357078003,BCH,USDT,68.1,141.54,0.37683,142.02,0.37683
BNB/USDT,"[[314.7849, 0.9]]","[[315.1689, 0.9]]",2022-08-06 23:57:53.230,789025651,BNB,USDT,70.8,314.7849,0.9,315.1689,0.9
BTC/USDT,"[[22942.77, 0.13]]","[[22947.79, 0.000616]]",2022-08-06 23:57:53.298,1266157599,BTC,USDT,68.1,22942.77,0.13,22947.79,0.000616
BUSD/USDT,"[[0.9997, 115818.72]]","[[0.9998, 201459.71]]",2022-08-06 23:57:53.364,3796542,BUSD,USDT,66.7,0.9997,115818.72,0.9998,201459.71
DOT/USDT,"[[8.5, 2268.04]]","[[8.53, 4956.42]]",2022-08-06 23:57:53.435,54743029,DOT,USDT,70.9,8.5,2268.04,8.53,4956.42
EOS/USDT,"[[1.223, 698.6]]","[[1.228, 244.3]]",2022-08-06 23:57:53.503,18087315,EOS,USDT,67.6,1.223,698.6,1.228,244.3
ETH/USDT,"[[1689.58, 0.95]]","[[1690.66, 0.95]]",2022-08-06 23:57:53.575,1181437989,ETH,USDT,72.2,1689.58,0.95,1690.66,0.95
LINK/USDT,"[[7.79, 32.08]]","[[7.81, 1388.81]]",2022-08-06 23:57:53.647,26911321,LINK,USDT,71.8,7.79,32.08,7.81,1388.81
LPT/USDT,"[[11.62, 56.89]]","[[11.67, 32.51]]",2022-08-06 23:57:53.714,11705966,LPT,USDT,67.4,11.62,56.89,11.67,32.51
LRC/USDT,"[[0.4321, 868.0]]","[[0.4338, 799.0]]",2022-08-06 23:57:53.788,67566681,LRC,USDT,73.9,0.4321,868.0,0.4338,799.0
LTC/USDT,"[[60.77, 6.81264]]","[[60.86, 9.27941]]",2022-08-06 23:57:53.855,447078643,LTC,USDT,66.6,60.77,6.81264,60.86,9.27941
MANA/USDT,"[[1.0478, 114.0]]","[[1.0498, 198.0]]",2022-08-06 23:57:53.921,52465577,MANA,USDT,66.5,1.0478,114.0,1.0498,198.0
MATIC/USDT,"[[0.906, 1178.5]]","[[0.908, 6179.1]]",2022-08-06 23:57:53.988,49146317,MATIC,USDT,66.6,0.906,1178.5,0.908,6179.1
NEAR/USDT,"[[4.904, 19.9]]","[[4.913, 20.1]]",2022-08-06 23:57:54.060,63404901,NEAR,USDT,72.2,4.904,19.9,4.913,20.1
OMG/USDT,"[[2.335, 234.6]]","[[2.342, 449.7]]",2022-08-06 23:57:54.128,15521805,OMG,USDT,67.6,2.335,234.6,2.342,449.7
ONE/USDT,"[[0.02372, 29900.0]]","[[0.02377, 138219.2]]",2022-08-06 23:57:54.199,299841665,ONE,USDT,71.1,0.02372,29900.0,0.02377,138219.2
POLY/USDT,"[[0.2314, 1033.4]]","[[0.2326, 2116.9]]",2022-08-06 23:57:54.268,4364737,POLY,USDT,68.5,0.2314,1033.4,0.2326,2116.9
SOL/USDT,"[[40.0459, 12.48]]","[[40.0701, 8.56]]",2022-08-06 23:57:54.334,560908744,SOL,USDT,66.1,40.0459,12.48,40.0701,8.56
TRX/USDT,"[[0.06939, 629909.2]]","[[0.06952, 4315.3]]",2022-08-06 23:57:54.412,17040484,TRX,USDT,78.5,0.06939,629909.2,0.06952,4315.3
UNI/USDT,"[[8.7472, 114.3]]","[[8.7672, 57.02]]",2022-08-06 23:57:54.482,216611808,UNI,USDT,70.1,8.7472,114.3,8.7672,57.02
USDC/USDT,"[[0.9999, 234899.0]]","[[1.0, 345203.0]]",2022-08-06 23:57:54.551,1321321,USDC,USDT,68.8,0.9999,234899.0,1.0,345203.0
UST/USDT,[],[],2022-08-06 23:57:54.619,1960270,UST,USDT,68.3,,,,
VET/USDT,"[[0.030838, 16500.0]]","[[0.030872, 88703.0]]",2022-08-06 23:57:54.694,623439284,VET,USDT,74.6,0.030838,16500.0,0.030872,88703.0
XRP/USDT,[],[],2022-08-06 23:57:54.762,100846158,XRP,USDT,68.4,,,,
ADA/BTC,"[[2.224e-05, 5485.0]]","[[2.229e-05, 21759.0]]",2022-08-06 23:57:54.833,124393040,ADA,BTC,70.9,2.224e-05,5485.0,2.229e-05,21759.0
ATOM/BTC,"[[0.0004626, 70.65]]","[[0.0004636, 70.49]]",2022-08-06 23:57:54.899,22187243,ATOM,BTC,65.9,0.0004626,70.65,0.0004636,70.49
AVAX/BTC,"[[0.001162, 0.53]]","[[0.0011641, 3.01]]",2022-08-06 23:57:54.968,25174924,AVAX,BTC,68.7,0.001162,0.53,0.0011641,3.01
BCH/BTC,"[[0.006167, 0.705]]","[[0.006184, 2.102]]",2022-08-06 23:57:55.034,172930017,BCH,BTC,65.7,0.006167,0.705,0.006184,2.102
BNB/BTC,"[[0.0137212, 0.8]]","[[0.0137363, 4.47]]",2022-08-06 23:57:55.109,248191094,BNB,BTC,74.9,0.0137212,0.8,0.0137363,4.47
DOT/BTC,"[[0.0003708, 29.37]]","[[0.0003714, 29.32]]",2022-08-06 23:57:55.177,23016761,DOT,BTC,68.1,0.0003708,29.37,0.0003714,29.32
ETH/BTC,"[[0.07365, 0.006]]","[[0.073681, 0.295]]",2022-08-06 23:57:55.252,405920199,ETH,BTC,75.5,0.07365,0.006,0.073681,0.295
LINK/BTC,"[[0.0003396, 32.0]]","[[0.00034008, 32.0]]",2022-08-06 23:57:55.321,161800031,LINK,BTC,68.4,0.0003396,32.0,0.00034008,32.0
LRC/BTC,"[[1.884e-05, 866.0]]","[[1.891e-05, 804.0]]",2022-08-06 23:57:55.391,11635964,LRC,BTC,70.4,1.884e-05,866.0,1.891e-05,804.0
LTC/BTC,"[[0.002648, 8.14]]","[[0.002655, 4.74]]",2022-08-06 23:57:55.459,145345481,LTC,BTC,67.5,0.002648,8.14,0.002655,4.74
MANA/BTC,"[[4.564e-05, 526.0]]","[[4.574e-05, 460.0]]",2022-08-06 23:57:55.527,14835049,MANA,BTC,68.0,4.564e-05,526.0,4.574e-05,460.0
MATIC/BTC,"[[3.951e-05, 275.6]]","[[3.957e-05, 287.8]]",2022-08-06 23:57:55.595,16828391,MATIC,BTC,68.3,3.951e-05,275.6,3.957e-05,287.8
POLY/BTC,"[[1.008e-05, 1226.0]]","[[1.013e-05, 337.0]]",2022-08-06 23:57:55.664,2949422,POLY,BTC,69.0,1.008e-05,1226.0,1.013e-05,337.0
SOL/BTC,"[[0.0017444, 74.93]]","[[0.0017466, 46.86]]",2022-08-06 23:57:55.730,59158589,SOL,BTC,66.2,0.0017444,74.93,0.0017466,46.86
TRX/BTC,"[[3.02e-06, 1069304.0]]","[[3.03e-06, 3000.0]]",2022-08-06 23:57:55.797,1917733,TRX,BTC,67.2,3.02e-06,1069304.0,3.03e-06,3000.0
UNI/BTC,"[[0.00038149, 57.0]]","[[0.00038228, 140.0]]",2022-08-06 23:57:55.867,126390463,UNI,BTC,69.6,0.00038149,57.0,0.00038228,140.0
VET/BTC,"[[1.34e-06, 1621761.0]]","[[1.35e-06, 106366.0]]",2022-08-06 23:57:55.935,55085408,VET,BTC,68.2,1.34e-06,1621761.0,1.35e-06,106366.0
XRP/BTC,[],[],2022-08-06 23:57:56.003,48000651,XRP,BTC,68.1,,,,
XTZ/BTC,"[[8.17e-05, 159.47]]","[[8.18e-05, 37.07]]",2022-08-06 23:57:56.072,78579094,XTZ,BTC,68.9,8.17e-05,159.47,8.18e-05,37.07
ADA/BUSD,"[[0.51, 7153.2]]","[[0.512, 6630.0]]",2022-08-06 23:57:56.141,9659036,ADA,BUSD,68.4,0.51,7153.2,0.512,6630.0
ALGO/BUSD,"[[0.3489, 4877.57]]","[[0.3496, 286.13]]",2022-08-06 23:57:56.208,181087441,ALGO,BUSD,67.7,0.3489,4877.57,0.3496,286.13
BNB/BUSD,"[[314.9066, 3.0]]","[[315.3908, 3.49]]",2022-08-06 23:57:56.279,213871751,BNB,BUSD,70.1,314.9066,3.0,315.3908,3.49
BTC/BUSD,"[[22946.72, 0.0455]]","[[22956.04, 0.0455]]",2022-08-06 23:57:56.347,580261705,BTC,BUSD,68.4,22946.72,0.0455,22956.04,0.0455
EOS/BUSD,"[[1.2241, 245.07]]","[[1.2275, 216.5]]",2022-08-06 23:57:56.418,119910098,EOS,BUSD,70.6,1.2241,245.07,1.2275,216.5
ETH/BUSD,"[[1689.99, 0.33]]","[[1691.05, 0.33]]",2022-08-06 23:57:56.488,436201863,ETH,BUSD,70.5,1689.99,0.33,1691.05,0.33
LPT/BUSD,"[[11.63, 24.06]]","[[11.68, 44.53]]",2022-08-06 23:57:56.556,11389877,LPT,BUSD,67.7,11.63,24.06,11.68,44.53
MANA/BUSD,"[[1.0472, 286.0]]","[[1.0498, 285.0]]",2022-08-06 23:57:56.625,27187787,MANA,BUSD,68.9,1.0472,286.0,1.0498,285.0
MATIC/BUSD,"[[0.90688, 275.6]]","[[0.90771, 275.4]]",2022-08-06 23:57:56.691,350702633,MATIC,BUSD,66.2,0.90688,275.6,0.90771,275.4
NEAR/BUSD,"[[4.903, 59.8]]","[[4.916, 61.0]]",2022-08-06 23:57:56.761,40403041,NEAR,BUSD,70.1,4.903,59.8,4.916,61.0
OMG/BUSD,"[[2.3367, 128.38]]","[[2.3422, 128.08]]",2022-08-06 23:57:56.830,172490428,OMG,BUSD,68.5,2.3367,128.38,2.3422,128.08
ONE/BUSD,"[[0.023719, 12647.0]]","[[0.02378, 12616.0]]",2022-08-06 23:57:56.901,82269873,ONE,BUSD,71.0,0.023719,12647.0,0.02378,12616.0
POLY/BUSD,"[[0.2314, 999.4]]","[[0.2327, 2375.5]]",2022-08-06 23:57:56.969,4057184,POLY,BUSD,68.0,0.2314,999.4,0.2327,2375.5
SOL/BUSD,"[[40.0, 67.06]]","[[40.12, 40.04]]",2022-08-06 23:57:57.039,41596841,SOL,BUSD,70.2,40.0,67.06,40.12,40.04
TRX/BUSD,"[[0.06941, 43625.5]]","[[0.06955, 13132.3]]",2022-08-06 23:57:57.106,11216636,TRX,BUSD,66.7,0.06941,43625.5,0.06955,13132.3
USDC/BUSD,"[[0.9999, 311173.3]]","[[1.0, 291162.22]]",2022-08-06 23:57:57.172,646496,USDC,BUSD,66.0,0.9999,311173.3,1.0,291162.22
XRP/BUSD,[],[],2022-08-06 23:57:57.238,28045681,XRP,BUSD,66.4,,,,
XTZ/BUSD,"[[1.8753, 210.36]]","[[1.8798, 159.59]]",2022-08-06 23:57:57.310,126941954,XTZ,BUSD,72.2,1.8753,210.36,1.8798,159.59
BTC/USDC,"[[22946.55, 0.08]]","[[22952.81, 0.08]]",2022-08-06 23:57:57.379,288112867,BTC,USDC,68.1,22946.55,0.08,22952.81,0.08
ETH/USDC,"[[1689.99, 0.315]]","[[1691.05, 0.315]]",2022-08-06 23:57:57.447,102717334,ETH,USDC,68.7,1689.99,0.315,1691.05,0.315
BTC/UST,[],[],2022-08-06 23:57:57.514,2296799,BTC,UST,66.7,,,,
