,bids,asks,timestamp,nonce,base,quote,run_time (ms),bid_price,bid_volume,ask_price,ask_volume
ADA/USD,"[[0.4485, 1200.0]]","[[0.4487, 342.4]]",2022-07-05 15:51:04.058,1021549084,ADA,USD,69.4,0.4485,1200.0,0.4487,342.4
BNB/USD,"[[224.3668, 0.178]]","[[224.4652, 4.378]]",2022-07-05 15:51:04.125,1337540983,BNB,USD,66.3,224.3668,0.178,224.4652,4.378
BTC/USD,"[[19468.27, 0.000565]]","[[19473.75, 0.03023]]",2022-07-05 15:51:04.193,2157578131,BTC,USD,68.3,19468.27,0.000565,19473.75,0.03023
BUSD/USD,"[[0.9999, 12674.79]]","[[1.0001, 33997.19]]",2022-07-05 15:51:04.259,10406309,BUSD,USD,66.0,0.9999,12674.79,1.0001,33997.19
ETH/USD,"[[1090.73, 1.4]]","[[1091.09, 0.60608]]",2022-07-05 15:51:04.325,1876638792,ETH,USD,66.3,1090.73,1.4,1091.09,0.60608
MANA/USD,"[[0.847, 2600.0]]","[[0.8479, 56.23]]",2022-07-05 15:51:04.392,706563054,MANA,USD,66.1,0.847,2600.0,0.8479,56.23
MATIC/USD,"[[0.495, 900.0]]","[[0.4954, 695.5]]",2022-07-05 15:51:04.459,1034257006,MATIC,USD,68.0,0.495,900.0,0.4954,695.5
POLY/USD,"[[0.189, 1665.7]]","[[0.1896, 2427.1]]",2022-07-05 15:51:04.531,5329295,POLY,USD,71.0,0.189,1665.7,0.1896,2427.1
SOL/USD,"[[33.7025, 25.0]]","[[33.7072, 25.0]]",2022-07-05 15:51:04.597,1207613533,SOL,USD,66.5,33.7025,25.0,33.7072,25.0
TRX/USD,"[[0.0668, 23228.9]]","[[0.067, 202537.0]]",2022-07-05 15:51:04.663,8025136,TRX,USD,66.1,0.0668,23228.9,0.067,202537.0
USDC/USD,"[[0.9999, 64605.13]]","[[1.0, 370200.7]]",2022-07-05 15:51:04.729,22986559,USDC,USD,65.7,0.9999,64605.13,1.0,370200.7
USDT/USD,"[[0.9987, 35778.91]]","[[0.9989, 63706.55]]",2022-07-05 15:51:04.796,60396637,USDT,USD,66.7,0.9987,35778.91,0.9989,63706.55
UST/USD,[],[],2022-07-05 15:51:04.861,3225972,UST,USD,65.3,,,,
XRP/USD,[],[],2022-07-05 15:51:04.928,119696569,XRP,USD,66.5,,,,
ADA/USDT,"[[0.44909, 550.0]]","[[0.44923, 45.5]]",2022-07-05 15:51:04.994,606007647,ADA,USDT,66.4,0.44909,550.0,0.44923,45.5
BNB/USDT,"[[224.7174, 1.4]]","[[224.9123, 1.4]]",2022-07-05 15:51:05.061,764049677,BNB,USDT,66.8,224.7174,1.4,224.9123,1.4
BTC/USDT,"[[19495.54, 0.085]]","[[19501.36, 0.085]]",2022-07-05 15:51:05.128,1165189489,BTC,USDT,67.5,19495.54,0.085,19501.36,0.085
