,bids,asks,timestamp,nonce,base,quote,run_time (ms),bid_price,bid_volume,ask_price,ask_volume
BTC/USD,"[[23002.14, 0.175]]","[[23008.38, 0.175]]",2022-07-21 22:46:13.553,2266345506,BTC,USD,58.7,23002.14,0.175,23008.38,0.175
BUSD/USD,"[[0.9999, 402234.36]]","[[1.0, 402730.05]]",2022-07-21 22:46:13.612,10595748,BUSD,USD,59.6,0.9999,402234.36,1.0,402730.05
ETH/USD,"[[1572.39, 0.07673]]","[[1572.83, 1.15]]",2022-07-21 22:46:13.678,1942195321,ETH,USD,65.9,1572.39,0.07673,1572.83,1.15
USDC/USD,"[[0.9999, 290247.14]]","[[1.0, 241368.99]]",2022-07-21 22:46:13.740,23202691,USDC,USD,62.0,0.9999,290247.14,1.0,241368.99
USDT/USD,"[[1.0, 71306.46]]","[[1.0002, 29066.62]]",2022-07-21 22:46:13.802,65710306,USDT,USD,62.3,1.0,71306.46,1.0002,29066.62
UST/USD,[],[],2022-07-21 22:46:13.866,3225972,UST,USD,63.8,,,,
BTC/USDT,"[[23001.21, 0.09]]","[[23009.17, 0.09]]",2022-07-21 22:46:13.925,1232249704,BTC,USDT,59.1,23001.21,0.09,23009.17,0.09
BUSD/USDT,"[[0.9999, 68656.73]]","[[1.0, 222021.99]]",2022-07-21 22:46:13.986,3684983,BUSD,USDT,60.5,0.9999,68656.73,1.0,222021.99
ETH/USDT,"[[1572.66, 1.65785]]","[[1572.97, 0.75]]",2022-07-21 22:46:14.048,1146735204,ETH,USDT,61.8,1572.66,1.65785,1572.97,0.75
USDC/USDT,"[[0.9999, 278009.0]]","[[1.0, 281164.0]]",2022-07-21 22:46:14.107,1270297,USDC,USDT,59.4,0.9999,278009.0,1.0,281164.0
UST/USDT,[],[],2022-07-21 22:46:14.178,1960270,UST,USDT,70.5,,,,
ETH/BTC,"[[0.068308, 0.23]]","[[0.068363, 0.23]]",2022-07-21 22:46:14.238,390874948,ETH,BTC,59.9,0.068308,0.23,0.068363,0.23
BTC/BUSD,"[[22998.01, 0.0365]]","[[23000.91, 1e-06]]",2022-07-21 22:46:14.295,567208130,BTC,BUSD,57.2,22998.01,0.0365,23000.91,1e-06
ETH/BUSD,"[[1571.39, 0.225]]","[[1573.35, 0.225]]",2022-07-21 22:46:14.357,417838840,ETH,BUSD,62.4,1571.39,0.225,1573.35,0.225
USDC/BUSD,"[[0.9998, 309953.03]]","[[1.0001, 370506.53]]",2022-07-21 22:46:14.415,642384,USDC,BUSD,58.0,0.9998,309953.03,1.0001,370506.53
BTC/USDC,"[[22997.2, 0.002999]]","[[23014.5, 0.002999]]",2022-07-21 22:46:14.474,263827540,BTC,USDC,59.1,22997.2,0.002999,23014.5,0.002999
ETH/USDC,"[[1572.17, 0.22]]","[[1573.39, 0.22]]",2022-07-21 22:46:14.532,85863484,ETH,USDC,57.9,1572.17,0.22,1573.39,0.22
BTC/UST,[],[],2022-07-21 22:46:14.590,2296799,BTC,UST,58.0,,,,
