,bids,asks,timestamp,nonce,base,quote,run_time (ms),bid_price,bid_volume,ask_price,ask_volume
TRX/BTC,"[[3.11e-06, 25624.0]]","[[3.12e-06, 50068.0]]",2022-11-24 02:38:48.335,4409842,TRX,BTC,64.5,3.11e-06,25624.0,3.12e-06,50068.0
XRP/BTC,[],[],2022-11-24 02:38:48.412,48000651,XRP,BTC,76.3,,,,
ADA/BUSD,"[[0.318, 1005.7]]","[[0.319, 1003.5]]",2022-11-24 02:38:48.487,10943849,ADA,BUSD,75.3,0.318,1005.7,0.319,1003.5
BNB/BUSD,"[[297.5795, 9.07]]","[[298.2379, 12.79]]",2022-11-24 02:38:48.560,228061089,BNB,BUSD,73.2,297.5795,9.07,298.2379,12.79
BTC/BUSD,"[[16681.83, 0.059945]]","[[16690.26, 0.059914]]",2022-11-24 02:38:48.635,682632721,BTC,BUSD,74.7,16681.83,0.059945,16690.26,0.059914
ETH/BUSD,"[[1199.86, 0.41671]]","[[1201.03, 0.41631]]",2022-11-24 02:38:48.711,502041913,ETH,BUSD,75.9,1199.86,0.41671,1201.03,0.41631
MANA/BUSD,"[[0.4006, 654.0]]","[[0.4018, 661.0]]",2022-11-24 02:38:48.782,33307215,MANA,BUSD,71.2,0.4006,654.0,0.4018,661.0
MATIC/BUSD,"[[0.87823, 1707.8]]","[[0.87915, 853.0]]",2022-11-24 02:38:48.852,385943968,MATIC,BUSD,70.0,0.87823,1707.8,0.87915,853.0
POLY/BUSD,[],[],2022-11-24 02:38:48.923,5671080,POLY,BUSD,70.6,,,,
SOL/BUSD,"[[14.67, 629.52]]","[[14.73, 29.75]]",2022-11-24 02:38:48.989,50069928,SOL,BUSD,65.8,14.67,629.52,14.73,29.75
TRX/BUSD,"[[0.05185, 5295.5]]","[[0.05196, 481.1]]",2022-11-24 02:38:49.059,18929558,TRX,BUSD,70.4,0.05185,5295.5,0.05196,481.1
USDC/BUSD,"[[1.0, 286174.55]]","[[1.0003, 331711.45]]",2022-11-24 02:38:49.136,686099,USDC,BUSD,76.7,1.0,286174.55,1.0003,331711.45
XRP/BUSD,[],[],2022-11-24 02:38:49.216,28045681,XRP,BUSD,80.0,,,,
BTC/USDC,"[[16683.22, 0.026]]","[[16691.36, 0.359467]]",2022-11-24 02:38:49.287,428990176,BTC,USDC,71.0,16683.22,0.026,16691.36,0.359467
ETH/USDC,"[[1199.86, 0.4167]]","[[1201.02, 0.4163]]",2022-11-24 02:38:49.352,150367148,ETH,USDC,64.9,1199.86,0.4167,1201.02,0.4163
BTC/UST,[],[],2022-11-24 02:38:49.416,2296799,BTC,UST,64.6,,,,
