,bids,asks,timestamp,nonce,base,quote,run_time (ms),bid_price,bid_volume,ask_price,ask_volume
ADA/USD,"[[0.519, 3221.1]]","[[0.5192, 327.2]]",2022-07-29 03:27:02.161,1055148676,ADA,USD,71.8,0.519,3221.1,0.5192,327.2
BNB/USD,"[[276.494, 0.795]]","[[276.5596, 2.05]]",2022-07-29 03:27:02.232,1409318573,BNB,USD,71.1,276.494,0.795,276.5596,2.05
BTC/USD,"[[23828.53, 0.03]]","[[23831.53, 0.001]]",2022-07-29 03:27:02.300,2305249568,BTC,USD,67.5,23828.53,0.03,23831.53,0.001
BUSD/USD,"[[0.9999, 357053.1]]","[[1.0, 587962.19]]",2022-07-29 03:27:02.368,10661847,BUSD,USD,68.7,0.9999,357053.1,1.0,587962.19
ETH/USD,"[[1719.0, 1.25]]","[[1719.08, 0.02074]]",2022-07-29 03:27:02.434,1976009726,ETH,USD,65.8,1719.0,1.25,1719.08,0.02074
MANA/USD,"[[1.0124, 566.06]]","[[1.0131, 270.0]]",2022-07-29 03:27:02.505,735105441,MANA,USD,70.4,1.0124,566.06,1.0131,270.0
MATIC/USD,"[[0.9754, 770.0]]","[[0.9758, 550.0]]",2022-07-29 03:27:02.580,1095862151,MATIC,USD,74.8,0.9754,770.0,0.9758,550.0
POLY/USD,"[[0.2135, 1249.1]]","[[0.2145, 1325.9]]",2022-07-29 03:27:02.648,6248345,POLY,USD,68.3,0.2135,1249.1,0.2145,1325.9
SOL/USD,"[[43.0959, 11.6]]","[[43.1048, 21.95]]",2022-07-29 03:27:02.719,1299071220,SOL,USD,70.8,43.0959,11.6,43.1048,21.95
TRX/USD,"[[0.0697, 19564.1]]","[[0.0698, 27447.1]]",2022-07-29 03:27:02.785,9149075,TRX,USD,66.5,0.0697,19564.1,0.0698,27447.1
USDC/USD,"[[1.0, 450282.47]]","[[1.0001, 776770.38]]",2022-07-29 03:27:02.859,23273198,USDC,USD,73.5,1.0,450282.47,1.0001,776770.38
USDT/USD,"[[1.0002, 684340.25]]","[[1.0003, 809113.5]]",2022-07-29 03:27:02.928,66841917,USDT,USD,69.7,1.0002,684340.25,1.0003,809113.5
UST/USD,[],[],2022-07-29 03:27:02.999,3225972,UST,USD,70.5,,,,
XRP/USD,[],[],2022-07-29 03:27:03.066,119696569,XRP,USD,67.6,,,,
ADA/USDT,"[[0.51893, 1127.8]]","[[0.51913, 524.3]]",2022-07-29 03:27:03.146,631527156,ADA,USDT,79.9,0.51893,1127.8,0.51913,524.3
BNB/USDT,"[[276.4132, 1.0]]","[[276.5862, 1.0]]",2022-07-29 03:27:03.214,783409190,BNB,USDT,67.6,276.4132,1.0,276.5862,1.0
