,symbol,timestamp,base,quote,bid_price,bid_volume,ask_price,ask_volume
0,ETH/BTC,2023-03-13 03:48:19.099,ETH,BTC,0.071474,0.0335,0.071487,1.3
1,BNB/BTC,2023-03-13 03:48:19.154,BNB,BTC,0.012887,0.035,0.012907,1.0
2,ADA/BTC,2023-03-13 03:48:19.325,ADA,BTC,1.517e-05,1206.4,1.519e-05,59.1
3,SOL/BTC,2023-03-13 03:48:19.472,SOL,BTC,0.0008794,18.98,0.0008806,18.72
4,MATIC/BTC,2023-03-13 03:48:19.613,MATIC,BTC,5.085e-05,626.6,5.094e-05,928.4
5,MANA/BTC,2023-03-13 03:48:19.725,MANA,BTC,2.559e-05,2.0,2.56e-05,1220.0
6,TRX/BTC,2023-03-13 03:48:19.905,TRX,BTC,2.95e-06,8194.0,2.96e-06,7056.0
7,ADA/ETH,2023-03-13 03:48:20.067,ADA,ETH,0.0002086,23951.7,0.0002087,0.2
8,BTC/USDT,2023-03-13 03:48:20.191,BTC,USDT,22229.12,0.13196,22237.21,0.00447
9,ETH/USDT,2023-03-13 03:48:20.293,ETH,USDT,1588.33,0.5,1589.06,2.4
10,BNB/USDT,2023-03-13 03:48:20.476,BNB,USDT,286.6,4.88,286.8,1.05
11,ADA/USDT,2023-03-13 03:48:20.675,ADA,USDT,0.3373,1991.0,0.3374,1050.0
12,BUSD/USDT,2023-03-13 03:48:20.854,BUSD,USDT,0.9942,20.0,0.996,20.0
13,SOL/USDT,2023-03-13 03:48:21.023,SOL,USDT,19.55,18.0,19.57,42.76
14,USDC/USDT,2023-03-13 03:48:21.181,USDC,USDT,0.9887,4075.0,0.9892,4798.0
15,MATIC/USDT,2023-03-13 03:48:21.363,MATIC,USDT,1.1312,235.0,1.1323,109.8
16,MANA/USDT,2023-03-13 03:48:21.548,MANA,USDT,0.5653,705.0,0.5672,119.0
17,TRX/USDT,2023-03-13 03:48:21.713,TRX,USDT,0.06559,13820.4,0.06568,1893.8
18,BTC/BUSD,2023-03-13 03:48:22.072,BTC,BUSD,22317.91,0.0325,22326.77,0.0325
19,BNB/BUSD,2023-03-13 03:48:22.240,BNB,BUSD,287.7,1.3,288.1,2.601
20,ETH/BUSD,2023-03-13 03:48:22.420,ETH,BUSD,1594.4,0.545,1595.09,0.345
21,MATIC/BUSD,2023-03-13 03:48:22.602,MATIC,BUSD,1.1351,50.0,1.1368,17.6
22,USDC/BUSD,2023-03-13 03:48:22.751,USDC,BUSD,0.97,50.0,0.9967,20.2
23,MANA/BUSD,2023-03-13 03:48:22.927,MANA,BUSD,0.5675,825.0,0.5687,119.0
24,ADA/BUSD,2023-03-13 03:48:23.109,ADA,BUSD,0.3384,1001.3,0.3388,2218.1
25,SOL/BUSD,2023-03-13 03:48:23.239,SOL,BUSD,19.6,26.84,19.67,36.84
26,TRX/BUSD,2023-03-13 03:48:23.360,TRX,BUSD,0.06587,6934.7,0.06596,9468.8
27,BTC/USDC,2023-03-13 03:48:23.428,BTC,USDC,22465.26,0.01,22497.46,0.01117
28,ETH/USDC,2023-03-13 03:48:23.596,ETH,USDC,1605.63,0.1566,1606.89,0.0469
29,SOL/USDC,2023-03-13 03:48:23.807,SOL,USDC,19.72,12.72,19.82,6.33
30,ADA/USDC,2023-03-13 03:48:24.028,ADA,USDC,0.3408,737.8,0.342,735.2
31,BTC/DAI,2023-03-13 03:48:24.220,BTC,DAI,22496.17,5e-05,22514.68,0.0497
32,ETH/DAI,2023-03-13 03:48:24.400,ETH,DAI,1605.6,0.5007,1608.58,0.5016
33,BTC/USD,2023-03-13 03:48:24.766,BTC,USD,22305.12,0.00432,22310.9,0.24255
34,ETH/USD,2023-03-13 03:48:24.948,ETH,USD,1593.28,1.0456,1593.87,0.5
35,USDT/USD,2023-03-13 03:48:25.124,USDT,USD,1.0028,1273.0,1.0034,19.0
36,BNB/USD,2023-03-13 03:48:25.304,BNB,USD,287.5,6.42,287.7,4.42
37,ADA/USD,2023-03-13 03:48:25.485,ADA,USD,0.3383,3500.0,0.3384,3500.0
38,BUSD/USD,2023-03-13 03:48:25.665,BUSD,USD,1.0,815913.0,1.0001,746507.0
39,MATIC/USD,2023-03-13 03:48:25.847,MATIC,USD,1.1348,360.0,1.1352,710.0
40,USDC/USD,2023-03-13 03:48:26.035,USDC,USD,0.989,10000.0,0.991,99247.04
41,MANA/USD,2023-03-13 03:48:26.210,MANA,USD,0.5669,100.0,0.568,119.0
42,DAI/USD,2023-03-13 03:48:26.391,DAI,USD,0.9921,139.11,0.993,530.0
43,SOL/USD,2023-03-13 03:48:26.573,SOL,USD,19.61,52.28,19.63,51.56
44,TRX/USD,2023-03-13 03:48:26.741,TRX,USD,0.06581,1400.0,0.06592,1400.0
