,bids,asks,timestamp,nonce,base,quote,run_time (ms),bid_price,bid_volume,ask_price,ask_volume
ADA/USDT,"[[0.44903, 550.0]]","[[0.44947, 550.0]]",2022-07-05 16:00:38.831,606015534,ADA,USDT,64.8,0.44903,550.0,0.44947,550.0
BNB/USDT,"[[225.1264, 1.4]]","[[225.2656, 1.4]]",2022-07-05 16:00:38.898,764056525,BNB,USDT,67.8,225.1264,1.4,225.2656,1.4
BTC/USDT,"[[19524.34, 0.085]]","[[19528.83, 0.003423]]",2022-07-05 16:00:38.962,1165211666,BTC,USDT,63.8,19524.34,0.085,19528.83,0.003423
BUSD/USDT,"[[1.001, 130886.98]]","[[1.0015, 261971.44]]",2022-07-05 16:00:39.029,3608563,BUSD,USDT,66.3,1.001,130886.98,1.0015,261971.44
ETH/USDT,"[[1092.78, 0.9]]","[[1093.55, 0.9]]",2022-07-05 16:00:39.095,1075602137,ETH,USDT,65.9,1092.78,0.9,1093.55,0.9
MANA/USDT,"[[0.848, 594.0]]","[[0.8504, 300.0]]",2022-07-05 16:00:39.159,47056068,MANA,USDT,64.5,0.848,594.0,0.8504,300.0
MATIC/USDT,"[[0.497, 1571.0]]","[[0.498, 3706.4]]",2022-07-05 16:00:39.225,41498530,MATIC,USDT,65.7,0.497,1571.0,0.498,3706.4
POLY/USDT,"[[0.1895, 1698.1]]","[[0.1904, 1170.4]]",2022-07-05 16:00:39.289,3643678,POLY,USDT,64.4,0.1895,1698.1,0.1904,1170.4
SOL/USDT,"[[33.845, 12.0]]","[[33.8834, 12.0]]",2022-07-05 16:00:39.360,501596514,SOL,USDT,70.2,33.845,12.0,33.8834,12.0
TRX/USDT,"[[0.06693, 4483.9]]","[[0.06706, 11083.0]]",2022-07-05 16:00:39.421,14725232,TRX,USDT,61.7,0.06693,4483.9,0.06706,11083.0
USDC/USDT,"[[1.001, 199962.0]]","[[1.0016, 376241.0]]",2022-07-05 16:00:39.483,1226141,USDC,USDT,62.0,1.001,199962.0,1.0016,376241.0
UST/USDT,[],[],2022-07-05 16:00:39.545,1960270,UST,USDT,62.1,,,,
XRP/USDT,[],[],2022-07-05 16:00:39.609,100846158,XRP,USDT,63.8,,,,
ADA/BTC,"[[2.297e-05, 887.0]]","[[2.303e-05, 1009.0]]",2022-07-05 16:00:39.680,122122002,ADA,BTC,70.5,2.297e-05,887.0,2.303e-05,1009.0
BNB/BTC,"[[0.0115248, 0.17]]","[[0.0115364, 0.17]]",2022-07-05 16:00:39.742,243626395,BNB,BTC,61.9,0.0115248,0.17,0.0115364,0.17
ETH/BTC,"[[0.055965, 0.32]]","[[0.055982, 0.32]]",2022-07-05 16:00:39.810,377785102,ETH,BTC,68.4,0.055965,0.32,0.055982,0.32
MANA/BTC,"[[4.344e-05, 306.0]]","[[4.355e-05, 618.0]]",2022-07-05 16:00:39.872,13382907,MANA,BTC,61.8,4.344e-05,306.0,4.355e-05,618.0
MATIC/BTC,"[[2.545e-05, 1470.0]]","[[2.551e-05, 1084.3]]",2022-07-05 16:00:39.934,13646288,MATIC,BTC,61.8,2.545e-05,1470.0,2.551e-05,1084.3
POLY/BTC,"[[9.7e-06, 1085.0]]","[[9.75e-06, 1306.0]]",2022-07-05 16:00:39.996,2420967,POLY,BTC,61.9,9.7e-06,1085.0,9.75e-06,1306.0
SOL/BTC,"[[0.0017327, 29.58]]","[[0.0017353, 7.4]]",2022-07-05 16:00:40.062,49651378,SOL,BTC,66.3,0.0017327,29.58,0.0017353,7.4
TRX/BTC,"[[3.42e-06, 850859.0]]","[[3.44e-06, 8811.0]]",2022-07-05 16:00:40.130,1580468,TRX,BTC,68.3,3.42e-06,850859.0,3.44e-06,8811.0
XRP/BTC,[],[],2022-07-05 16:00:40.199,48000651,XRP,BTC,68.7,,,,
ADA/BUSD,"[[0.448, 2323.6]]","[[0.449, 4386.5]]",2022-07-05 16:00:40.261,8926039,ADA,BUSD,62.0,0.448,2323.6,0.449,4386.5
BNB/BUSD,"[[224.614, 0.17]]","[[225.0876, 2.6]]",2022-07-05 16:00:40.329,207244018,BNB,BUSD,68.3,224.614,0.17,225.0876,2.6
BTC/BUSD,"[[19503.86, 0.034]]","[[19509.52, 0.034]]",2022-07-05 16:00:40.393,526524144,BTC,BUSD,63.5,19503.86,0.034,19509.52,0.034
ETH/BUSD,"[[1091.56, 0.42]]","[[1092.04, 0.42]]",2022-07-05 16:00:40.460,394990012,ETH,BUSD,66.5,1091.56,0.42,1092.04,0.42
MANA/BUSD,"[[0.8469, 167.0]]","[[0.8493, 300.0]]",2022-07-05 16:00:40.524,24551351,MANA,BUSD,64.2,0.8469,167.0,0.8493,300.0
MATIC/BUSD,"[[0.49692, 3570.4]]","[[0.49733, 3604.0]]",2022-07-05 16:00:40.588,331870940,MATIC,BUSD,63.9,0.49692,3570.4,0.49733,3604.0
POLY/BUSD,"[[0.1893, 1698.3]]","[[0.1902, 1101.0]]",2022-07-05 16:00:40.656,3423713,POLY,BUSD,68.1,0.1893,1698.3,0.1902,1101.0
SOL/BUSD,"[[33.79, 7.34]]","[[33.87, 23.6]]",2022-07-05 16:00:40.725,36831789,SOL,BUSD,69.2,33.79,7.34,33.87,23.6
TRX/BUSD,"[[0.06685, 4484.1]]","[[0.06697, 17847.2]]",2022-07-05 16:00:40.792,9530789,TRX,BUSD,67.5,0.06685,4484.1,0.06697,17847.2
USDC/BUSD,"[[0.9998, 61930.52]]","[[1.0, 178692.97]]",2022-07-05 16:00:40.854,637688,USDC,BUSD,61.9,0.9998,61930.52,1.0,178692.97
XRP/BUSD,[],[],2022-07-05 16:00:40.916,28045681,XRP,BUSD,61.8,,,,
BTC/USDC,"[[19510.6, 0.035]]","[[19518.62, 0.035]]",2022-07-05 16:00:40.982,232659755,BTC,USDC,66.2,19510.6,0.035,19518.62,0.035
ETH/USDC,"[[1091.31, 0.8731]]","[[1092.29, 0.2806]]",2022-07-05 16:00:41.051,68108324,ETH,USDC,68.4,1091.31,0.8731,1092.29,0.2806
BTC/UST,[],[],2022-07-05 16:00:41.113,2296799,BTC,UST,61.9,,,,
