,bids,asks,timestamp,nonce,base,quote,run_time (ms),bid_price,bid_volume,ask_price,ask_volume
USDT/USD,"[[0.9987, 67284.41]]","[[0.9989, 31620.23]]",2022-07-05 15:16:41.541,60368561,USDT,USD,72.6,0.9987,67284.41,0.9989,31620.23
UST/USD,[],[],2022-07-05 15:16:41.618,3225972,UST,USD,76.9,,,,
XRP/USD,[],[],2022-07-05 15:16:41.691,119696569,XRP,USD,72.9,,,,
ADA/USDT,"[[0.44637, 550.0]]","[[0.44709, 550.0]]",2022-07-05 15:16:41.768,605986610,ADA,USDT,77.3,0.44637,550.0,0.44709,550.0
BNB/USDT,"[[224.1132, 1.4]]","[[224.2699, 1.4]]",2022-07-05 15:16:41.840,764023491,BNB,USDT,71.7,224.1132,1.4,224.2699,1.4
BTC/USDT,"[[19408.32, 0.085]]","[[19417.66, 0.088884]]",2022-07-05 15:16:41.913,1165116962,BTC,USDT,72.7,19408.32,0.085,19417.66,0.088884
BUSD/USDT,"[[1.001, 131686.98]]","[[1.0015, 264236.21]]",2022-07-05 15:16:41.990,3608492,BUSD,USDT,77.2,1.001,131686.98,1.0015,264236.21
ETH/USDT,"[[1084.1, 0.9]]","[[1084.54, 2.69523]]",2022-07-05 15:16:42.062,1075459442,ETH,USDT,72.3,1084.1,0.9,1084.54,2.69523
MANA/USDT,"[[0.8444, 346.0]]","[[0.8466, 24.0]]",2022-07-05 15:16:42.135,47051652,MANA,USDT,73.0,0.8444,346.0,0.8466,24.0
MATIC/USDT,"[[0.495, 5965.8]]","[[0.496, 58.3]]",2022-07-05 15:16:42.207,41493700,MATIC,USDT,72.1,0.495,5965.8,0.496,58.3
POLY/USDT,"[[0.1877, 1153.1]]","[[0.1888, 1796.5]]",2022-07-05 15:16:42.278,3643125,POLY,USDT,71.0,0.1877,1153.1,0.1888,1796.5
SOL/USDT,"[[33.4049, 12.0]]","[[33.4294, 12.0]]",2022-07-05 15:16:42.353,501550035,SOL,USDT,74.4,33.4049,12.0,33.4294,12.0
TRX/USDT,"[[0.06673, 7944.6]]","[[0.06685, 6465.1]]",2022-07-05 15:16:42.425,14722752,TRX,USDT,72.3,0.06673,7944.6,0.06685,6465.1
USDC/USDT,"[[1.001, 203462.0]]","[[1.0016, 376353.0]]",2022-07-05 15:16:42.503,1226134,USDC,USDT,77.6,1.001,203462.0,1.0016,376353.0
UST/USDT,[],[],2022-07-05 15:16:42.577,1960270,UST,USDT,74.2,,,,
XRP/USDT,[],[],2022-07-05 15:16:42.649,100846158,XRP,USDT,72.5,,,,
ADA/BTC,"[[2.3e-05, 615.0]]","[[2.305e-05, 41253.0]]",2022-07-05 15:16:42.720,122120907,ADA,BTC,70.4,2.3e-05,615.0,2.305e-05,41253.0
BNB/BTC,"[[0.0115355, 0.09]]","[[0.0115483, 0.11]]",2022-07-05 15:16:42.793,243623393,BNB,BTC,73.1,0.0115355,0.09,0.0115483,0.11
ETH/BTC,"[[0.055836, 0.32]]","[[0.055876, 0.32]]",2022-07-05 15:16:42.871,377747387,ETH,BTC,78.4,0.055836,0.32,0.055876,0.32
MANA/BTC,"[[4.351e-05, 293.0]]","[[4.358e-05, 350.0]]",2022-07-05 15:16:42.948,13381770,MANA,BTC,76.8,4.351e-05,293.0,4.358e-05,350.0
MATIC/BTC,"[[2.552e-05, 690.1]]","[[2.558e-05, 606.3]]",2022-07-05 15:16:43.023,13643221,MATIC,BTC,74.7,2.552e-05,690.1,2.558e-05,606.3
POLY/BTC,"[[9.68e-06, 941.0]]","[[9.72e-06, 244.0]]",2022-07-05 15:16:43.100,2420670,POLY,BTC,77.0,9.68e-06,941.0,9.72e-06,244.0
SOL/BTC,"[[0.0017196, 0.18]]","[[0.0017229, 18.84]]",2022-07-05 15:16:43.173,49638285,SOL,BTC,72.4,0.0017196,0.18,0.0017229,18.84
TRX/BTC,"[[3.43e-06, 848350.0]]","[[3.45e-06, 20915.0]]",2022-07-05 15:16:43.247,1580039,TRX,BTC,74.8,3.43e-06,848350.0,3.45e-06,20915.0
XRP/BTC,[],[],2022-07-05 15:16:43.318,48000651,XRP,BTC,70.6,,,,
ADA/BUSD,"[[0.446, 615.3]]","[[0.447, 24144.5]]",2022-07-05 15:16:43.392,8925323,ADA,BUSD,74.4,0.446,615.3,0.447,24144.5
BNB/BUSD,"[[223.5313, 0.5]]","[[224.0608, 31.0]]",2022-07-05 15:16:43.467,207237719,BNB,BUSD,74.7,223.5313,0.5,224.0608,31.0
BTC/BUSD,"[[19385.7, 0.034]]","[[19397.39, 0.034566]]",2022-07-05 15:16:43.542,526452521,BTC,BUSD,74.7,19385.7,0.034,19397.39,0.034566
ETH/BUSD,"[[1083.18, 0.42]]","[[1084.44, 0.43028]]",2022-07-05 15:16:43.617,394935822,ETH,BUSD,75.3,1083.18,0.42,1084.44,0.43028
MANA/BUSD,"[[0.8427, 301.0]]","[[0.8459, 24.0]]",2022-07-05 15:16:43.689,24548795,MANA,BUSD,72.1,0.8427,301.0,0.8459,24.0
MATIC/BUSD,"[[0.49538, 4224.5]]","[[0.49581, 4036.8]]",2022-07-05 15:16:43.760,331854754,MATIC,BUSD,70.7,0.49538,4224.5,0.49581,4036.8
POLY/BUSD,"[[0.1875, 1396.6]]","[[0.1886, 2234.9]]",2022-07-05 15:16:43.833,3423104,POLY,BUSD,72.5,0.1875,1396.6,0.1886,2234.9
SOL/BUSD,"[[33.3, 0.68]]","[[33.41, 6.72]]",2022-07-05 15:16:43.905,36827128,SOL,BUSD,72.4,33.3,0.68,33.41,6.72
TRX/BUSD,"[[0.06665, 9214.8]]","[[0.06676, 20754.3]]",2022-07-05 15:16:43.976,9528509,TRX,BUSD,70.7,0.06665,9214.8,0.06676,20754.3
USDC/BUSD,"[[0.9998, 63851.52]]","[[1.0, 178692.97]]",2022-07-05 15:16:44.048,637687,USDC,BUSD,72.3,0.9998,63851.52,1.0,178692.97
XRP/BUSD,[],[],2022-07-05 15:16:44.121,28045681,XRP,BUSD,72.9,,,,
BTC/USDC,"[[19385.08, 0.035]]","[[19400.51, 0.035]]",2022-07-05 15:16:44.196,232600169,BTC,USDC,74.5,19385.08,0.035,19400.51,0.035
ETH/USDC,"[[1083.66, 0.415]]","[[1085.1, 0.415]]",2022-07-05 15:16:44.274,68070032,ETH,USDC,78.8,1083.66,0.415,1085.1,0.415
BTC/UST,[],[],2022-07-05 15:16:44.348,2296799,BTC,UST,73.9,,,,
