,symbol,timestamp,base,quote,bid_price,bid_volume,ask_price,ask_volume
0,ETH/BTC,2023-03-09 04:21:59.208,ETH,BTC,0.070771,1.0185,0.070805,1.493
1,BNB/BTC,2023-03-09 04:21:59.272,BNB,BTC,0.01332,3.0,0.013331,3.294
2,ADA/BTC,2023-03-09 04:21:59.338,ADA,BTC,1.463e-05,1138.5,1.466e-05,957.1
3,SOL/BTC,2023-03-09 04:21:59.404,SOL,BTC,0.0008513,15.03,0.0008527,15.04
4,MATIC/BTC,2023-03-09 04:21:59.473,MATIC,BTC,4.874e-05,5.7,4.886e-05,144.9
5,MANA/BTC,2023-03-09 04:21:59.547,MANA,BTC,2.537e-05,1.0,2.54e-05,1029.0
6,TRX/BTC,2023-03-09 04:21:59.612,TRX,BTC,3.02e-06,4723.0,3.03e-06,14725.0
7,ADA/ETH,2023-03-09 04:21:59.678,ADA,ETH,0.0002064,998.7,0.0002065,0.4
8,BTC/USDT,2023-03-09 04:21:59.742,BTC,USDT,21743.76,0.01857,21745.94,0.08259
9,ETH/USDT,2023-03-09 04:21:59.808,ETH,USDT,1539.04,1.2,1539.7,0.5
10,BNB/USDT,2023-03-09 04:21:59.883,BNB,USDT,289.7,3.211,289.8,1.9
11,ADA/USDT,2023-03-09 04:21:59.949,ADA,USDT,0.3185,3932.6,0.3186,171.2
12,BUSD/USDT,2023-03-09 04:22:00.015,BUSD,USDT,0.9996,327823.0,1.0001,325277.0
13,SOL/USDT,2023-03-09 04:22:00.083,SOL,USDT,18.52,115.98,18.53,17.5
14,USDC/USDT,2023-03-09 04:22:00.151,USDC,USDT,1.0,282130.0,1.0004,291727.0
15,MATIC/USDT,2023-03-09 04:22:00.226,MATIC,USDT,1.0608,926.9,1.0618,455.4
16,MANA/USDT,2023-03-09 04:22:00.292,MANA,USDT,0.5491,159.0,0.5504,590.0
17,TRX/USDT,2023-03-09 04:22:00.358,TRX,USDT,0.06572,11412.4,0.06578,11402.7
18,BTC/BUSD,2023-03-09 04:22:00.500,BTC,BUSD,21739.72,0.05,21745.47,0.04598
19,BNB/BUSD,2023-03-09 04:22:00.570,BNB,BUSD,289.6,4.106,289.9,11.645
20,ETH/BUSD,2023-03-09 04:22:00.637,ETH,BUSD,1538.4,0.29,1539.37,0.29
21,MATIC/BUSD,2023-03-09 04:22:00.703,MATIC,BUSD,1.0607,424.2,1.0618,706.3
22,USDC/BUSD,2023-03-09 04:22:00.771,USDC,BUSD,0.9996,272795.26,0.9999,327646.59
23,MANA/BUSD,2023-03-09 04:22:00.840,MANA,BUSD,0.5482,1859.0,0.552,4479.0
24,ADA/BUSD,2023-03-09 04:22:00.914,ADA,BUSD,0.3181,3923.2,0.3188,12015.7
25,SOL/BUSD,2023-03-09 04:22:00.982,SOL,BUSD,18.49,15.1,18.55,219.1
26,TRX/BUSD,2023-03-09 04:22:01.053,TRX,BUSD,0.06571,7989.4,0.06578,17066.6
27,BTC/USDC,2023-03-09 04:22:01.118,BTC,USDC,21738.18,0.057,21743.51,0.0285
28,ETH/USDC,2023-03-09 04:22:01.186,ETH,USDC,1538.29,0.2,1539.45,0.25
29,SOL/USDC,2023-03-09 04:22:01.251,SOL,USDC,18.5,405.34,18.54,107.9
30,ADA/USDC,2023-03-09 04:22:01.314,ADA,USDC,0.3182,9427.5,0.3187,1412.3
31,BTC/DAI,2023-03-09 04:22:01.379,BTC,DAI,21733.55,0.05009,21764.09,0.04476
32,ETH/DAI,2023-03-09 04:22:01.447,ETH,DAI,1538.5,0.5007,1540.83,0.4515
33,BTC/USD,2023-03-09 04:22:01.586,BTC,USD,21741.27,0.01585,21743.78,0.00751
34,ETH/USD,2023-03-09 04:22:01.653,ETH,USD,1539.2,2.8248,1539.27,2.8567
35,USDT/USD,2023-03-09 04:22:01.718,USDT,USD,0.9998,199911.0,1.0,1134335.0
36,BNB/USD,2023-03-09 04:22:01.795,BNB,USD,289.6,7.66,289.7,1.92
37,ADA/USD,2023-03-09 04:22:01.862,ADA,USD,0.3185,3556.9,0.3186,2066.5
38,BUSD/USD,2023-03-09 04:22:01.926,BUSD,USD,0.9997,505415.0,0.9999,1052909.0
39,MATIC/USD,2023-03-09 04:22:01.991,MATIC,USD,1.0608,1140.6,1.0614,335.0
40,USDC/USD,2023-03-09 04:22:02.060,USDC,USD,0.9999,26805.03,1.0,226354.01
41,MANA/USD,2023-03-09 04:22:02.131,MANA,USD,0.5498,130.0,0.5506,1390.0
42,DAI/USD,2023-03-09 04:22:02.197,DAI,USD,0.9956,11915.87,1.0002,40363.86
43,SOL/USD,2023-03-09 04:22:02.269,SOL,USD,18.52,2.69,18.53,2003.1
44,TRX/USD,2023-03-09 04:22:02.339,TRX,USD,0.06572,2541.0,0.06576,3263.6
