,bids,asks,timestamp,nonce,base,quote,run_time (ms),bid_price,bid_volume,ask_price,ask_volume
BTC/USD,"[[23005.1, 0.015618]]","[[23009.86, 0.245]]",2022-07-21 22:46:09.096,2266345146,BTC,USD,81.9,23005.1,0.015618,23009.86,0.245
BUSD/USD,"[[0.9999, 402234.36]]","[[1.0, 402730.05]]",2022-07-21 22:46:09.155,10595748,BUSD,USD,59.5,0.9999,402234.36,1.0,402730.05
ETH/USD,"[[1572.01, 0.3]]","[[1572.39, 1.15]]",2022-07-21 22:46:09.216,1942194948,ETH,USD,60.4,1572.01,0.3,1572.39,1.15
USDC/USD,"[[0.9999, 290247.14]]","[[1.0, 241368.99]]",2022-07-21 22:46:09.275,23202691,USDC,USD,59.1,0.9999,290247.14,1.0,241368.99
USDT/USD,"[[1.0, 71306.46]]","[[1.0002, 29066.62]]",2022-07-21 22:46:09.336,65710300,USDT,USD,61.4,1.0,71306.46,1.0002,29066.62
UST/USD,[],[],2022-07-21 22:46:09.399,3225972,UST,USD,63.0,,,,
BTC/USDT,"[[23002.44, 0.09]]","[[23010.93, 0.09]]",2022-07-21 22:46:09.461,1232249570,BTC,USDT,61.2,23002.44,0.09,23010.93,0.09
BUSD/USDT,"[[0.9999, 68656.73]]","[[1.0, 222021.99]]",2022-07-21 22:46:09.520,3684983,BUSD,USDT,59.4,0.9999,68656.73,1.0,222021.99
ETH/USDT,"[[1571.6, 0.75]]","[[1572.49, 0.75]]",2022-07-21 22:46:09.578,1146735043,ETH,USDT,57.9,1571.6,0.75,1572.49,0.75
USDC/USDT,"[[0.9999, 278009.0]]","[[1.0, 281164.0]]",2022-07-21 22:46:09.636,1270297,USDC,USDT,57.8,0.9999,278009.0,1.0,281164.0
UST/USDT,[],[],2022-07-21 22:46:09.698,1960270,UST,USDT,62.0,,,,
ETH/BTC,"[[0.068308, 0.23]]","[[0.068363, 0.23]]",2022-07-21 22:46:09.753,390874948,ETH,BTC,55.3,0.068308,0.23,0.068363,0.23
BTC/BUSD,"[[22999.08, 0.0365]]","[[23000.91, 1e-06]]",2022-07-21 22:46:09.828,567208065,BTC,BUSD,74.6,22999.08,0.0365,23000.91,1e-06
ETH/BUSD,"[[1572.04, 0.225]]","[[1573.43, 0.225]]",2022-07-21 22:46:09.890,417838744,ETH,BUSD,62.0,1572.04,0.225,1573.43,0.225
USDC/BUSD,"[[0.9998, 309953.03]]","[[1.0001, 370506.53]]",2022-07-21 22:46:09.951,642384,USDC,BUSD,61.4,0.9998,309953.03,1.0001,370506.53
BTC/USDC,"[[23000.91, 0.012349]]","[[23014.5, 0.002999]]",2022-07-21 22:46:10.009,263827483,BTC,USDC,58.1,23000.91,0.012349,23014.5,0.002999
ETH/USDC,"[[1572.04, 0.22]]","[[1573.39, 0.22]]",2022-07-21 22:46:10.069,85863393,ETH,USDC,60.0,1572.04,0.22,1573.39,0.22
BTC/UST,[],[],2022-07-21 22:46:10.131,2296799,BTC,UST,62.0,,,,
