,bids,asks,timestamp,nonce,base,quote,run_time (ms),bid_price,bid_volume,ask_price,ask_volume
ADA/USD,"[[0.4486, 1230.0]]","[[0.4488, 1229.8]]",2022-07-05 15:58:25.373,1021556054,ADA,USD,69.4,0.4486,1230.0,0.4488,1229.8
BNB/USD,"[[224.6791, 0.177]]","[[224.7913, 0.177]]",2022-07-05 15:58:25.439,1337555404,BNB,USD,65.4,224.6791,0.177,224.7913,0.177
BTC/USD,"[[19492.15, 0.03076]]","[[19494.84, 0.001726]]",2022-07-05 15:58:25.501,2157608032,BTC,USD,62.2,19492.15,0.03076,19494.84,0.001726
BUSD/USD,"[[0.9999, 12372.9]]","[[1.0001, 32526.26]]",2022-07-05 15:58:25.563,10406358,BUSD,USD,61.8,0.9999,12372.9,1.0001,32526.26
ETH/USD,"[[1090.75, 0.06603]]","[[1091.07, 1.47281]]",2022-07-05 15:58:25.629,1876667232,ETH,USD,66.1,1090.75,0.06603,1091.07,1.47281
MANA/USD,"[[0.8478, 300.0]]","[[0.8486, 300.0]]",2022-07-05 15:58:25.693,706568236,MANA,USD,63.9,0.8478,300.0,0.8486,300.0
MATIC/USD,"[[0.496, 4088.2]]","[[0.4965, 5984.1]]",2022-07-05 15:58:25.761,1034268772,MATIC,USD,68.4,0.496,4088.2,0.4965,5984.1
POLY/USD,"[[0.1892, 1246.3]]","[[0.1901, 129.0]]",2022-07-05 15:58:25.823,5329463,POLY,USD,61.9,0.1892,1246.3,0.1901,129.0
SOL/USD,"[[33.8207, 25.0]]","[[33.837, 25.0]]",2022-07-05 15:58:25.891,1207634268,SOL,USD,68.2,33.8207,25.0,33.837,25.0
TRX/USD,"[[0.0668, 25550.5]]","[[0.067, 66198.2]]",2022-07-05 15:58:25.953,8025361,TRX,USD,62.0,0.0668,25550.5,0.067,66198.2
USDC/USD,"[[0.9999, 58013.02]]","[[1.0, 365563.62]]",2022-07-05 15:58:26.015,22986601,USDC,USD,62.2,0.9999,58013.02,1.0,365563.62
USDT/USD,"[[0.9987, 66349.67]]","[[0.9989, 30664.02]]",2022-07-05 15:58:26.084,60406035,USDT,USD,68.4,0.9987,66349.67,0.9989,30664.02
UST/USD,[],[],2022-07-05 15:58:26.148,3225972,UST,USD,63.9,,,,
XRP/USD,[],[],2022-07-05 15:58:26.210,119696569,XRP,USD,61.7,,,,
ADA/USDT,"[[0.44912, 1102.1]]","[[0.44964, 550.0]]",2022-07-05 15:58:26.287,606013667,ADA,USDT,77.4,0.44912,1102.1,0.44964,550.0
BNB/USDT,"[[224.9427, 1.4]]","[[225.0547, 1.4]]",2022-07-05 15:58:26.351,764055168,BNB,USDT,63.9,224.9427,1.4,225.0547,1.4
BTC/USDT,"[[19514.32, 0.085]]","[[19519.1, 0.088726]]",2022-07-05 15:58:26.419,1165206381,BTC,USDT,67.8,19514.32,0.085,19519.1,0.088726
BUSD/USDT,"[[1.001, 130886.98]]","[[1.0015, 261991.82]]",2022-07-05 15:58:26.483,3608550,BUSD,USDT,64.0,1.001,130886.98,1.0015,261991.82
ETH/USDT,"[[1091.99, 0.9]]","[[1092.34, 0.9]]",2022-07-05 15:58:26.549,1075595752,ETH,USDT,66.1,1091.99,0.9,1092.34,0.9
MANA/USDT,"[[0.8484, 288.0]]","[[0.8502, 354.0]]",2022-07-05 15:58:26.616,47055873,MANA,USDT,66.6,0.8484,288.0,0.8502,354.0
MATIC/USDT,"[[0.496, 1928.2]]","[[0.498, 9685.4]]",2022-07-05 15:58:26.677,41498313,MATIC,USDT,61.8,0.496,1928.2,0.498,9685.4
POLY/USDT,"[[0.1893, 955.3]]","[[0.1904, 1170.4]]",2022-07-05 15:58:26.743,3643629,POLY,USDT,65.8,0.1893,955.3,0.1904,1170.4
SOL/USDT,"[[33.8596, 6.42]]","[[33.8779, 12.0]]",2022-07-05 15:58:26.810,501594211,SOL,USDT,66.3,33.8596,6.42,33.8779,12.0
TRX/USDT,"[[0.06688, 491431.0]]","[[0.06704, 4483.8]]",2022-07-05 15:58:26.880,14725075,TRX,USDT,70.4,0.06688,491431.0,0.06704,4483.8
USDC/USDT,"[[1.001, 199962.0]]","[[1.0016, 376241.0]]",2022-07-05 15:58:26.948,1226141,USDC,USDT,68.4,1.001,199962.0,1.0016,376241.0
UST/USDT,[],[],2022-07-05 15:58:27.015,1960270,UST,USDT,66.1,,,,
XRP/USDT,[],[],2022-07-05 15:58:27.081,100846158,XRP,USDT,66.1,,,,
ADA/BTC,"[[2.299e-05, 1264.0]]","[[2.304e-05, 28812.0]]",2022-07-05 15:58:27.147,122121932,ADA,BTC,66.3,2.299e-05,1264.0,2.304e-05,28812.0
BNB/BTC,"[[0.0115186, 0.17]]","[[0.0115304, 0.17]]",2022-07-05 15:58:27.209,243626153,BNB,BTC,61.9,0.0115186,0.17,0.0115304,0.17
ETH/BTC,"[[0.055947, 0.779]]","[[0.055976, 0.32]]",2022-07-05 15:58:27.277,377783300,ETH,BTC,68.2,0.055947,0.779,0.055976,0.32
MANA/BTC,"[[4.347e-05, 293.0]]","[[4.355e-05, 323.0]]",2022-07-05 15:58:27.339,13382875,MANA,BTC,61.8,4.347e-05,293.0,4.355e-05,323.0
MATIC/BTC,"[[2.543e-05, 1110.6]]","[[2.549e-05, 1212.3]]",2022-07-05 15:58:27.409,13646168,MATIC,BTC,70.4,2.543e-05,1110.6,2.549e-05,1212.3
POLY/BTC,"[[9.71e-06, 1029.0]]","[[9.75e-06, 1306.0]]",2022-07-05 15:58:27.474,2420959,POLY,BTC,64.0,9.71e-06,1029.0,9.75e-06,1306.0
SOL/BTC,"[[0.0017345, 7.39]]","[[0.0017366, 7.39]]",2022-07-05 15:58:27.542,49650809,SOL,BTC,68.3,0.0017345,7.39,0.0017366,7.39
TRX/BTC,"[[3.42e-06, 850859.0]]","[[3.44e-06, 8811.0]]",2022-07-05 15:58:27.608,1580462,TRX,BTC,66.1,3.42e-06,850859.0,3.44e-06,8811.0
XRP/BTC,[],[],2022-07-05 15:58:27.674,48000651,XRP,BTC,66.3,,,,
ADA/BUSD,"[[0.448, 3006.1]]","[[0.449, 4386.5]]",2022-07-05 15:58:27.745,8925969,ADA,BUSD,70.6,0.448,3006.1,0.449,4386.5
BNB/BUSD,"[[224.5382, 6.68]]","[[225.0314, 0.18]]",2022-07-05 15:58:27.811,207243710,BNB,BUSD,66.0,224.5382,6.68,225.0314,0.18
BTC/BUSD,"[[19495.33, 3e-06]]","[[19496.83, 0.034]]",2022-07-05 15:58:27.877,526520221,BTC,BUSD,66.3,19495.33,3e-06,19496.83,0.034
ETH/BUSD,"[[1090.72, 0.42]]","[[1091.07, 0.42]]",2022-07-05 15:58:27.939,394987542,ETH,BUSD,61.9,1090.72,0.42,1091.07,0.42
MANA/BUSD,"[[0.8469, 300.0]]","[[0.8492, 267.0]]",2022-07-05 15:58:28.008,24551265,MANA,BUSD,68.4,0.8469,300.0,0.8492,267.0
MATIC/BUSD,"[[0.49596, 3654.9]]","[[0.49644, 3503.1]]",2022-07-05 15:58:28.073,331870255,MATIC,BUSD,65.8,0.49596,3654.9,0.49644,3503.1
POLY/BUSD,"[[0.1892, 826.5]]","[[0.1902, 1101.0]]",2022-07-05 15:58:28.136,3423676,POLY,BUSD,62.1,0.1892,826.5,0.1902,1101.0
SOL/BUSD,"[[33.78, 5.0]]","[[33.87, 8.3]]",2022-07-05 15:58:28.200,36831545,SOL,BUSD,64.0,33.78,5.0,33.87,8.3
TRX/BUSD,"[[0.06684, 4485.1]]","[[0.06694, 19218.9]]",2022-07-05 15:58:28.266,9530650,TRX,BUSD,66.3,0.06684,4485.1,0.06694,19218.9
USDC/BUSD,"[[0.9998, 61930.52]]","[[1.0, 178692.97]]",2022-07-05 15:58:28.336,637688,USDC,BUSD,70.3,0.9998,61930.52,1.0,178692.97
XRP/BUSD,[],[],2022-07-05 15:58:28.400,28045681,XRP,BUSD,64.0,,,,
BTC/USDC,"[[19492.17, 0.035]]","[[19495.28, 0.035]]",2022-07-05 15:58:28.463,232656092,BTC,USDC,62.6,19492.17,0.035,19495.28,0.035
ETH/USDC,"[[1090.72, 0.415]]","[[1091.12, 0.8734]]",2022-07-05 15:58:28.529,68106554,ETH,USDC,66.0,1090.72,0.415,1091.12,0.8734
BTC/UST,[],[],2022-07-05 15:58:28.593,2296799,BTC,UST,63.8,,,,
