,symbol,timestamp,base,quote,bid_price,bid_volume,ask_price,ask_volume
0,ETH/BTC,2023-03-13 15:26:17.509,ETH,BTC,0.069514,1.1,0.069539,1.4923
1,BNB/BTC,2023-03-13 15:26:17.565,BNB,BTC,0.01285,3.578,0.012866,9.001
2,ADA/BTC,2023-03-13 15:26:17.625,ADA,BTC,1.445e-05,57.0,1.446e-05,0.1
3,SOL/BTC,2023-03-13 15:26:17.681,SOL,BTC,0.0008754,18.84,0.0008768,3.38
4,MATIC/BTC,2023-03-13 15:26:17.739,MATIC,BTC,4.911e-05,300.3,4.922e-05,16.2
5,MANA/BTC,2023-03-13 15:26:17.799,MANA,BTC,2.476e-05,822.0,2.482e-05,741.0
6,TRX/BTC,2023-03-13 15:26:17.857,TRX,BTC,2.81e-06,6998.0,2.82e-06,7063.0
7,ADA/ETH,2023-03-13 15:26:17.914,ADA,ETH,0.0002091,0.1,0.0002092,891.0
8,BTC/USDT,2023-03-13 15:26:17.968,BTC,USDT,24157.36,0.03892,24180.54,0.12
9,ETH/USDT,2023-03-13 15:26:18.025,ETH,USDT,1679.76,0.5,1681.03,1.2
10,BNB/USDT,2023-03-13 15:26:18.082,BNB,USDT,310.7,5.665,310.9,2.164
11,ADA/USDT,2023-03-13 15:26:18.140,ADA,USDT,0.3492,2050.0,0.3495,2100.0
12,BUSD/USDT,2023-03-13 15:26:18.197,BUSD,USDT,0.9958,4174.0,0.9967,7990.0
13,SOL/USDT,2023-03-13 15:26:18.250,SOL,USDT,21.18,6.63,21.21,34.1
14,USDC/USDT,2023-03-13 15:26:18.307,USDC,USDT,0.9885,3201.0,0.9886,137102.0
15,MATIC/USDT,2023-03-13 15:26:18.366,MATIC,USDT,1.187,554.2,1.1887,235.0
16,MANA/USDT,2023-03-13 15:26:18.419,MANA,USDT,0.598,185.0,0.5999,555.0
17,TRX/USDT,2023-03-13 15:26:18.474,TRX,USDT,0.06807,12605.3,0.06817,69889.2
18,BTC/BUSD,2023-03-13 15:26:18.590,BTC,BUSD,24258.21,0.0325,24282.04,0.026
19,BNB/BUSD,2023-03-13 15:26:18.644,BNB,BUSD,311.8,3.228,312.3,0.479
20,ETH/BUSD,2023-03-13 15:26:18.699,ETH,BUSD,1686.73,0.345,1688.8,0.345
21,MATIC/BUSD,2023-03-13 15:26:18.757,MATIC,BUSD,1.1926,50.0,1.1953,66.7
22,USDC/BUSD,2023-03-13 15:26:18.815,USDC,BUSD,0.9891,8081.9,0.9919,82866.55
23,MANA/BUSD,2023-03-13 15:26:18.872,MANA,BUSD,0.6002,413.0,0.6024,825.0
24,ADA/BUSD,2023-03-13 15:26:18.936,ADA,BUSD,0.3506,1732.5,0.3512,1778.2
25,SOL/BUSD,2023-03-13 15:26:18.991,SOL,BUSD,21.19,311.39,21.28,0.05
26,TRX/BUSD,2023-03-13 15:26:19.050,TRX,BUSD,0.06835,10950.5,0.06845,7289.6
27,BTC/USDC,2023-03-13 15:26:19.107,BTC,USDC,24454.13,0.005,24516.47,0.005
28,ETH/USDC,2023-03-13 15:26:19.165,ETH,USDC,1698.56,0.1,1705.47,0.1
29,SOL/USDC,2023-03-13 15:26:19.223,SOL,USDC,21.26,23.56,21.68,87.38
30,ADA/USDC,2023-03-13 15:26:19.280,ADA,USDC,0.352,23894.7,0.355,142.8
31,BTC/DAI,2023-03-13 15:26:19.340,BTC,DAI,24361.85,0.12353,24395.34,0.04458
32,ETH/DAI,2023-03-13 15:26:19.394,ETH,DAI,1694.84,0.8874,1696.06,0.452
33,BTC/USD,2023-03-13 15:26:19.508,BTC,USD,24303.53,0.195,24312.88,0.001
34,ETH/USD,2023-03-13 15:26:19.562,ETH,USD,1689.12,4.7361,1690.0,3.7253
35,USDT/USD,2023-03-13 15:26:19.616,USDT,USD,1.0053,1500.0,1.0055,47.0
36,BNB/USD,2023-03-13 15:26:19.674,BNB,USD,312.6,3.6,312.7,4.036
37,ADA/USD,2023-03-13 15:26:19.730,ADA,USD,0.3516,3500.0,0.3517,3918.2
38,BUSD/USD,2023-03-13 15:26:19.790,BUSD,USD,1.0003,58.0,1.0004,629131.0
39,MATIC/USD,2023-03-13 15:26:19.845,MATIC,USD,1.1954,660.0,1.1957,446.0
40,USDC/USD,2023-03-13 15:26:19.901,USDC,USD,0.9916,8459.51,0.995,294009.09
41,MANA/USD,2023-03-13 15:26:19.956,MANA,USD,0.6016,117.0,0.6026,823.0
42,DAI/USD,2023-03-13 15:26:20.013,DAI,USD,0.987,277.23,0.9973,199.27
43,SOL/USD,2023-03-13 15:26:20.069,SOL,USD,21.33,77.1,21.35,4.68
44,TRX/USD,2023-03-13 15:26:20.123,TRX,USD,0.06846,1400.0,0.06853,7549.8
