,bids,asks,timestamp,nonce,base,quote,run_time (ms),bid_price,bid_volume,ask_price,ask_volume
ADA/USD,"[[0.4467, 1200.0]]","[[0.447, 1200.0]]",2022-07-05 15:08:13.268,1021515319,ADA,USD,61.0,0.4467,1200.0,0.447,1200.0
BNB/USD,"[[224.0417, 0.178]]","[[224.1587, 2.35]]",2022-07-05 15:08:13.334,1337470810,BNB,USD,66.2,224.0417,0.178,224.1587,2.35
BTC/USD,"[[19428.94, 0.14]]","[[19432.69, 0.0016]]",2022-07-05 15:08:13.394,2157403296,BTC,USD,59.8,19428.94,0.14,19432.69,0.0016
BUSD/USD,"[[0.9999, 19984.54]]","[[1.0001, 41127.35]]",2022-07-05 15:08:13.456,10406042,BUSD,USD,62.6,0.9999,19984.54,1.0001,41127.35
ETH/USD,"[[1090.68, 0.45837]]","[[1090.99, 0.0742]]",2022-07-05 15:08:13.518,1876463504,ETH,USD,61.8,1090.68,0.45837,1090.99,0.0742
MANA/USD,"[[0.8441, 300.0]]","[[0.845, 466.93]]",2022-07-05 15:08:13.579,706533495,MANA,USD,61.3,0.8441,300.0,0.845,466.93
MATIC/USD,"[[0.4968, 4238.6]]","[[0.4971, 1100.0]]",2022-07-05 15:08:13.641,1034181086,MATIC,USD,62.0,0.4968,4238.6,0.4971,1100.0
POLY/USD,"[[0.1878, 1625.2]]","[[0.1888, 1640.3]]",2022-07-05 15:08:13.712,5328190,POLY,USD,70.5,0.1878,1625.2,0.1888,1640.3
SOL/USD,"[[33.4912, 10.04]]","[[33.5121, 25.53]]",2022-07-05 15:08:13.776,1207477376,SOL,USD,63.7,33.4912,10.04,33.5121,25.53
TRX/USD,"[[0.0667, 22646.1]]","[[0.0669, 74846.1]]",2022-07-05 15:08:13.836,8023442,TRX,USD,60.2,0.0667,22646.1,0.0669,74846.1
USDC/USD,"[[0.9999, 62173.98]]","[[1.0, 376042.96]]",2022-07-05 15:08:13.906,22986353,USDC,USD,70.4,0.9999,62173.98,1.0,376042.96
USDT/USD,"[[0.9987, 69140.62]]","[[0.9989, 41198.85]]",2022-07-05 15:08:13.979,60360622,USDT,USD,72.7,0.9987,69140.62,0.9989,41198.85
UST/USD,[],[],2022-07-05 15:08:14.043,3225972,UST,USD,63.9,,,,
XRP/USD,[],[],2022-07-05 15:08:14.105,119696569,XRP,USD,62.1,,,,
ADA/USDT,"[[0.44731, 550.0]]","[[0.44766, 550.0]]",2022-07-05 15:08:14.169,605978428,ADA,USDT,64.1,0.44731,550.0,0.44766,550.0
BNB/USDT,"[[224.303, 1.4]]","[[224.4216, 1.4]]",2022-07-05 15:08:14.240,764011523,BNB,USDT,70.8,224.303,1.4,224.4216,1.4
BTC/USDT,"[[19450.4, 0.085]]","[[19455.38, 0.085]]",2022-07-05 15:08:14.301,1165090771,BTC,USDT,61.4,19450.4,0.085,19455.38,0.085
BUSD/USDT,"[[1.001, 132139.31]]","[[1.0015, 264276.11]]",2022-07-05 15:08:14.366,3608456,BUSD,USDT,64.2,1.001,132139.31,1.0015,264276.11
ETH/USDT,"[[1091.78, 0.9]]","[[1092.27, 0.45848]]",2022-07-05 15:08:14.432,1075422500,ETH,USDT,66.0,1091.78,0.9,1092.27,0.45848
MANA/USDT,"[[0.8445, 208.0]]","[[0.8465, 356.0]]",2022-07-05 15:08:14.493,47050329,MANA,USDT,61.3,0.8445,208.0,0.8465,356.0
MATIC/USDT,"[[0.497, 2006.6]]","[[0.498, 603.7]]",2022-07-05 15:08:14.556,41491978,MATIC,USDT,62.8,0.497,2006.6,0.498,603.7
POLY/USDT,"[[0.188, 918.1]]","[[0.189, 994.4]]",2022-07-05 15:08:14.616,3642925,POLY,USDT,60.0,0.188,918.1,0.189,994.4
SOL/USDT,"[[33.5276, 12.0]]","[[33.5535, 12.0]]",2022-07-05 15:08:14.684,501535797,SOL,USDT,68.4,33.5276,12.0,33.5535,12.0
TRX/USDT,"[[0.06681, 11914.2]]","[[0.06693, 4491.4]]",2022-07-05 15:08:14.745,14721880,TRX,USDT,61.3,0.06681,11914.2,0.06693,4491.4
USDC/USDT,"[[1.001, 205197.0]]","[[1.0016, 376353.0]]",2022-07-05 15:08:14.807,1226123,USDC,USDT,61.9,1.001,205197.0,1.0016,376353.0
UST/USDT,[],[],2022-07-05 15:08:14.869,1960270,UST,USDT,62.0,,,,
XRP/USDT,[],[],2022-07-05 15:08:14.931,100846158,XRP,USDT,61.8,,,,
ADA/BTC,"[[2.298e-05, 224.0]]","[[2.299e-05, 20.0]]",2022-07-05 15:08:14.997,122120583,ADA,BTC,65.6,2.298e-05,224.0,2.299e-05,20.0
BNB/BTC,"[[0.0115248, 0.12]]","[[0.0115392, 0.12]]",2022-07-05 15:08:15.059,243622977,BNB,BTC,62.5,0.0115248,0.12,0.0115392,0.12
ETH/BTC,"[[0.056122, 0.32]]","[[0.056148, 0.32]]",2022-07-05 15:08:15.119,377733934,ETH,BTC,59.7,0.056122,0.32,0.056148,0.32
MANA/BTC,"[[4.341e-05, 261.0]]","[[4.352e-05, 620.0]]",2022-07-05 15:08:15.179,13381525,MANA,BTC,59.7,4.341e-05,261.0,4.352e-05,620.0
MATIC/BTC,"[[2.555e-05, 1051.5]]","[[2.56e-05, 603.7]]",2022-07-05 15:08:15.241,13642359,MATIC,BTC,62.0,2.555e-05,1051.5,2.56e-05,603.7
POLY/BTC,"[[9.67e-06, 839.0]]","[[9.72e-06, 1399.0]]",2022-07-05 15:08:15.302,2420603,POLY,BTC,61.0,9.67e-06,839.0,9.72e-06,1399.0
SOL/BTC,"[[0.0017229, 3.74]]","[[0.0017254, 7.47]]",2022-07-05 15:08:15.363,49634063,SOL,BTC,60.8,0.0017229,3.74,0.0017254,7.47
TRX/BTC,"[[3.43e-06, 4494.0]]","[[3.45e-06, 46361.0]]",2022-07-05 15:08:15.425,1579949,TRX,BTC,61.8,3.43e-06,4494.0,3.45e-06,46361.0
XRP/BTC,[],[],2022-07-05 15:08:15.487,48000651,XRP,BTC,62.3,,,,
ADA/BUSD,"[[0.446, 5755.1]]","[[0.448, 12686.2]]",2022-07-05 15:08:15.549,8925182,ADA,BUSD,61.6,0.446,5755.1,0.448,12686.2
BNB/BUSD,"[[223.9014, 6.7]]","[[224.1658, 2.0]]",2022-07-05 15:08:15.615,207236189,BNB,BUSD,66.4,223.9014,6.7,224.1658,2.0
BTC/BUSD,"[[19427.86, 0.034]]","[[19430.39, 2e-06]]",2022-07-05 15:08:15.690,526435594,BTC,BUSD,74.7,19427.86,0.034,19430.39,2e-06
ETH/BUSD,"[[1090.54, 0.42]]","[[1090.97, 0.42]]",2022-07-05 15:08:15.752,394919911,ETH,BUSD,62.0,1090.54,0.42,1090.97,0.42
MANA/BUSD,"[[0.8436, 257.0]]","[[0.8452, 356.0]]",2022-07-05 15:08:15.815,24548217,MANA,BUSD,63.5,0.8436,257.0,0.8452,356.0
MATIC/BUSD,"[[0.49649, 603.8]]","[[0.49732, 603.6]]",2022-07-05 15:08:15.877,331850529,MATIC,BUSD,62.3,0.49649,603.8,0.49732,603.6
POLY/BUSD,"[[0.1878, 917.2]]","[[0.1888, 1256.4]]",2022-07-05 15:08:15.939,3422899,POLY,BUSD,61.9,0.1878,917.2,0.1888,1256.4
SOL/BUSD,"[[33.45, 25.57]]","[[33.53, 15.05]]",2022-07-05 15:08:16.001,36825068,SOL,BUSD,61.8,33.45,25.57,33.53,15.05
TRX/BUSD,"[[0.06672, 4492.1]]","[[0.06683, 12393.8]]",2022-07-05 15:08:16.063,9527934,TRX,BUSD,61.9,0.06672,4492.1,0.06683,12393.8
