,bids,asks,timestamp,nonce,base,quote,run_time (ms),bid_price,bid_volume,ask_price,ask_volume
ADA/USD,"[[0.5242, 2300.9]]","[[0.5245, 1781.0]]",2022-07-29 13:58:35.419,1056014632,ADA,USD,61.3,0.5242,2300.9,0.5245,1781.0
BNB/USD,"[[287.1294, 2.05]]","[[287.3796, 2.05]]",2022-07-29 13:58:35.480,1410798026,BNB,USD,61.0,287.1294,2.05,287.3796,2.05
BTC/USD,"[[23696.91, 0.015129]]","[[23702.7, 0.001]]",2022-07-29 13:58:35.549,2307683020,BTC,USD,68.6,23696.91,0.015129,23702.7,0.001
BUSD/USD,"[[0.9999, 816356.17]]","[[1.0, 307998.4]]",2022-07-29 13:58:35.611,10665880,BUSD,USD,61.6,0.9999,816356.17,1.0,307998.4
ETH/USD,"[[1698.42, 1.5]]","[[1698.75, 0.30178]]",2022-07-29 13:58:35.670,1978027886,ETH,USD,59.7,1698.42,1.5,1698.75,0.30178
MANA/USD,"[[0.9755, 358.88]]","[[0.9765, 270.0]]",2022-07-29 13:58:35.733,735671596,MANA,USD,62.2,0.9755,358.88,0.9765,270.0
MATIC/USD,"[[0.9353, 1037.1]]","[[0.9359, 1255.0]]",2022-07-29 13:58:35.803,1097276692,MATIC,USD,70.4,0.9353,1037.1,0.9359,1255.0
POLY/USD,"[[0.2112, 3840.7]]","[[0.212, 1686.4]]",2022-07-29 13:58:35.866,6262208,POLY,USD,63.4,0.2112,3840.7,0.212,1686.4
SOL/USD,"[[42.2387, 21.0]]","[[42.2476, 0.87]]",2022-07-29 13:58:35.931,1300925644,SOL,USD,64.3,42.2387,21.0,42.2476,0.87
TRX/USD,"[[0.07, 23917.2]]","[[0.0701, 16854.9]]",2022-07-29 13:58:35.992,9176665,TRX,USD,61.5,0.07,23917.2,0.0701,16854.9
USDC/USD,"[[1.0, 443057.08]]","[[1.0001, 739846.09]]",2022-07-29 13:58:36.061,23277995,USDC,USD,68.7,1.0,443057.08,1.0001,739846.09
USDT/USD,"[[1.0002, 440042.83]]","[[1.0003, 1052250.19]]",2022-07-29 13:58:36.123,66912496,USDT,USD,61.9,1.0002,440042.83,1.0003,1052250.19
UST/USD,[],[],2022-07-29 13:58:36.183,3225972,UST,USD,59.9,,,,
XRP/USD,[],[],2022-07-29 13:58:36.245,119696569,XRP,USD,61.8,,,,
ADA/USDT,"[[0.52412, 2043.7]]","[[0.52451, 550.0]]",2022-07-29 13:58:36.318,632472940,ADA,USDT,73.0,0.52412,2043.7,0.52451,550.0
BNB/USDT,"[[287.0185, 1.0]]","[[287.3084, 0.2]]",2022-07-29 13:58:36.382,783831142,BNB,USDT,64.6,287.0185,1.0,287.3084,0.2
BTC/USDT,"[[23680.91, 0.021099]]","[[23691.35, 0.115]]",2022-07-29 13:58:36.445,1247008252,BTC,USDT,63.1,23680.91,0.021099,23691.35,0.115
BUSD/USDT,"[[0.9997, 244626.78]]","[[0.9998, 261524.09]]",2022-07-29 13:58:36.507,3753955,BUSD,USDT,62.0,0.9997,244626.78,0.9998,261524.09
ETH/USDT,"[[1697.53, 0.9]]","[[1698.54, 0.5564]]",2022-07-29 13:58:36.571,1167543113,ETH,USDT,64.0,1697.53,0.9,1698.54,0.5564
MANA/USDT,"[[0.9745, 296.0]]","[[0.9766, 214.0]]",2022-07-29 13:58:36.636,51064862,MANA,USDT,64.7,0.9745,296.0,0.9766,214.0
MATIC/USDT,"[[0.935, 695.1]]","[[0.937, 6051.3]]",2022-07-29 13:58:36.698,47531638,MATIC,USDT,61.8,0.935,695.1,0.937,6051.3
POLY/USDT,"[[0.2109, 1023.0]]","[[0.212, 837.2]]",2022-07-29 13:58:36.759,4210514,POLY,USDT,60.7,0.2109,1023.0,0.212,837.2
SOL/USDT,"[[42.2186, 12.5]]","[[42.2378, 12.5]]",2022-07-29 13:58:36.823,542955602,SOL,USDT,64.5,42.2186,12.5,42.2378,12.5
TRX/USDT,"[[0.06998, 4281.8]]","[[0.07015, 8199.9]]",2022-07-29 13:58:36.888,16633856,TRX,USDT,64.3,0.06998,4281.8,0.07015,8199.9
USDC/USDT,"[[0.9997, 173666.0]]","[[0.9998, 264130.0]]",2022-07-29 13:58:36.947,1300963,USDC,USDT,59.5,0.9997,173666.0,0.9998,264130.0
UST/USDT,[],[],2022-07-29 13:58:37.011,1960270,UST,USDT,63.8,,,,
XRP/USDT,[],[],2022-07-29 13:58:37.073,100846158,XRP,USDT,62.3,,,,
ADA/BTC,"[[2.211e-05, 95.0]]","[[2.215e-05, 2937.0]]",2022-07-29 13:58:37.136,123839527,ADA,BTC,62.7,2.211e-05,95.0,2.215e-05,2937.0
BNB/BTC,"[[0.0121155, 0.11]]","[[0.0121305, 0.11]]",2022-07-29 13:58:37.200,247038534,BNB,BTC,63.9,0.0121155,0.11,0.0121305,0.11
ETH/BTC,"[[0.071669, 0.25]]","[[0.071708, 0.25]]",2022-07-29 13:58:37.262,397566381,ETH,BTC,62.0,0.071669,0.25,0.071708,0.25
