,symbol,timestamp,base,quote,bid_price,bid_volume,ask_price,ask_volume
0,ETH/BTC,2023-04-16 21:47:23.270,ETH,BTC,0.069951,1.4997,0.069983,1.0
1,BNB/BTC,2023-04-16 21:47:23.381,BNB,BTC,0.011503,18.0,0.011508,3.0
2,LTC/BTC,2023-04-16 21:47:23.436,LTC,BTC,0.00334,15.0,0.003351,3.984
3,BCH/BTC,2023-04-16 21:47:23.493,BCH,BTC,0.00444,3.991,0.00447,3.566
4,XTZ/BTC,2023-04-16 21:47:23.547,XTZ,BTC,3.878e-05,317.3,3.881e-05,398.1
5,ADA/BTC,2023-04-16 21:47:23.610,ADA,BTC,1.491e-05,44.1,1.494e-05,288.9
6,LINK/BTC,2023-04-16 21:47:23.667,LINK,BTC,0.0002674,58.78,0.0002681,5.86
7,VET/BTC,2023-04-16 21:47:23.724,VET,BTC,8.6e-07,15086.0,8.7e-07,46264.0
8,UNI/BTC,2023-04-16 21:47:23.783,UNI,BTC,0.0002086,69.83,0.0002091,62.99
9,SOL/BTC,2023-04-16 21:47:23.836,SOL,BTC,0.0008321,27.13,0.0008341,15.09
10,LRC/BTC,2023-04-16 21:47:23.890,LRC,BTC,1.287e-05,637.0,1.293e-05,1611.0
11,MATIC/BTC,2023-04-16 21:47:23.996,MATIC,BTC,3.892e-05,25.7,3.894e-05,28.5
12,DOT/BTC,2023-04-16 21:47:24.048,DOT,BTC,0.0002252,108.11,0.0002258,0.36
13,MANA/BTC,2023-04-16 21:47:24.101,MANA,BTC,2.124e-05,80.0,2.126e-05,2.0
14,ATOM/BTC,2023-04-16 21:47:24.152,ATOM,BTC,0.0004217,91.65,0.0004228,60.79
15,AVAX/BTC,2023-04-16 21:47:24.208,AVAX,BTC,0.0006708,1.5,0.000671,26.98
16,WBTC/BTC,2023-04-16 21:47:24.260,WBTC,BTC,1.0006,0.26627,1.0023,0.19859
17,TRX/BTC,2023-04-16 21:47:24.310,TRX,BTC,2.18e-06,5463.0,2.19e-06,434.0
18,DOGE/BTC,2023-04-16 21:47:24.362,DOGE,BTC,3e-06,4.0,3.01e-06,13574.0
19,ADA/ETH,2023-04-16 21:47:24.413,ADA,ETH,0.0002124,500.0,0.0002126,0.2
20,BTC/USDT,2023-04-16 21:47:24.466,BTC,USDT,30365.95,0.0329,30369.98,5e-05
21,ETH/USDT,2023-04-16 21:47:24.520,ETH,USDT,2124.33,1.463,2124.84,0.4702
22,BCH/USDT,2023-04-16 21:47:24.626,BCH,USDT,135.1,0.524,135.3,0.578
23,LTC/USDT,2023-04-16 21:47:24.678,LTC,USDT,101.57,0.196,101.65,2.442
24,BNB/USDT,2023-04-16 21:47:24.733,BNB,USDT,349.3,0.1,349.4,9.314
25,ADA/USDT,2023-04-16 21:47:24.796,ADA,USDT,0.4532,1442.4,0.4535,1101.8
26,BAT/USDT,2023-04-16 21:47:24.847,BAT,USDT,0.2911,1822.0,0.2927,1826.0
27,ETC/USDT,2023-04-16 21:47:24.899,ETC,USDT,22.34,5.95,22.37,12.77
28,XLM/USDT,2023-04-16 21:47:24.961,XLM,USDT,0.1075,11853.0,0.1079,5710.0
29,ZRX/USDT,2023-04-16 21:47:25.011,ZRX,USDT,0.3075,3441.0,0.3092,1909.0
30,DOGE/USDT,2023-04-16 21:47:25.064,DOGE,USDT,0.09096,16479.0,0.09101,16471.0
31,ATOM/USDT,2023-04-16 21:47:25.114,ATOM,USDT,12.832,46.43,12.845,46.4
32,NEO/USDT,2023-04-16 21:47:25.170,NEO,USDT,13.68,230.36,13.72,39.64
33,VET/USDT,2023-04-16 21:47:25.222,VET,USDT,0.02628,8090.92,0.02632,2300.0
34,QTUM/USDT,2023-04-16 21:47:25.271,QTUM,USDT,3.436,146.2,3.452,357.7
35,ONT/USDT,2023-04-16 21:47:25.325,ONT,USDT,0.3088,215.0,0.3095,1990.0
36,KNC/USDT,2023-04-16 21:47:25.378,KNC,USDT,0.795,1184.8,0.799,602.2
37,VTHO/USDT,2023-04-16 21:47:25.429,VTHO,USDT,0.001468,46041.0,0.001471,14782.0
38,COMP/USDT,2023-04-16 21:47:25.480,COMP,USDT,46.3,5.281,46.5,9.9
39,MKR/USDT,2023-04-16 21:47:25.592,MKR,USDT,792.0,0.0128,795.0,0.0161
40,ONE/USDT,2023-04-16 21:47:25.646,ONE,USDT,0.02456,62107.8,0.02461,3000.0
41,BAND/USDT,2023-04-16 21:47:25.699,BAND,USDT,2.069,130.5,2.074,130.5
42,STORJ/USDT,2023-04-16 21:47:25.756,STORJ,USDT,0.4118,423.0,0.4125,1906.0
43,UNI/USDT,2023-04-16 21:47:25.864,UNI,USDT,6.331,12.02,6.346,12.02
44,SOL/USDT,2023-04-16 21:47:25.916,SOL,USDT,25.25,173.47,25.29,59.26
45,EGLD/USDT,2023-04-16 21:47:25.969,EGLD,USDT,43.46,5.68,43.54,1.77
46,PAXG/USDT,2023-04-16 21:47:26.029,PAXG,USDT,2016.0,0.3011,2023.0,0.2984
47,OXT/USDT,2023-04-16 21:47:26.080,OXT,USDT,0.0909,3731.0,0.0913,887.0
48,ZEN/USDT,2023-04-16 21:47:26.132,ZEN,USDT,11.55,0.88,11.61,9.61
49,FIL/USDT,2023-04-16 21:47:26.184,FIL,USDT,6.365,47.89,6.384,127.22
50,AAVE/USDT,2023-04-16 21:47:26.245,AAVE,USDT,83.3,8.264,83.4,5.92
51,GRT/USDT,2023-04-16 21:47:26.301,GRT,USDT,0.1674,1277.0,0.168,3024.0
52,SHIB/USDT,2023-04-16 21:47:26.358,SHIB,USDT,1.161e-05,154895716.0,1.164e-05,178351427.0
53,CRV/USDT,2023-04-16 21:47:26.410,CRV,USDT,1.102,876.0,1.104,468.7
54,AXS/USDT,2023-04-16 21:47:26.474,AXS,USDT,9.27,39.8,9.32,133.87
55,AVAX/USDT,2023-04-16 21:47:26.531,AVAX,USDT,20.36,27.98,20.38,108.87
56,CTSI/USDT,2023-04-16 21:47:26.582,CTSI,USDT,0.2554,9891.0,0.256,9111.0
57,DOT/USDT,2023-04-16 21:47:26.634,DOT,USDT,6.849,97.7,6.857,53.27
58,YFI/USDT,2023-04-16 21:47:26.684,YFI,USDT,9203.0,0.01075,9225.0,0.01075
59,1INCH/USDT,2023-04-16 21:47:26.738,1INCH,USDT,0.576,884.2,0.577,0.3
60,FTM/USDT,2023-04-16 21:47:26.789,FTM,USDT,0.5266,190.0,0.5269,297.0
61,USDC/USDT,2023-04-16 21:47:26.841,USDC,USDT,0.9993,295455.0,0.9994,51328.0
62,MATIC/USDT,2023-04-16 21:47:26.898,MATIC,USDT,1.1812,224.7,1.1818,634.2
63,MANA/USDT,2023-04-16 21:47:26.950,MANA,USDT,0.648,237.0,0.6488,713.0
64,ALGO/USDT,2023-04-16 21:47:27.003,ALGO,USDT,0.2322,2352.0,0.2326,1150.0
65,LINK/USDT,2023-04-16 21:47:27.054,LINK,USDT,8.128,43.62,8.139,31.51
66,EOS/USDT,2023-04-16 21:47:27.106,EOS,USDT,1.24,447.9,1.245,796.8
67,ZEC/USDT,2023-04-16 21:47:27.158,ZEC,USDT,42.8,8.687,43.0,6.521
68,ENJ/USDT,2023-04-16 21:47:27.212,ENJ,USDT,0.4532,896.4,0.4547,170.0
69,NEAR/USDT,2023-04-16 21:47:27.266,NEAR,USDT,2.348,77.1,2.352,1204.8
70,OMG/USDT,2023-04-16 21:47:27.343,OMG,USDT,1.465,523.5,1.467,13.5
71,SUSHI/USDT,2023-04-16 21:47:27.395,SUSHI,USDT,1.204,252.1,1.211,1261.7
72,LRC/USDT,2023-04-16 21:47:27.462,LRC,USDT,0.3915,166.0,0.3925,166.0
73,LPT/USDT,2023-04-16 21:47:27.532,LPT,USDT,6.71,161.21,6.73,162.12
74,NMR/USDT,2023-04-16 21:47:27.643,NMR,USDT,19.46,23.82,19.56,0.02
75,SLP/USDT,2023-04-16 21:47:27.695,SLP,USDT,0.00298,320564.0,0.002991,144485.0
76,ANT/USDT,2023-04-16 21:47:27.753,ANT,USDT,3.55,581.1,3.557,400.0
77,CHZ/USDT,2023-04-16 21:47:27.808,CHZ,USDT,0.1363,9051.0,0.1364,7.0
78,OGN/USDT,2023-04-16 21:47:27.871,OGN,USDT,0.1363,3137.0,0.1368,3485.0
79,GALA/USDT,2023-04-16 21:47:27.931,GALA,USDT,0.04397,71010.0,0.04399,155.0
80,TLM/USDT,2023-04-16 21:47:27.985,TLM,USDT,0.02339,16040.0,0.02348,19967.0
81,SNX/USDT,2023-04-16 21:47:28.036,SNX,USDT,2.855,992.1,2.86,986.4
82,AUDIO/USDT,2023-04-16 21:47:28.090,AUDIO,USDT,0.3371,2561.9,0.3373,10.0
83,ENS/USDT,2023-04-16 21:47:28.143,ENS,USDT,14.7,72.43,14.71,5.31
84,REQ/USDT,2023-04-16 21:47:28.195,REQ,USDT,0.1043,4033.0,0.1049,3991.0
85,APE/USDT,2023-04-16 21:47:28.247,APE,USDT,4.544,70.97,4.548,54.93
86,FLUX/USDT,2023-04-16 21:47:28.298,FLUX,USDT,0.724,997.22,0.725,3.96
87,TRX/USDT,2023-04-16 21:47:28.352,TRX,USDT,0.06649,4177.4,0.0665,8622.8
88,COTI/USDT,2023-04-16 21:47:28.405,COTI,USDT,0.0941,20226.0,0.0946,4525.0
89,VOXEL/USDT,2023-04-16 21:47:28.461,VOXEL,USDT,0.284,2312.9,0.2854,763.4
90,RLC/USDT,2023-04-16 21:47:28.521,RLC,USDT,1.846,299.6,1.855,242.2
91,BICO/USDT,2023-04-16 21:47:28.632,BICO,USDT,0.438,1095.03,0.441,881.7
92,API3/USDT,2023-04-16 21:47:28.690,API3,USDT,1.726,219.84,1.731,197.24
93,BNT/USDT,2023-04-16 21:47:28.742,BNT,USDT,0.545,797.0,0.547,1.0
94,IMX/USDT,2023-04-16 21:47:28.796,IMX,USDT,1.212,2067.3,1.218,12.81
95,SPELL/USDT,2023-04-16 21:47:28.849,SPELL,USDT,0.0007924,373559.0,0.0008009,645264.0
96,FLOW/USDT,2023-04-16 21:47:28.954,FLOW,USDT,1.068,897.46,1.071,893.27
97,GTC/USDT,2023-04-16 21:47:29.008,GTC,USDT,1.933,228.5,1.94,208.7
98,THETA/USDT,2023-04-16 21:47:29.061,THETA,USDT,1.14,250.4,1.144,346.8
99,TFUEL/USDT,2023-04-16 21:47:29.116,TFUEL,USDT,0.0561,6339.0,0.0563,917.0
100,OCEAN/USDT,2023-04-16 21:47:29.167,OCEAN,USDT,0.4267,997.0,0.4273,39.0
