,bids,asks,timestamp,nonce,base,quote,run_time (ms),bid_price,bid_volume,ask_price,ask_volume
ADA/USD,"[[0.4465, 33.9]]","[[0.4468, 1229.0]]",2022-07-05 15:06:16.129,1021513889,ADA,USD,61.0,0.4465,33.9,0.4468,1229.0
BNB/USD,"[[223.8839, 0.178]]","[[224.0067, 0.177]]",2022-07-05 15:06:16.189,1337466317,BNB,USD,59.8,223.8839,0.178,224.0067,0.177
BTC/USD,"[[19414.68, 0.001835]]","[[19418.88, 0.031884]]",2022-07-05 15:06:16.249,2157395975,BTC,USD,60.0,19414.68,0.001835,19418.88,0.031884
BUSD/USD,"[[0.9999, 21683.55]]","[[1.0001, 41127.35]]",2022-07-05 15:06:16.308,10406009,BUSD,USD,59.0,0.9999,21683.55,1.0001,41127.35
ETH/USD,"[[1089.03, 0.58708]]","[[1089.69, 0.58708]]",2022-07-05 15:06:16.369,1876456227,ETH,USD,60.8,1089.03,0.58708,1089.69,0.58708
MANA/USD,"[[0.8435, 41.48]]","[[0.8443, 300.0]]",2022-07-05 15:06:16.428,706532430,MANA,USD,59.0,0.8435,41.48,0.8443,300.0
MATIC/USD,"[[0.4962, 1731.7]]","[[0.4966, 900.0]]",2022-07-05 15:06:16.490,1034178458,MATIC,USD,62.2,0.4962,1731.7,0.4966,900.0
POLY/USD,"[[0.1878, 1464.5]]","[[0.1887, 2293.4]]",2022-07-05 15:06:16.561,5328138,POLY,USD,70.7,0.1878,1464.5,0.1887,2293.4
SOL/USD,"[[33.4278, 1.0]]","[[33.4464, 25.0]]",2022-07-05 15:06:16.620,1207471801,SOL,USD,59.0,33.4278,1.0,33.4464,25.0
TRX/USD,"[[0.0666, 265085.2]]","[[0.0668, 33416.2]]",2022-07-05 15:06:16.682,8023400,TRX,USD,62.5,0.0666,265085.2,0.0668,33416.2
USDC/USD,"[[0.9999, 62820.3]]","[[1.0, 376333.65]]",2022-07-05 15:06:16.747,22986330,USDC,USD,64.2,0.9999,62820.3,1.0,376333.65
USDT/USD,"[[0.9987, 69541.29]]","[[0.9989, 41710.31]]",2022-07-05 15:06:16.806,60358140,USDT,USD,59.6,0.9987,69541.29,0.9989,41710.31
UST/USD,[],[],2022-07-05 15:06:16.868,3225972,UST,USD,62.0,,,,
XRP/USD,[],[],2022-07-05 15:06:16.931,119696569,XRP,USD,63.2,,,,
ADA/USDT,"[[0.44706, 267.5]]","[[0.44766, 550.0]]",2022-07-05 15:06:16.994,605976776,ADA,USDT,62.8,0.44706,267.5,0.44766,550.0
BNB/USDT,"[[224.1009, 1.0]]","[[224.2865, 1.4]]",2022-07-05 15:06:17.056,764010165,BNB,USDT,61.7,224.1009,1.0,224.2865,1.4
BTC/USDT,"[[19434.18, 0.085]]","[[19443.62, 0.085]]",2022-07-05 15:06:17.118,1165086641,BTC,USDT,62.1,19434.18,0.085,19443.62,0.085
BUSD/USDT,"[[1.001, 132139.31]]","[[1.0015, 264276.11]]",2022-07-05 15:06:17.184,3608452,BUSD,USDT,66.3,1.001,132139.31,1.0015,264276.11
ETH/USDT,"[[1090.0, 0.9]]","[[1091.05, 0.9]]",2022-07-05 15:06:17.246,1075415998,ETH,USDT,61.9,1090.0,0.9,1091.05,0.9
MANA/USDT,"[[0.8438, 37.0]]","[[0.8458, 255.0]]",2022-07-05 15:06:17.310,47050217,MANA,USDT,63.8,0.8438,37.0,0.8458,255.0
MATIC/USDT,"[[0.496, 2456.9]]","[[0.498, 1248.6]]",2022-07-05 15:06:17.370,41491758,MATIC,USDT,59.9,0.496,2456.9,0.498,1248.6
POLY/USDT,"[[0.188, 1080.7]]","[[0.1889, 2293.4]]",2022-07-05 15:06:17.430,3642909,POLY,USDT,60.1,0.188,1080.7,0.1889,2293.4
SOL/USDT,"[[33.4576, 12.0]]","[[33.4872, 12.0]]",2022-07-05 15:06:17.492,501533941,SOL,USDT,61.5,33.4576,12.0,33.4872,12.0
TRX/USDT,"[[0.06672, 4496.5]]","[[0.06686, 8103.7]]",2022-07-05 15:06:17.556,14721781,TRX,USDT,64.0,0.06672,4496.5,0.06686,8103.7
USDC/USDT,"[[1.001, 205197.0]]","[[1.0016, 376353.0]]",2022-07-05 15:06:17.620,1226123,USDC,USDT,64.0,1.001,205197.0,1.0016,376353.0
UST/USDT,[],[],2022-07-05 15:06:17.682,1960270,UST,USDT,62.5,,,,
XRP/USDT,[],[],2022-07-05 15:06:17.744,100846158,XRP,USDT,61.5,,,,
ADA/BTC,"[[2.3e-05, 10.0]]","[[2.302e-05, 20.0]]",2022-07-05 15:06:17.808,122120552,ADA,BTC,64.1,2.3e-05,10.0,2.302e-05,20.0
BNB/BTC,"[[0.0115225, 0.05]]","[[0.0115427, 0.06]]",2022-07-05 15:06:17.870,243622899,BNB,BTC,61.6,0.0115225,0.05,0.0115427,0.06
ETH/BTC,"[[0.0561, 0.32]]","[[0.056135, 0.32]]",2022-07-05 15:06:17.932,377732430,ETH,BTC,62.2,0.0561,0.32,0.056135,0.32
MANA/BTC,"[[4.341e-05, 261.0]]","[[4.352e-05, 323.0]]",2022-07-05 15:06:17.996,13381507,MANA,BTC,64.3,4.341e-05,261.0,4.352e-05,323.0
MATIC/BTC,"[[2.553e-05, 1288.8]]","[[2.559e-05, 472.5]]",2022-07-05 15:06:18.058,13642231,MATIC,BTC,61.8,2.553e-05,1288.8,2.559e-05,472.5
POLY/BTC,"[[9.67e-06, 1040.0]]","[[9.72e-06, 1399.0]]",2022-07-05 15:06:18.126,2420583,POLY,BTC,68.0,9.67e-06,1040.0,9.72e-06,1399.0
SOL/BTC,"[[0.0017229, 0.09]]","[[0.0017234, 8.45]]",2022-07-05 15:06:18.187,49633586,SOL,BTC,61.2,0.0017229,0.09,0.0017234,8.45
TRX/BTC,"[[3.43e-06, 4494.0]]","[[3.45e-06, 56995.0]]",2022-07-05 15:06:18.250,1579931,TRX,BTC,62.4,3.43e-06,4494.0,3.45e-06,56995.0
XRP/BTC,[],[],2022-07-05 15:06:18.314,48000651,XRP,BTC,64.4,,,,
ADA/BUSD,"[[0.446, 1113.2]]","[[0.448, 12625.8]]",2022-07-05 15:06:18.376,8925167,ADA,BUSD,61.8,0.446,1113.2,0.448,12625.8
BNB/BUSD,"[[223.7122, 1.82]]","[[224.2718, 0.18]]",2022-07-05 15:06:18.438,207235938,BNB,BUSD,62.1,223.7122,1.82,224.2718,0.18
BTC/BUSD,"[[19403.16, 0.033279]]","[[19420.31, 0.002059]]",2022-07-05 15:06:18.500,526433044,BTC,BUSD,61.7,19403.16,0.033279,19420.31,0.002059
ETH/BUSD,"[[1088.2, 0.42]]","[[1089.52, 0.42]]",2022-07-05 15:06:18.564,394917658,ETH,BUSD,63.9,1088.2,0.42,1089.52,0.42
MANA/BUSD,"[[0.8425, 29.0]]","[[0.845, 467.0]]",2022-07-05 15:06:18.628,24548124,MANA,BUSD,64.0,0.8425,29.0,0.845,467.0
MATIC/BUSD,"[[0.49583, 350.0]]","[[0.49625, 3778.3]]",2022-07-05 15:06:18.690,331849834,MATIC,BUSD,61.8,0.49583,350.0,0.49625,3778.3
POLY/BUSD,"[[0.1876, 1466.2]]","[[0.1887, 2293.4]]",2022-07-05 15:06:18.752,3422884,POLY,BUSD,62.3,0.1876,1466.2,0.1887,2293.4
SOL/BUSD,"[[33.41, 0.9]]","[[33.43, 8.29]]",2022-07-05 15:06:18.814,36824924,SOL,BUSD,62.0,33.41,0.9,33.43,8.29
TRX/BUSD,"[[0.06665, 10582.5]]","[[0.06678, 11612.1]]",2022-07-05 15:06:18.877,9527852,TRX,BUSD,63.4,0.06665,10582.5,0.06678,11612.1
USDC/BUSD,"[[0.9998, 63851.52]]","[[1.0, 178692.97]]",2022-07-05 15:06:18.937,637687,USDC,BUSD,60.0,0.9998,63851.52,1.0,178692.97
XRP/BUSD,[],[],2022-07-05 15:06:18.999,28045681,XRP,BUSD,62.0,,,,
BTC/USDC,"[[19401.3, 0.035]]","[[19419.35, 0.035]]",2022-07-05 15:06:19.063,232586735,BTC,USDC,63.2,19401.3,0.035,19419.35,0.035
ETH/USDC,"[[1087.94, 0.415]]","[[1089.41, 0.415]]",2022-07-05 15:06:19.123,68058482,ETH,USDC,60.0,1087.94,0.415,1089.41,0.415
BTC/UST,[],[],2022-07-05 15:06:19.186,2296799,BTC,UST,63.7,,,,
