,bids,asks,timestamp,nonce,base,quote,run_time (ms),bid_price,bid_volume,ask_price,ask_volume
ADA/USD,"[[0.5239, 95.7]]","[[0.5241, 4082.5]]",2022-07-29 11:41:45.073,1055808852,ADA,USD,61.2,0.5239,95.7,0.5241,4082.5
BNB/USD,"[[283.5069, 2.0]]","[[283.8244, 2.05]]",2022-07-29 11:41:45.134,1410587742,BNB,USD,61.5,283.5069,2.0,283.8244,2.05
BTC/USD,"[[23630.74, 1.050737]]","[[23642.11, 0.287]]",2022-07-29 11:41:45.197,2306978447,BTC,USD,62.5,23630.74,1.050737,23642.11,0.287
BUSD/USD,"[[0.9999, 852170.98]]","[[1.0, 357768.86]]",2022-07-29 11:41:45.260,10664807,BUSD,USD,63.3,0.9999,852170.98,1.0,357768.86
ETH/USD,"[[1676.5, 0.73548]]","[[1677.39, 0.6852]]",2022-07-29 11:41:45.322,1977499334,ETH,USD,62.5,1676.5,0.73548,1677.39,0.6852
MANA/USD,"[[0.9573, 120.1]]","[[0.9579, 270.0]]",2022-07-29 11:41:45.387,735566679,MANA,USD,64.1,0.9573,120.1,0.9579,270.0
MATIC/USD,"[[0.9243, 2280.5]]","[[0.9251, 5331.6]]",2022-07-29 11:41:45.446,1096917235,MATIC,USD,59.0,0.9243,2280.5,0.9251,5331.6
POLY/USD,"[[0.2112, 0.7]]","[[0.2114, 1404.9]]",2022-07-29 11:41:45.508,6258791,POLY,USD,62.4,0.2112,0.7,0.2114,1404.9
SOL/USD,"[[41.6045, 0.72]]","[[41.6121, 29.4]]",2022-07-29 11:41:45.570,1300356255,SOL,USD,61.9,41.6045,0.72,41.6121,29.4
TRX/USD,"[[0.0706, 495.5]]","[[0.0707, 21008.6]]",2022-07-29 11:41:45.632,9167806,TRX,USD,62.2,0.0706,495.5,0.0707,21008.6
USDC/USD,"[[1.0, 139887.65]]","[[1.0001, 759476.92]]",2022-07-29 11:41:45.693,23276721,USDC,USD,61.3,1.0,139887.65,1.0001,759476.92
USDT/USD,"[[1.0002, 810568.3]]","[[1.0003, 624757.89]]",2022-07-29 11:41:45.757,66894949,USDT,USD,63.6,1.0002,810568.3,1.0003,624757.89
UST/USD,[],[],2022-07-29 11:41:45.820,3225972,UST,USD,62.4,,,,
XRP/USD,[],[],2022-07-29 11:41:45.879,119696569,XRP,USD,60.0,,,,
ADA/USDT,"[[0.52346, 57.6]]","[[0.5238, 550.0]]",2022-07-29 11:41:45.946,632310066,ADA,USDT,66.1,0.52346,57.6,0.5238,550.0
BNB/USDT,"[[283.4844, 0.2]]","[[283.7468, 0.2]]",2022-07-29 11:41:46.007,783737908,BNB,USDT,61.6,283.4844,0.2,283.7468,0.2
BTC/USDT,"[[23626.25, 0.115]]","[[23647.38, 0.115]]",2022-07-29 11:41:46.070,1246831426,BTC,USDT,62.5,23626.25,0.115,23647.38,0.115
BUSD/USDT,"[[0.9997, 254512.02]]","[[0.9998, 280067.27]]",2022-07-29 11:41:46.132,3753499,BUSD,USDT,62.0,0.9997,254512.02,0.9998,280067.27
ETH/USDT,"[[1675.77, 0.02865]]","[[1676.65, 0.11329]]",2022-07-29 11:41:46.195,1167296409,ETH,USDT,63.3,1675.77,0.02865,1676.65,0.11329
MANA/USDT,"[[0.957, 21.0]]","[[0.9578, 285.0]]",2022-07-29 11:41:46.258,51040201,MANA,USDT,62.8,0.957,21.0,0.9578,285.0
MATIC/USDT,"[[0.923, 1791.6]]","[[0.925, 467.1]]",2022-07-29 11:41:46.322,47499278,MATIC,USDT,64.2,0.923,1791.6,0.925,467.1
POLY/USDT,"[[0.2104, 99.6]]","[[0.2113, 1714.4]]",2022-07-29 11:41:46.384,4207982,POLY,USDT,62.0,0.2104,99.6,0.2113,1714.4
SOL/USDT,"[[41.5598, 12.5]]","[[41.5875, 12.5]]",2022-07-29 11:41:46.447,542576278,SOL,USDT,62.9,41.5598,12.5,41.5875,12.5
TRX/USDT,"[[0.07054, 340.3]]","[[0.07071, 4251.9]]",2022-07-29 11:41:46.507,16626278,TRX,USDT,60.3,0.07054,340.3,0.07071,4251.9
USDC/USDT,"[[0.9997, 185303.0]]","[[0.9998, 266211.0]]",2022-07-29 11:41:46.567,1300638,USDC,USDT,59.5,0.9997,185303.0,0.9998,266211.0
UST/USDT,[],[],2022-07-29 11:41:46.628,1960270,UST,USDT,61.5,,,,
XRP/USDT,[],[],2022-07-29 11:41:46.691,100846158,XRP,USDT,62.4,,,,
ADA/BTC,"[[2.216e-05, 269.0]]","[[2.218e-05, 1543.0]]",2022-07-29 11:41:46.753,123826150,ADA,BTC,62.6,2.216e-05,269.0,2.218e-05,1543.0
BNB/BTC,"[[0.0119943, 0.95]]","[[0.012012, 0.95]]",2022-07-29 11:41:46.815,247021121,BNB,BTC,61.3,0.0119943,0.95,0.012012,0.95
ETH/BTC,"[[0.070873, 0.038]]","[[0.070956, 0.038]]",2022-07-29 11:41:46.877,397438399,ETH,BTC,62.0,0.070873,0.038,0.070956,0.038
MANA/BTC,"[[4.049e-05, 6.0]]","[[4.052e-05, 278.0]]",2022-07-29 11:41:46.939,14429191,MANA,BTC,61.9,4.049e-05,6.0,4.052e-05,278.0
MATIC/BTC,"[[3.91e-05, 83.7]]","[[3.917e-05, 1309.9]]",2022-07-29 11:41:46.998,16303787,MATIC,BTC,59.3,3.91e-05,83.7,3.917e-05,1309.9
POLY/BTC,"[[8.9e-06, 70.0]]","[[8.93e-06, 1179.0]]",2022-07-29 11:41:47.060,2824954,POLY,BTC,62.1,8.9e-06,70.0,8.93e-06,1179.0
SOL/BTC,"[[0.0017567, 0.3]]","[[0.0017625, 47.43]]",2022-07-29 11:41:47.120,56191472,SOL,BTC,59.8,0.0017567,0.3,0.0017625,47.43
TRX/BTC,"[[2.97e-06, 535856.0]]","[[2.99e-06, 30.0]]",2022-07-29 11:41:47.185,1857480,TRX,BTC,64.9,2.97e-06,535856.0,2.99e-06,30.0
XRP/BTC,[],[],2022-07-29 11:41:47.245,48000651,XRP,BTC,60.6,,,,
ADA/BUSD,"[[0.524, 311.8]]","[[0.525, 748.5]]",2022-07-29 11:41:47.307,9485499,ADA,BUSD,61.5,0.524,311.8,0.525,748.5
BNB/BUSD,"[[283.3919, 27.15]]","[[283.9555, 2.64]]",2022-07-29 11:41:47.372,212281124,BNB,BUSD,65.5,283.3919,27.15,283.9555,2.64
BTC/BUSD,"[[23626.42, 0.042]]","[[23658.44, 0.042]]",2022-07-29 11:41:47.437,572678099,BTC,BUSD,64.5,23626.42,0.042,23658.44,0.042
ETH/BUSD,"[[1675.3, 0.28]]","[[1677.42, 0.28]]",2022-07-29 11:41:47.498,427745867,ETH,BUSD,60.8,1675.3,0.28,1677.42,0.28
MANA/BUSD,"[[0.9574, 70.0]]","[[0.9582, 236.0]]",2022-07-29 11:41:47.558,26526984,MANA,BUSD,59.9,0.9574,70.0,0.9582,236.0
MATIC/BUSD,"[[0.92494, 4345.5]]","[[0.92643, 1574.5]]",2022-07-29 11:41:47.622,346835442,MATIC,BUSD,64.8,0.92494,4345.5,0.92643,1574.5
POLY/BUSD,"[[0.2101, 1005.4]]","[[0.2114, 1171.1]]",2022-07-29 11:41:47.684,3913371,POLY,BUSD,61.1,0.2101,1005.4,0.2114,1171.1
SOL/BUSD,"[[41.59, 0.5]]","[[41.7, 1.21]]",2022-07-29 11:41:47.746,40514587,SOL,BUSD,62.3,41.59,0.5,41.7,1.21
TRX/BUSD,"[[0.07042, 910.4]]","[[0.07075, 4251.0]]",2022-07-29 11:41:47.808,10814002,TRX,BUSD,62.4,0.07042,910.4,0.07075,4251.0
USDC/BUSD,"[[0.9999, 339973.88]]","[[1.0001, 313770.41]]",2022-07-29 11:41:47.868,644605,USDC,BUSD,60.0,0.9999,339973.88,1.0001,313770.41
XRP/BUSD,[],[],2022-07-29 11:41:47.929,28045681,XRP,BUSD,60.6,,,,
BTC/USDC,"[[23613.47, 0.05]]","[[23658.43, 0.05]]",2022-07-29 11:41:47.991,269382289,BTC,USDC,62.7,23613.47,0.05,23658.43,0.05
ETH/USDC,"[[1675.83, 0.2929]]","[[1677.45, 0.275]]",2022-07-29 11:41:48.054,95208490,ETH,USDC,62.3,1675.83,0.2929,1677.45,0.275
BTC/UST,[],[],2022-07-29 11:41:48.118,2296799,BTC,UST,64.1,,,,
