,bids,asks,timestamp,nonce,base,quote,run_time (ms),bid_price,bid_volume,ask_price,ask_volume
BTC/USD,"[[23005.12, 0.012194]]","[[23009.85, 0.03]]",2022-07-21 22:46:10.200,2266345180,BTC,USD,60.3,23005.12,0.012194,23009.85,0.03
BUSD/USD,"[[0.9999, 402234.36]]","[[1.0, 402730.05]]",2022-07-21 22:46:10.262,10595748,BUSD,USD,62.0,0.9999,402234.36,1.0,402730.05
ETH/USD,"[[1572.03, 1.15]]","[[1572.17, 0.06925]]",2022-07-21 22:46:10.326,1942194988,ETH,USD,64.8,1572.03,1.15,1572.17,0.06925
USDC/USD,"[[0.9999, 290247.14]]","[[1.0, 241368.99]]",2022-07-21 22:46:10.385,23202691,USDC,USD,58.8,0.9999,290247.14,1.0,241368.99
USDT/USD,"[[1.0, 71306.46]]","[[1.0002, 29066.62]]",2022-07-21 22:46:10.456,65710300,USDT,USD,70.3,1.0,71306.46,1.0002,29066.62
UST/USD,[],[],2022-07-21 22:46:10.514,3225972,UST,USD,58.0,,,,
BTC/USDT,"[[23002.44, 0.097716]]","[[23010.93, 0.098304]]",2022-07-21 22:46:10.578,1232249572,BTC,USDT,64.1,23002.44,0.097716,23010.93,0.098304
BUSD/USDT,"[[0.9999, 68656.73]]","[[1.0, 222021.99]]",2022-07-21 22:46:10.638,3684983,BUSD,USDT,60.0,0.9999,68656.73,1.0,222021.99
ETH/USDT,"[[1571.6, 0.75]]","[[1572.33, 0.75]]",2022-07-21 22:46:10.700,1146735062,ETH,USDT,62.0,1571.6,0.75,1572.33,0.75
USDC/USDT,"[[0.9999, 278009.0]]","[[1.0, 281164.0]]",2022-07-21 22:46:10.756,1270297,USDC,USDT,56.7,0.9999,278009.0,1.0,281164.0
UST/USDT,[],[],2022-07-21 22:46:10.817,1960270,UST,USDT,60.3,,,,
ETH/BTC,"[[0.068308, 0.23]]","[[0.068363, 0.23]]",2022-07-21 22:46:10.881,390874948,ETH,BTC,64.3,0.068308,0.23,0.068363,0.23
BTC/BUSD,"[[22999.08, 0.0365]]","[[23000.91, 1e-06]]",2022-07-21 22:46:10.943,567208065,BTC,BUSD,61.9,22999.08,0.0365,23000.91,1e-06
ETH/BUSD,"[[1572.04, 0.225]]","[[1573.43, 0.225]]",2022-07-21 22:46:11.002,417838750,ETH,BUSD,59.0,1572.04,0.225,1573.43,0.225
USDC/BUSD,"[[0.9998, 309953.03]]","[[1.0001, 370506.53]]",2022-07-21 22:46:11.060,642384,USDC,BUSD,57.6,0.9998,309953.03,1.0001,370506.53
BTC/USDC,"[[23000.91, 0.012349]]","[[23014.5, 0.002999]]",2022-07-21 22:46:11.122,263827483,BTC,USDC,61.8,23000.91,0.012349,23014.5,0.002999
ETH/USDC,"[[1572.04, 0.22]]","[[1573.39, 0.22]]",2022-07-21 22:46:11.188,85863397,ETH,USDC,66.4,1572.04,0.22,1573.39,0.22
BTC/UST,[],[],2022-07-21 22:46:11.244,2296799,BTC,UST,55.9,,,,
