,bids,asks,timestamp,nonce,base,quote,run_time (ms),bid_price,bid_volume,ask_price,ask_volume
ADA/USD,"[[0.4916, 849.4]]","[[0.4918, 3331.3]]",2022-08-03 00:40:21.273,1063822105,ADA,USD,69.7,0.4916,849.4,0.4918,3331.3
ALGO/USD,"[[0.321, 1881.0]]","[[0.322, 13381.983]]",2022-08-03 00:40:21.344,313154657,ALGO,USD,70.5,0.321,1881.0,0.322,13381.983
ATOM/USD,"[[9.734, 26.0]]","[[9.738, 50.188]]",2022-08-03 00:40:21.414,745265418,ATOM,USD,70.7,9.734,26.0,9.738,50.188
AVAX/USD,"[[22.5, 33.6]]","[[22.53, 34.57]]",2022-08-03 00:40:21.483,267606624,AVAX,USD,68.8,22.5,33.6,22.53,34.57
BCH/USD,"[[131.18, 0.25]]","[[131.39, 3.48866]]",2022-08-03 00:40:21.551,715262264,BCH,USD,68.1,131.18,0.25,131.39,3.48866
BNB/USD,"[[280.5818, 1.95]]","[[280.7648, 1.95]]",2022-08-03 00:40:21.627,1428030565,BNB,USD,75.1,280.5818,1.95,280.7648,1.95
BTC/USD,"[[22850.0, 0.002222]]","[[22856.25, 0.205]]",2022-08-03 00:40:21.701,2331606664,BTC,USD,74.6,22850.0,0.002222,22856.25,0.205
BUSD/USD,"[[0.9999, 621046.02]]","[[1.0, 228992.29]]",2022-08-03 00:40:21.770,10750364,BUSD,USD,68.9,0.9999,621046.02,1.0,228992.29
DOT/USD,"[[7.82, 31.95]]","[[7.83, 111.44]]",2022-08-03 00:40:21.842,132199573,DOT,USD,71.5,7.82,31.95,7.83,111.44
EOS/USD,"[[1.1606, 517.73]]","[[1.1644, 258.05]]",2022-08-03 00:40:21.918,295404713,EOS,USD,76.2,1.1606,517.73,1.1644,258.05
ETH/USD,"[[1609.81, 0.42152]]","[[1610.42, 0.07419]]",2022-08-03 00:40:21.987,1996016459,ETH,USD,69.4,1609.81,0.42152,1610.42,0.07419
