,symbol,timestamp,base,quote,bid_price,bid_volume,ask_price,ask_volume
0,ETH/BTC,2023-03-12 20:30:18.973,ETH,BTC,0.07271,0.1,0.072741,0.0129
1,BNB/BTC,2023-03-12 20:30:19.042,BNB,BTC,0.013301,3.603,0.013325,1.177
2,ADA/BTC,2023-03-12 20:30:19.108,ADA,BTC,1.504e-05,362.7,1.507e-05,1258.0
3,SOL/BTC,2023-03-12 20:30:19.183,SOL,BTC,0.0008843,14.86,0.0008863,15.04
4,MATIC/BTC,2023-03-12 20:30:19.263,MATIC,BTC,5.201e-05,629.5,5.21e-05,628.8
5,MANA/BTC,2023-03-12 20:30:19.360,MANA,BTC,2.565e-05,819.0,2.574e-05,1466.0
6,TRX/BTC,2023-03-12 20:30:19.431,TRX,BTC,2.88e-06,6449.0,2.89e-06,7074.0
7,ADA/ETH,2023-03-12 20:30:19.500,ADA,ETH,0.0002061,24241.4,0.0002062,0.5
8,BTC/USDT,2023-03-12 20:30:19.566,BTC,USDT,21007.38,0.00469,21017.53,0.1783
9,ETH/USDT,2023-03-12 20:30:19.634,ETH,USDT,1527.84,2.2,1528.71,2.2
10,BNB/USDT,2023-03-12 20:30:19.700,BNB,USDT,279.6,2.981,279.7,3.1
11,ADA/USDT,2023-03-12 20:30:19.764,ADA,USDT,0.3161,2340.0,0.3162,1050.0
12,BUSD/USDT,2023-03-12 20:30:19.829,BUSD,USDT,0.9923,11869.0,0.9933,1362.0
13,SOL/USDT,2023-03-12 20:30:19.892,SOL,USDT,18.6,38.05,18.62,50.23
14,USDC/USDT,2023-03-12 20:30:19.957,USDC,USDT,0.9559,1546.0,0.9563,772.0
15,MATIC/USDT,2023-03-12 20:30:20.016,MATIC,USDT,1.0929,347.7,1.0939,235.0
16,MANA/USDT,2023-03-12 20:30:20.080,MANA,USDT,0.5395,793.0,0.541,806.0
17,TRX/USDT,2023-03-12 20:30:20.145,TRX,USDT,0.06066,16238.9,0.06074,32879.2
18,BTC/BUSD,2023-03-12 20:30:20.272,BTC,BUSD,21139.89,0.01,21156.02,0.0305
19,BNB/BUSD,2023-03-12 20:30:20.338,BNB,BUSD,281.2,2.643,281.8,1.445
20,ETH/BUSD,2023-03-12 20:30:20.400,ETH,BUSD,1537.7,0.315,1538.9,0.63
21,MATIC/BUSD,2023-03-12 20:30:20.470,MATIC,BUSD,1.1001,18.0,1.1015,26.8
22,USDC/BUSD,2023-03-12 20:30:20.532,USDC,BUSD,0.9593,46.3,0.9639,664.15
23,MANA/BUSD,2023-03-12 20:30:20.593,MANA,BUSD,0.5425,831.0,0.5446,2007.0
24,ADA/BUSD,2023-03-12 20:30:20.656,ADA,BUSD,0.3179,997.7,0.3187,1940.0
25,SOL/BUSD,2023-03-12 20:30:20.720,SOL,BUSD,18.68,27.32,18.76,29.34
26,TRX/BUSD,2023-03-12 20:30:20.783,TRX,BUSD,0.06104,14214.5,0.06124,6932.6
27,BTC/USDC,2023-03-12 20:30:20.846,BTC,USDC,21961.12,0.01,21999.86,0.01
28,ETH/USDC,2023-03-12 20:30:20.918,ETH,USDC,1598.09,0.1,1600.15,0.2555
29,SOL/USDC,2023-03-12 20:30:20.984,SOL,USDC,19.44,13.24,19.53,0.16
30,ADA/USDC,2023-03-12 20:30:21.045,ADA,USDC,0.3304,779.6,0.367,260.7
31,BTC/DAI,2023-03-12 20:30:21.107,BTC,DAI,21638.32,0.04979,21638.33,9e-05
32,ETH/DAI,2023-03-12 20:30:21.166,ETH,DAI,1598.11,0.5047,1599.97,0.4971
33,BTC/USD,2023-03-12 20:30:21.291,BTC,USD,21323.82,0.00782,21329.45,0.00425
34,ETH/USD,2023-03-12 20:30:21.368,ETH,USD,1550.95,1.4888,1551.58,5.3
35,USDT/USD,2023-03-12 20:30:21.430,USDT,USD,1.0148,49.0,1.0149,6910.0
36,BNB/USD,2023-03-12 20:30:21.497,BNB,USD,283.7,5.504,283.9,4.32
37,ADA/USD,2023-03-12 20:30:21.561,ADA,USD,0.3208,3990.0,0.3209,3200.0
38,BUSD/USD,2023-03-12 20:30:21.630,BUSD,USD,1.0075,796.0,1.0079,647992.0
39,MATIC/USD,2023-03-12 20:30:21.692,MATIC,USD,1.109,156.7,1.1097,360.0
40,USDC/USD,2023-03-12 20:30:21.758,USDC,USD,0.9693,2996.71,0.9703,2995.2
41,MANA/USD,2023-03-12 20:30:21.822,MANA,USD,0.5475,130.0,0.5491,578.0
42,DAI/USD,2023-03-12 20:30:21.890,DAI,USD,0.967,17.61,0.9768,621.52
43,SOL/USD,2023-03-12 20:30:21.961,SOL,USD,18.88,36.5,18.9,37.87
44,TRX/USD,2023-03-12 20:30:22.023,TRX,USD,0.06155,1400.0,0.06164,4056.3
