,bids,asks,timestamp,nonce,base,quote,run_time (ms),bid_price,bid_volume,ask_price,ask_volume
ADA/USD,"[[0.501, 997.6]]","[[0.5014, 1344.1]]",2022-08-02 22:00:17.899,1063625115,ADA,USD,65.5,0.501,997.6,0.5014,1344.1
BNB/USD,"[[285.1349, 2.0]]","[[285.4277, 0.6]]",2022-08-02 22:00:17.958,1427789461,BNB,USD,59.7,285.1349,2.0,285.4277,0.6
BTC/USD,"[[23085.0, 0.014656]]","[[23091.17, 0.03]]",2022-08-02 22:00:18.021,2331049857,BTC,USD,62.6,23085.0,0.014656,23091.17,0.03
BUSD/USD,"[[0.9999, 638845.39]]","[[1.0, 249017.02]]",2022-08-02 22:00:18.080,10747806,BUSD,USD,59.1,0.9999,638845.39,1.0,249017.02
ETH/USD,"[[1656.36, 0.06105]]","[[1656.86, 0.901]]",2022-08-02 22:00:18.144,1995500499,ETH,USD,64.1,1656.36,0.06105,1656.86,0.901
MANA/USD,"[[0.9709, 308.72]]","[[0.9728, 508.66]]",2022-08-02 22:00:18.206,741347794,MANA,USD,61.9,0.9709,308.72,0.9728,508.66
MATIC/USD,"[[0.888, 83.8]]","[[0.8886, 222.9]]",2022-08-02 22:00:18.264,1112271871,MATIC,USD,57.4,0.888,83.8,0.8886,222.9
POLY/USD,"[[0.2229, 1183.4]]","[[0.2243, 1362.1]]",2022-08-02 22:00:18.322,6422420,POLY,USD,57.8,0.2229,1183.4,0.2243,1362.1
SOL/USD,"[[41.2452, 4.12]]","[[41.2599, 12.12]]",2022-08-02 22:00:18.386,1315638198,SOL,USD,64.0,41.2452,4.12,41.2599,12.12
TRX/USD,"[[0.0686, 176327.6]]","[[0.0688, 340108.1]]",2022-08-02 22:00:18.450,9412224,TRX,USD,64.7,0.0686,176327.6,0.0688,340108.1
USDC/USD,"[[1.0, 326330.32]]","[[1.0001, 254393.97]]",2022-08-02 22:00:18.511,23321787,USDC,USD,60.7,1.0,326330.32,1.0001,254393.97
USDT/USD,"[[1.0002, 549486.67]]","[[1.0003, 628490.57]]",2022-08-02 22:00:18.571,67587710,USDT,USD,59.8,1.0002,549486.67,1.0003,628490.57
UST/USD,[],[],2022-08-02 22:00:18.629,3225972,UST,USD,58.2,,,,
XRP/USD,[],[],2022-08-02 22:00:18.687,119696569,XRP,USD,58.0,,,,
ADA/USDT,"[[0.50064, 823.9]]","[[0.50128, 598.7]]",2022-08-02 22:00:18.747,637665663,ADA,USDT,59.6,0.50064,823.9,0.50128,598.7
BNB/USDT,"[[285.0074, 2.2]]","[[285.2711, 2.6]]",2022-08-02 22:00:18.807,787079545,BNB,USDT,60.0,285.0074,2.2,285.2711,2.6
BTC/USDT,"[[23079.09, 0.02]]","[[23088.38, 0.115119]]",2022-08-02 22:00:18.872,1254630703,BTC,USDT,65.7,23079.09,0.02,23088.38,0.115119
BUSD/USDT,"[[0.9996, 223030.38]]","[[0.9997, 174833.92]]",2022-08-02 22:00:18.936,3777699,BUSD,USDT,64.1,0.9996,223030.38,0.9997,174833.92
ETH/USDT,"[[1655.35, 1.50974]]","[[1657.06, 0.39065]]",2022-08-02 22:00:18.994,1174665619,ETH,USDT,57.9,1655.35,1.50974,1657.06,0.39065
MANA/USDT,"[[0.9706, 308.0]]","[[0.9731, 489.0]]",2022-08-02 22:00:19.052,51901832,MANA,USDT,57.9,0.9706,308.0,0.9731,489.0
MATIC/USDT,"[[0.887, 6154.7]]","[[0.889, 748.4]]",2022-08-02 22:00:19.114,48484576,MATIC,USDT,61.5,0.887,6154.7,0.889,748.4
POLY/USDT,"[[0.2227, 1303.7]]","[[0.2242, 1268.0]]",2022-08-02 22:00:19.174,4304744,POLY,USDT,59.9,0.2227,1303.7,0.2242,1268.0
SOL/USDT,"[[41.2324, 24.24]]","[[41.253, 12.12]]",2022-08-02 22:00:19.231,552712737,SOL,USDT,57.6,41.2324,24.24,41.253,12.12
TRX/USDT,"[[0.06864, 4366.8]]","[[0.06877, 4366.1]]",2022-08-02 22:00:19.295,16852495,TRX,USDT,63.7,0.06864,4366.8,0.06877,4366.1
USDC/USDT,"[[0.9997, 347365.0]]","[[0.9998, 187987.0]]",2022-08-02 22:00:19.357,1312153,USDC,USDT,62.3,0.9997,347365.0,0.9998,187987.0
UST/USDT,[],[],2022-08-02 22:00:19.415,1960270,UST,USDT,57.7,,,,
XRP/USDT,[],[],2022-08-02 22:00:19.476,100846158,XRP,USDT,61.5,,,,
ADA/BTC,"[[2.167e-05, 35153.0]]","[[2.172e-05, 748.0]]",2022-08-02 22:00:19.537,124220938,ADA,BTC,60.1,2.167e-05,35153.0,2.172e-05,748.0
BNB/BTC,"[[0.0123462, 6.05]]","[[0.0123618, 4.78]]",2022-08-02 22:00:19.598,247640324,BNB,BTC,61.6,0.0123462,6.05,0.0123618,4.78
ETH/BTC,"[[0.071703, 1.495]]","[[0.07173, 0.06]]",2022-08-02 22:00:19.661,401585929,ETH,BTC,62.5,0.071703,1.495,0.07173,0.06
MANA/BTC,"[[4.205e-05, 2.0]]","[[4.213e-05, 257.0]]",2022-08-02 22:00:19.719,14672023,MANA,BTC,58.0,4.205e-05,2.0,4.213e-05,257.0
MATIC/BTC,"[[3.842e-05, 498.1]]","[[3.85e-05, 317.1]]",2022-08-02 22:00:19.780,16632505,MATIC,BTC,61.3,3.842e-05,498.1,3.85e-05,317.1
POLY/BTC,"[[9.66e-06, 1383.0]]","[[9.71e-06, 1003.0]]",2022-08-02 22:00:19.838,2909586,POLY,BTC,57.7,9.66e-06,1383.0,9.71e-06,1003.0
SOL/BTC,"[[0.001785, 48.47]]","[[0.0017876, 36.36]]",2022-08-02 22:00:19.897,57819465,SOL,BTC,59.7,0.001785,48.47,0.0017876,36.36
TRX/BTC,"[[2.96e-06, 856141.0]]","[[2.99e-06, 91714.0]]",2022-08-02 22:00:19.957,1894887,TRX,BTC,60.0,2.96e-06,856141.0,2.99e-06,91714.0
XRP/BTC,[],[],2022-08-02 22:00:20.017,48000651,XRP,BTC,59.7,,,,
ADA/BUSD,"[[0.5, 5234.1]]","[[0.502, 13851.5]]",2022-08-02 22:00:20.081,9602617,ADA,BUSD,64.0,0.5,5234.1,0.502,13851.5
BNB/BUSD,"[[284.9057, 0.57]]","[[285.4781, 0.5]]",2022-08-02 22:00:20.143,213193907,BNB,BUSD,62.0,284.9057,0.57,285.4781,0.5
BTC/BUSD,"[[23069.0, 0.116543]]","[[23092.28, 0.021655]]",2022-08-02 22:00:20.201,576123312,BTC,BUSD,57.3,23069.0,0.116543,23092.28,0.021655
ETH/BUSD,"[[1655.55, 1.50975]]","[[1657.42, 0.65]]",2022-08-02 22:00:20.261,432406125,ETH,BUSD,60.5,1655.55,1.50975,1657.42,0.65
MANA/BUSD,"[[0.9706, 308.0]]","[[0.9723, 308.0]]",2022-08-02 22:00:20.324,26926334,MANA,BUSD,62.5,0.9706,308.0,0.9723,308.0
MATIC/BUSD,"[[0.88729, 1160.9]]","[[0.88813, 281.5]]",2022-08-02 22:00:20.387,349378337,MATIC,BUSD,63.0,0.88729,1160.9,0.88813,281.5
POLY/BUSD,"[[0.2227, 1165.9]]","[[0.2244, 2388.5]]",2022-08-02 22:00:20.449,4001976,POLY,BUSD,62.0,0.2227,1165.9,0.2244,2388.5
SOL/BUSD,"[[41.19, 68.72]]","[[41.29, 5.16]]",2022-08-02 22:00:20.511,41145459,SOL,BUSD,62.8,41.19,68.72,41.29,5.16
TRX/BUSD,"[[0.06864, 83623.1]]","[[0.06878, 4366.1]]",2022-08-02 22:00:20.572,11048197,TRX,BUSD,60.7,0.06864,83623.1,0.06878,4366.1
USDC/BUSD,"[[1.0, 305146.29]]","[[1.0001, 289328.69]]",2022-08-02 22:00:20.627,645669,USDC,BUSD,55.3,1.0,305146.29,1.0001,289328.69
XRP/BUSD,[],[],2022-08-02 22:00:20.687,28045681,XRP,BUSD,59.6,,,,
BTC/USDC,"[[23080.23, 0.02]]","[[23088.05, 0.758084]]",2022-08-02 22:00:20.750,275613120,BTC,USDC,62.5,23080.23,0.02,23088.05,0.758084
ETH/USDC,"[[1655.59, 1.5097]]","[[1657.41, 1.5088]]",2022-08-02 22:00:20.814,99434870,ETH,USDC,64.6,1655.59,1.5097,1657.41,1.5088
BTC/UST,[],[],2022-08-02 22:00:20.873,2296799,BTC,UST,59.2,,,,
