,bids,asks,timestamp,nonce,base,quote,run_time (ms),bid_price,bid_volume,ask_price,ask_volume
XRP/USDT,[],[],2022-07-05 15:11:42.253,100846158,XRP,USDT,68.7,,,,
ADA/BTC,"[[2.297e-05, 801.0]]","[[2.303e-05, 8985.0]]",2022-07-05 15:11:42.325,122120700,ADA,BTC,72.1,2.297e-05,801.0,2.303e-05,8985.0
BNB/BTC,"[[0.0115215, 0.1]]","[[0.0115356, 0.1]]",2022-07-05 15:11:42.398,243623096,BNB,BTC,72.8,0.0115215,0.1,0.0115356,0.1
ETH/BTC,"[[0.055891, 0.01]]","[[0.055923, 0.32]]",2022-07-05 15:11:42.468,377738761,ETH,BTC,70.3,0.055891,0.01,0.055923,0.32
MANA/BTC,"[[4.332e-05, 251.0]]","[[4.343e-05, 354.0]]",2022-07-05 15:11:42.545,13381637,MANA,BTC,76.7,4.332e-05,251.0,4.343e-05,354.0
MATIC/BTC,"[[2.543e-05, 5.4]]","[[2.548e-05, 609.1]]",2022-07-05 15:11:42.615,13642798,MATIC,BTC,70.2,2.543e-05,5.4,2.548e-05,609.1
POLY/BTC,"[[9.68e-06, 1147.0]]","[[9.72e-06, 1399.0]]",2022-07-05 15:11:42.686,2420635,POLY,BTC,71.0,9.68e-06,1147.0,9.72e-06,1399.0
SOL/BTC,"[[0.0017172, 0.35]]","[[0.0017189, 7.52]]",2022-07-05 15:11:42.756,49635734,SOL,BTC,70.1,0.0017172,0.35,0.0017189,7.52
TRX/BTC,"[[3.43e-06, 20129.0]]","[[3.45e-06, 27202.0]]",2022-07-05 15:11:42.825,1579985,TRX,BTC,68.3,3.43e-06,20129.0,3.45e-06,27202.0
XRP/BTC,[],[],2022-07-05 15:11:42.900,48000651,XRP,BTC,75.3,,,,
ADA/BUSD,"[[0.444, 13922.0]]","[[0.446, 15303.5]]",2022-07-05 15:11:42.970,8925251,ADA,BUSD,70.2,0.444,13922.0,0.446,15303.5
BNB/BUSD,"[[222.9471, 1.0]]","[[223.371, 0.5]]",2022-07-05 15:11:43.040,207236706,BNB,BUSD,70.2,222.9471,1.0,223.371,0.5
BTC/BUSD,"[[19336.22, 0.063866]]","[[19351.98, 0.034]]",2022-07-05 15:11:43.108,526441433,BTC,BUSD,68.0,19336.22,0.063866,19351.98,0.034
ETH/BUSD,"[[1080.34, 0.0259]]","[[1082.02, 0.03693]]",2022-07-05 15:11:43.183,394926544,ETH,BUSD,74.5,1080.34,0.0259,1082.02,0.03693
MANA/BUSD,"[[0.8376, 431.0]]","[[0.8406, 264.0]]",2022-07-05 15:11:43.254,24548467,MANA,BUSD,70.8,0.8376,431.0,0.8406,264.0
MATIC/BUSD,"[[0.49164, 507.7]]","[[0.49242, 610.0]]",2022-07-05 15:11:43.324,331852509,MATIC,BUSD,70.4,0.49164,507.7,0.49242,610.0
POLY/BUSD,"[[0.1871, 922.9]]","[[0.1884, 1131.6]]",2022-07-05 15:11:43.400,3422972,POLY,BUSD,76.1,0.1871,922.9,0.1884,1131.6
SOL/BUSD,"[[33.22, 2.13]]","[[33.25, 6.43]]",2022-07-05 15:11:43.478,36825737,SOL,BUSD,78.3,33.22,2.13,33.25,6.43
TRX/BUSD,"[[0.06652, 9327.4]]","[[0.06665, 180683.7]]",2022-07-05 15:11:43.553,9528175,TRX,BUSD,74.5,0.06652,9327.4,0.06665,180683.7
USDC/BUSD,"[[0.9998, 63851.52]]","[[1.0, 178692.97]]",2022-07-05 15:11:43.624,637687,USDC,BUSD,70.6,0.9998,63851.52,1.0,178692.97
XRP/BUSD,[],[],2022-07-05 15:11:43.700,28045681,XRP,BUSD,76.0,,,,
BTC/USDC,"[[19333.24, 0.035]]","[[19347.91, 0.035]]",2022-07-05 15:11:43.772,232592939,BTC,USDC,72.5,19333.24,0.035,19347.91,0.035
ETH/USDC,"[[1079.79, 0.0278]]","[[1081.29, 0.415]]",2022-07-05 15:11:43.843,68064140,ETH,USDC,71.2,1079.79,0.0278,1081.29,0.415
BTC/UST,[],[],2022-07-05 15:11:43.917,2296799,BTC,UST,73.5,,,,
