,bids,asks,timestamp,nonce,base,quote,run_time (ms),bid_price,bid_volume,ask_price,ask_volume
ADA/USD,"[[0.5098, 1093.9]]","[[0.5099, 1499.4]]",2022-08-03 15:50:09.307,1064690569,ADA,USD,409.5,0.5098,1093.9,0.5099,1499.4
ALGO/USD,"[[0.331, 35524.013]]","[[0.332, 20799.024]]",2022-08-03 15:50:09.695,313223113,ALGO,USD,388.8,0.331,35524.013,0.332,20799.024
ATOM/USD,"[[10.345, 31.7]]","[[10.352, 48.65]]",2022-08-03 15:50:09.764,745912574,ATOM,USD,68.6,10.345,31.7,10.352,48.65
AVAX/USD,"[[23.84, 22.5]]","[[23.86, 22.5]]",2022-08-03 15:50:09.834,268022977,AVAX,USD,70.4,23.84,22.5,23.86,22.5
BCH/USD,"[[138.73, 0.95]]","[[139.05, 2.2]]",2022-08-03 15:50:09.892,715412478,BCH,USD,57.7,138.73,0.95,139.05,2.2
BNB/USD,"[[297.4888, 1.95]]","[[297.653, 1.95]]",2022-08-03 15:50:09.957,1428979455,BNB,USD,65.1,297.4888,1.95,297.653,1.95
BTC/USD,"[[23362.54, 0.41]]","[[23368.73, 0.066763]]",2022-08-03 15:50:10.117,2335849652,BTC,USD,160.9,23362.54,0.41,23368.73,0.066763
BUSD/USD,"[[1.0, 716900.43]]","[[1.0001, 936499.63]]",2022-08-03 15:50:10.176,10758449,BUSD,USD,58.2,1.0,716900.43,1.0001,936499.63
DOT/USD,"[[8.28, 109.69]]","[[8.29, 90.15]]",2022-08-03 15:50:10.237,132338932,DOT,USD,61.1,8.28,109.69,8.29,90.15
EOS/USD,"[[1.2173, 246.43]]","[[1.2197, 245.96]]",2022-08-03 15:50:10.297,295528900,EOS,USD,60.3,1.2173,246.43,1.2197,245.96
ETH/USD,"[[1657.47, 1.3]]","[[1657.92, 2.80791]]",2022-08-03 15:50:10.362,1998704932,ETH,USD,64.8,1657.47,1.3,1657.92,2.80791
LINK/USD,"[[7.5197, 18.33]]","[[7.5245, 33.5]]",2022-08-03 15:50:10.423,1013817244,LINK,USD,61.6,7.5197,18.33,7.5245,33.5
LPT/USD,"[[11.16, 307.29]]","[[11.2, 24.32]]",2022-08-03 15:50:10.702,17212728,LPT,USD,279.0,11.16,307.29,11.2,24.32
LRC/USD,"[[0.4156, 1308.0]]","[[0.417, 746.0]]",2022-08-03 15:50:10.785,91821136,LRC,USD,83.6,0.4156,1308.0,0.417,746.0
LTC/USD,"[[59.2, 4.0]]","[[59.28, 2.59715]]",2022-08-03 15:50:10.847,697967337,LTC,USD,61.8,59.2,4.0,59.28,2.59715
MANA/USD,"[[0.9953, 250.0]]","[[0.9961, 250.0]]",2022-08-03 15:50:10.905,742024611,MANA,USD,57.6,0.9953,250.0,0.9961,250.0
MATIC/USD,"[[0.9098, 203.3]]","[[0.9099, 1253.1]]",2022-08-03 15:50:10.965,1114901922,MATIC,USD,60.0,0.9098,203.3,0.9099,1253.1
NEAR/USD,"[[4.461, 53.0]]","[[4.467, 389.0]]",2022-08-03 15:50:11.094,159215990,NEAR,USD,129.1,4.461,53.0,4.467,389.0
OMG/USD,"[[2.218, 74.8]]","[[2.2217, 286.64]]",2022-08-03 15:50:11.175,496474985,OMG,USD,81.7,2.218,74.8,2.2217,286.64
ONE/USD,"[[0.0225, 258248.1]]","[[0.0226, 1694122.6]]",2022-08-03 15:50:11.238,303790650,ONE,USD,62.8,0.0225,258248.1,0.0226,1694122.6
POLY/USD,"[[0.2224, 1024.3]]","[[0.223, 5005.0]]",2022-08-03 15:50:11.306,6438383,POLY,USD,67.6,0.2224,1024.3,0.223,5005.0
SOL/USD,"[[40.0776, 12.98]]","[[40.0889, 18.65]]",2022-08-03 15:50:11.364,1319168944,SOL,USD,58.3,40.0776,12.98,40.0889,18.65
TRX/USD,"[[0.0687, 897465.2]]","[[0.0688, 12531.8]]",2022-08-03 15:50:11.423,9442147,TRX,USD,59.0,0.0687,897465.2,0.0688,12531.8
UNI/USD,"[[9.0584, 1.11]]","[[9.0759, 110.18]]",2022-08-03 15:50:11.485,452435012,UNI,USD,62.4,9.0584,1.11,9.0759,110.18
USDC/USD,"[[1.0, 392410.7]]","[[1.0001, 432885.44]]",2022-08-03 15:50:11.750,23329662,USDC,USD,265.1,1.0,392410.7,1.0001,432885.44
USDT/USD,"[[1.0001, 495121.55]]","[[1.0002, 405470.29]]",2022-08-03 15:50:11.811,67700991,USDT,USD,61.3,1.0001,495121.55,1.0002,405470.29
UST/USD,[],[],2022-08-03 15:50:11.872,3225972,UST,USD,60.6,,,,
VET/USD,"[[0.0296, 719707.0]]","[[0.0297, 1642806.0]]",2022-08-03 15:50:11.937,370344744,VET,USD,65.5,0.0296,719707.0,0.0297,1642806.0
XRP/USD,[],[],2022-08-03 15:50:12.005,119696569,XRP,USD,68.1,,,,
XTZ/USD,"[[1.7605, 44.0]]","[[1.7651, 44.0]]",2022-08-03 15:50:12.139,448135664,XTZ,USD,133.9,1.7605,44.0,1.7651,44.0
ADA/USDT,"[[0.50955, 1316.1]]","[[0.50972, 490.0]]",2022-08-03 15:50:12.204,638231934,ADA,USDT,64.7,0.50955,1316.1,0.50972,490.0
ALGO/USDT,"[[0.3314, 645.0]]","[[0.332, 451.0]]",2022-08-03 15:50:12.268,56900387,ALGO,USDT,64.4,0.3314,645.0,0.332,451.0
ATOM/USDT,"[[10.337, 48.68]]","[[10.348, 48.655]]",2022-08-03 15:50:12.364,329444357,ATOM,USDT,96.1,10.337,48.68,10.348,48.655
AVAX/USDT,"[[23.82, 35.57]]","[[23.88, 52.41]]",2022-08-03 15:50:12.430,176177990,AVAX,USDT,65.9,23.82,35.57,23.88,52.41
