,bids,asks,timestamp,nonce,base,quote,run_time (ms),bid_price,bid_volume,ask_price,ask_volume
ADA/USD,"[[0.4479, 1200.0]]","[[0.4482, 385.2]]",2022-07-05 15:45:19.459,1021544610,ADA,USD,67.0,0.4479,1200.0,0.4482,385.2
BNB/USD,"[[224.2502, 0.178]]","[[224.3783, 1.909]]",2022-07-05 15:45:19.525,1337533154,BNB,USD,65.5,224.2502,0.178,224.3783,1.909
BTC/USD,"[[19461.71, 0.021645]]","[[19464.77, 3e-06]]",2022-07-05 15:45:19.591,2157556328,BTC,USD,66.0,19461.71,0.021645,19464.77,3e-06
BUSD/USD,"[[0.9999, 13801.64]]","[[1.0001, 35963.44]]",2022-07-05 15:45:19.659,10406280,BUSD,USD,68.3,0.9999,13801.64,1.0001,35963.44
ETH/USD,"[[1087.94, 1.4]]","[[1088.23, 0.07533]]",2022-07-05 15:45:19.728,1876618207,ETH,USD,68.3,1087.94,1.4,1088.23,0.07533
MANA/USD,"[[0.8462, 300.0]]","[[0.8474, 466.93]]",2022-07-05 15:45:19.794,706559051,MANA,USD,66.1,0.8462,300.0,0.8474,466.93
MATIC/USD,"[[0.4956, 1505.1]]","[[0.496, 900.0]]",2022-07-05 15:45:19.860,1034247395,MATIC,USD,66.4,0.4956,1505.1,0.496,900.0
POLY/USD,"[[0.1886, 1136.9]]","[[0.1894, 244.0]]",2022-07-05 15:45:19.927,5329175,POLY,USD,66.9,0.1886,1136.9,0.1894,244.0
SOL/USD,"[[33.6328, 25.0]]","[[33.6479, 32.44]]",2022-07-05 15:45:19.993,1207600088,SOL,USD,65.3,33.6328,25.0,33.6479,32.44
TRX/USD,"[[0.0667, 57707.8]]","[[0.0669, 17702.9]]",2022-07-05 15:45:20.061,8024932,TRX,USD,68.4,0.0667,57707.8,0.0669,17702.9
USDC/USD,"[[0.9999, 66131.46]]","[[1.0, 371338.67]]",2022-07-05 15:45:20.132,22986532,USDC,USD,70.5,0.9999,66131.46,1.0,371338.67
USDT/USD,"[[0.9987, 41001.01]]","[[0.9989, 67959.71]]",2022-07-05 15:45:20.198,60390614,USDT,USD,66.2,0.9987,41001.01,0.9989,67959.71
UST/USD,[],[],2022-07-05 15:45:20.264,3225972,UST,USD,66.0,,,,
XRP/USD,[],[],2022-07-05 15:45:20.331,119696569,XRP,USD,67.1,,,,
ADA/USDT,"[[0.44834, 550.0]]","[[0.44907, 550.0]]",2022-07-05 15:45:20.399,606003738,ADA,USDT,67.6,0.44834,550.0,0.44907,550.0
BNB/USDT,"[[224.5199, 1.4]]","[[224.6817, 1.4]]",2022-07-05 15:45:20.465,764045554,BNB,USDT,66.2,224.5199,1.4,224.6817,1.4
BTC/USDT,"[[19483.82, 0.051372]]","[[19491.76, 0.085]]",2022-07-05 15:45:20.535,1165177280,BTC,USDT,70.4,19483.82,0.051372,19491.76,0.085
BUSD/USDT,"[[1.001, 130886.98]]","[[1.0015, 261974.0]]",2022-07-05 15:45:20.604,3608541,BUSD,USDT,68.4,1.001,130886.98,1.0015,261974.0
ETH/USDT,"[[1089.2, 0.9]]","[[1089.68, 0.9]]",2022-07-05 15:45:20.672,1075552082,ETH,USDT,68.3,1089.2,0.9,1089.68,0.9
MANA/USDT,"[[0.8466, 319.0]]","[[0.8488, 35.0]]",2022-07-05 15:45:20.740,47054749,MANA,USDT,68.2,0.8466,319.0,0.8488,35.0
MATIC/USDT,"[[0.496, 1234.3]]","[[0.497, 1556.5]]",2022-07-05 15:45:20.811,41497010,MATIC,USDT,70.7,0.496,1234.3,0.497,1556.5
POLY/USDT,"[[0.1886, 1931.4]]","[[0.1899, 1235.1]]",2022-07-05 15:45:20.880,3643455,POLY,USDT,68.7,0.1886,1931.4,0.1899,1235.1
