,bids,asks,timestamp,nonce,base,quote,run_time (ms),bid_price,bid_volume,ask_price,ask_volume
BTC/USD,"[[22968.73, 0.012769]]","[[22974.51, 0.175]]",2022-07-21 22:51:33.727,2266363696,BTC,USD,101.1,22968.73,0.012769,22974.51,0.175
BUSD/USD,"[[0.9999, 402029.68]]","[[1.0, 402730.05]]",2022-07-21 22:51:33.800,10595767,BUSD,USD,72.3,0.9999,402029.68,1.0,402730.05
ETH/USD,"[[1569.16, 0.07556]]","[[1569.61, 0.06861]]",2022-07-21 22:51:33.873,1942215845,ETH,USD,73.1,1569.16,0.07556,1569.61,0.06861
USDC/USD,"[[0.9999, 289996.4]]","[[1.0, 241368.99]]",2022-07-21 22:51:33.943,23202702,USDC,USD,70.4,0.9999,289996.4,1.0,241368.99
USDT/USD,"[[1.0, 69120.68]]","[[1.0002, 67108.68]]",2022-07-21 22:51:34.015,65710601,USDT,USD,72.0,1.0,69120.68,1.0002,67108.68
UST/USD,[],[],2022-07-21 22:51:34.085,3225972,UST,USD,70.2,,,,
BTC/USDT,"[[22962.13, 0.006856]]","[[22968.42, 0.006536]]",2022-07-21 22:51:34.157,1232255888,BTC,USDT,71.2,22962.13,0.006856,22968.42,0.006536
BUSD/USDT,"[[0.9999, 68626.89]]","[[1.0, 222021.99]]",2022-07-21 22:51:34.231,3684999,BUSD,USDT,74.0,0.9999,68626.89,1.0,222021.99
ETH/USDT,"[[1568.59, 0.75]]","[[1569.44, 0.75]]",2022-07-21 22:51:34.305,1146745819,ETH,USDT,74.8,1568.59,0.75,1569.44,0.75
USDC/USDT,"[[0.9999, 278009.0]]","[[1.0, 281164.0]]",2022-07-21 22:51:34.379,1270309,USDC,USDT,73.1,0.9999,278009.0,1.0,281164.0
UST/USDT,[],[],2022-07-21 22:51:34.453,1960270,UST,USDT,74.4,,,,
ETH/BTC,"[[0.068309, 0.23]]","[[0.068339, 0.23]]",2022-07-21 22:51:34.522,390877874,ETH,BTC,68.9,0.068309,0.23,0.068339,0.23
BTC/BUSD,"[[22966.74, 0.0365]]","[[22979.31, 0.021765]]",2022-07-21 22:51:34.599,567210914,BTC,BUSD,76.9,22966.74,0.0365,22979.31,0.021765
ETH/BUSD,"[[1569.02, 0.225]]","[[1570.39, 0.24283]]",2022-07-21 22:51:34.667,417845130,ETH,BUSD,68.4,1569.02,0.225,1570.39,0.24283
USDC/BUSD,"[[0.9998, 309953.03]]","[[1.0001, 370506.53]]",2022-07-21 22:51:34.737,642384,USDC,BUSD,70.1,0.9998,309953.03,1.0001,370506.53
BTC/USDC,"[[22973.61, 0.044]]","[[22980.87, 0.044]]",2022-07-21 22:51:34.808,263830320,BTC,USDC,70.4,22973.61,0.044,22980.87,0.044
ETH/USDC,"[[1569.01, 0.22]]","[[1570.39, 0.3555]]",2022-07-21 22:51:34.899,85869563,ETH,USDC,91.4,1569.01,0.22,1570.39,0.3555
BTC/UST,[],[],2022-07-21 22:51:34.968,2296799,BTC,UST,68.3,,,,
