,bids,asks,timestamp,nonce,base,quote,run_time (ms),bid_price,bid_volume,ask_price,ask_volume
BTC/USD,"[[23017.94, 0.03]]","[[23024.9, 0.03]]",2022-07-21 22:37:44.251,2266317660,BTC,USD,62.1,23017.94,0.03,23024.9,0.03
BUSD/USD,"[[0.9999, 416760.63]]","[[1.0, 406914.53]]",2022-07-21 22:37:44.312,10595727,BUSD,USD,61.7,0.9999,416760.63,1.0,406914.53
ETH/USD,"[[1573.38, 0.06495]]","[[1573.7, 2.73909]]",2022-07-21 22:37:44.376,1942170389,ETH,USD,63.7,1573.38,0.06495,1573.7,2.73909
USDC/USD,"[[0.9999, 295967.24]]","[[1.0, 246270.99]]",2022-07-21 22:37:44.440,23202659,USDC,USD,64.1,0.9999,295967.24,1.0,246270.99
USDT/USD,"[[1.0, 72996.47]]","[[1.0002, 36489.02]]",2022-07-21 22:37:44.502,65709941,USDT,USD,61.6,1.0,72996.47,1.0002,36489.02
UST/USD,[],[],2022-07-21 22:37:44.562,3225972,UST,USD,60.5,,,,
BTC/USDT,"[[23015.96, 0.108599]]","[[23024.01, 0.097513]]",2022-07-21 22:37:44.622,1232241315,BTC,USDT,59.4,23015.96,0.108599,23024.01,0.097513
BUSD/USDT,"[[0.9999, 69076.71]]","[[1.0, 222021.99]]",2022-07-21 22:37:44.685,3684955,BUSD,USDT,62.7,0.9999,69076.71,1.0,222021.99
ETH/USDT,"[[1572.98, 0.75]]","[[1573.34, 1.62327]]",2022-07-21 22:37:44.748,1146722068,ETH,USDT,63.5,1572.98,0.75,1573.34,1.62327
USDC/USDT,"[[0.9999, 278355.0]]","[[1.0, 284259.0]]",2022-07-21 22:37:44.815,1270275,USDC,USDT,66.9,0.9999,278355.0,1.0,284259.0
UST/USDT,[],[],2022-07-21 22:37:44.877,1960270,UST,USDT,61.7,,,,
ETH/BTC,"[[0.06834, 0.003]]","[[0.06836, 0.23]]",2022-07-21 22:37:44.939,390872859,ETH,BTC,62.1,0.06834,0.003,0.06836,0.23
BTC/BUSD,"[[23017.04, 0.021717]]","[[23029.91, 0.0365]]",2022-07-21 22:37:45.000,567204728,BTC,BUSD,60.9,23017.04,0.021717,23029.91,0.0365
ETH/BUSD,"[[1573.04, 0.225]]","[[1574.55, 0.225]]",2022-07-21 22:37:45.073,417832377,ETH,BUSD,73.3,1573.04,0.225,1574.55,0.225
USDC/BUSD,"[[0.9998, 309953.03]]","[[1.0001, 370506.53]]",2022-07-21 22:37:45.145,642384,USDC,BUSD,72.1,0.9998,309953.03,1.0001,370506.53
BTC/USDC,"[[23015.26, 0.02172]]","[[23029.1, 0.002997]]",2022-07-21 22:37:45.206,263824361,BTC,USDC,60.5,23015.26,0.02172,23029.1,0.002997
ETH/USDC,"[[1573.54, 0.22]]","[[1574.3, 0.22]]",2022-07-21 22:37:45.277,85857500,ETH,USDC,71.2,1573.54,0.22,1574.3,0.22
BTC/UST,[],[],2022-07-21 22:37:45.343,2296799,BTC,UST,66.2,,,,
