,bids,asks,timestamp,nonce,base,quote,run_time (ms),bid_price,bid_volume,ask_price,ask_volume
ADA/USD,"[[0.4486, 2000.0]]","[[0.4488, 1200.0]]",2022-07-05 15:58:38.715,1021556359,ADA,USD,67.9,0.4486,2000.0,0.4488,1200.0
BNB/USD,"[[224.7102, 0.177]]","[[224.8372, 0.177]]",2022-07-05 15:58:38.783,1337555900,BNB,USD,67.5,224.7102,0.177,224.8372,0.177
BTC/USD,"[[19499.52, 0.001]]","[[19501.07, 0.000564]]",2022-07-05 15:58:38.854,2157609085,BTC,USD,70.7,19499.52,0.001,19501.07,0.000564
BUSD/USD,"[[0.9999, 12372.9]]","[[1.0001, 32526.26]]",2022-07-05 15:58:38.922,10406358,BUSD,USD,68.1,0.9999,12372.9,1.0001,32526.26
ETH/USD,"[[1091.33, 1.4]]","[[1091.8, 1.4]]",2022-07-05 15:58:38.986,1876668032,ETH,USD,63.9,1091.33,1.4,1091.8,1.4
MANA/USD,"[[0.8477, 300.0]]","[[0.8486, 300.0]]",2022-07-05 15:58:39.048,706568426,MANA,USD,62.3,0.8477,300.0,0.8486,300.0
MATIC/USD,"[[0.4961, 604.2]]","[[0.4964, 900.0]]",2022-07-05 15:58:39.116,1034269154,MATIC,USD,68.2,0.4961,604.2,0.4964,900.0
POLY/USD,"[[0.1892, 1246.3]]","[[0.1901, 129.0]]",2022-07-05 15:58:39.182,5329463,POLY,USD,66.1,0.1892,1246.3,0.1901,129.0
SOL/USD,"[[33.8271, 25.0]]","[[33.8465, 25.0]]",2022-07-05 15:58:39.251,1207634988,SOL,USD,68.2,33.8271,25.0,33.8465,25.0
TRX/USD,"[[0.0668, 25550.5]]","[[0.067, 66198.2]]",2022-07-05 15:58:39.323,8025361,TRX,USD,72.6,0.0668,25550.5,0.067,66198.2
USDC/USD,"[[0.9999, 58013.02]]","[[1.0, 365563.62]]",2022-07-05 15:58:39.387,22986602,USDC,USD,64.0,0.9999,58013.02,1.0,365563.62
USDT/USD,"[[0.9987, 66349.67]]","[[0.9989, 30664.02]]",2022-07-05 15:58:39.449,60406324,USDT,USD,62.1,0.9987,66349.67,0.9989,30664.02
UST/USD,[],[],2022-07-05 15:58:39.515,3225972,UST,USD,66.0,,,,
