,bids,asks,timestamp,nonce,base,quote,run_time (ms),bid_price,bid_volume,ask_price,ask_volume
XRP/USD,[],[],2022-07-05 15:58:39.582,119696569,XRP,USD,66.2,,,,
ADA/USDT,"[[0.44895, 550.0]]","[[0.44963, 128.4]]",2022-07-05 15:58:39.648,606013899,ADA,USDT,66.3,0.44895,550.0,0.44963,128.4
BNB/USDT,"[[224.9542, 1.4]]","[[225.1174, 0.8]]",2022-07-05 15:58:39.712,764055335,BNB,USDT,63.9,224.9542,1.4,225.1174,0.8
BTC/USDT,"[[19520.38, 0.085]]","[[19527.29, 0.085]]",2022-07-05 15:58:39.774,1165207246,BTC,USDT,62.1,19520.38,0.085,19527.29,0.085
BUSD/USDT,"[[1.001, 130886.98]]","[[1.0015, 261991.82]]",2022-07-05 15:58:39.840,3608550,BUSD,USDT,66.1,1.001,130886.98,1.0015,261991.82
ETH/USDT,"[[1092.61, 0.9]]","[[1092.62, 4e-05]]",2022-07-05 15:58:39.906,1075596452,ETH,USDT,66.0,1092.61,0.9,1092.62,4e-05
MANA/USDT,"[[0.8484, 292.0]]","[[0.8502, 354.0]]",2022-07-05 15:58:39.973,47055895,MANA,USDT,66.9,0.8484,292.0,0.8502,354.0
MATIC/USDT,"[[0.496, 1928.2]]","[[0.498, 6906.4]]",2022-07-05 15:58:40.047,41498331,MATIC,USDT,74.1,0.496,1928.2,0.498,6906.4
POLY/USDT,"[[0.1893, 955.3]]","[[0.1904, 1170.4]]",2022-07-05 15:58:40.124,3643637,POLY,USDT,77.3,0.1893,955.3,0.1904,1170.4
SOL/USDT,"[[33.8671, 12.0]]","[[33.8873, 12.0]]",2022-07-05 15:58:40.192,501594533,SOL,USDT,68.0,33.8671,12.0,33.8873,12.0
TRX/USDT,"[[0.06688, 491431.0]]","[[0.06704, 4483.8]]",2022-07-05 15:58:40.255,14725081,TRX,USDT,62.2,0.06688,491431.0,0.06704,4483.8
USDC/USDT,"[[1.001, 199962.0]]","[[1.0016, 376241.0]]",2022-07-05 15:58:40.323,1226141,USDC,USDT,68.6,1.001,199962.0,1.0016,376241.0
UST/USDT,[],[],2022-07-05 15:58:40.389,1960270,UST,USDT,66.1,,,,
XRP/USDT,[],[],2022-07-05 15:58:40.455,100846158,XRP,USDT,65.7,,,,
ADA/BTC,"[[2.299e-05, 1264.0]]","[[2.305e-05, 1200.0]]",2022-07-05 15:58:40.517,122121941,ADA,BTC,61.8,2.299e-05,1264.0,2.305e-05,1200.0
BNB/BTC,"[[0.0115206, 0.17]]","[[0.0115346, 0.17]]",2022-07-05 15:58:40.584,243626220,BNB,BTC,67.0,0.0115206,0.17,0.0115346,0.17
ETH/BTC,"[[0.055959, 1.0]]","[[0.055994, 0.32]]",2022-07-05 15:58:40.654,377783488,ETH,BTC,69.6,0.055959,1.0,0.055994,0.32
MANA/BTC,"[[4.347e-05, 245.0]]","[[4.355e-05, 323.0]]",2022-07-05 15:58:40.720,13382881,MANA,BTC,66.4,4.347e-05,245.0,4.355e-05,323.0
MATIC/BTC,"[[2.543e-05, 1110.6]]","[[2.548e-05, 604.4]]",2022-07-05 15:58:40.789,13646186,MATIC,BTC,68.7,2.543e-05,1110.6,2.548e-05,604.4
POLY/BTC,"[[9.71e-06, 1029.0]]","[[9.75e-06, 1306.0]]",2022-07-05 15:58:40.852,2420959,POLY,BTC,63.3,9.71e-06,1029.0,9.75e-06,1306.0
SOL/BTC,"[[0.0017339, 7.39]]","[[0.0017367, 16.28]]",2022-07-05 15:58:40.916,49650884,SOL,BTC,64.2,0.0017339,7.39,0.0017367,16.28
TRX/BTC,"[[3.42e-06, 850859.0]]","[[3.44e-06, 8811.0]]",2022-07-05 15:58:40.982,1580462,TRX,BTC,66.1,3.42e-06,850859.0,3.44e-06,8811.0
XRP/BTC,[],[],2022-07-05 15:58:41.049,48000651,XRP,BTC,66.6,,,,
ADA/BUSD,"[[0.448, 3040.6]]","[[0.449, 4386.5]]",2022-07-05 15:58:41.115,8925977,ADA,BUSD,65.9,0.448,3040.6,0.449,4386.5
BNB/BUSD,"[[224.4573, 0.17]]","[[225.0325, 0.18]]",2022-07-05 15:58:41.180,207243745,BNB,BUSD,65.4,224.4573,0.17,225.0325,0.18
BTC/BUSD,"[[19497.69, 0.034]]","[[19505.67, 0.05128]]",2022-07-05 15:58:41.247,526520878,BTC,BUSD,66.9,19497.69,0.034,19505.67,0.05128
ETH/BUSD,"[[1091.56, 0.42]]","[[1092.27, 0.42]]",2022-07-05 15:58:41.314,394987780,ETH,BUSD,66.1,1091.56,0.42,1092.27,0.42
MANA/BUSD,"[[0.847, 300.0]]","[[0.8492, 267.0]]",2022-07-05 15:58:41.376,24551274,MANA,BUSD,62.2,0.847,300.0,0.8492,267.0
MATIC/BUSD,"[[0.49599, 604.4]]","[[0.49679, 604.3]]",2022-07-05 15:58:41.444,331870359,MATIC,BUSD,68.4,0.49599,604.4,0.49679,604.3
POLY/BUSD,"[[0.1892, 826.5]]","[[0.1902, 1101.0]]",2022-07-05 15:58:41.512,3423676,POLY,BUSD,68.0,0.1892,826.5,0.1902,1101.0
SOL/BUSD,"[[33.78, 5.0]]","[[33.88, 0.79]]",2022-07-05 15:58:41.580,36831571,SOL,BUSD,68.1,33.78,5.0,33.88,0.79
TRX/BUSD,"[[0.06685, 4483.8]]","[[0.06694, 14733.4]]",2022-07-05 15:58:41.647,9530660,TRX,BUSD,66.2,0.06685,4483.8,0.06694,14733.4
USDC/BUSD,"[[0.9998, 61930.52]]","[[1.0, 178692.97]]",2022-07-05 15:58:41.711,637688,USDC,BUSD,64.1,0.9998,61930.52,1.0,178692.97
XRP/BUSD,[],[],2022-07-05 15:58:41.780,28045681,XRP,BUSD,68.9,,,,
BTC/USDC,"[[19499.66, 0.035]]","[[19507.29, 0.046151]]",2022-07-05 15:58:41.843,232656722,BTC,USDC,63.5,19499.66,0.035,19507.29,0.046151
ETH/USDC,"[[1091.3, 0.415]]","[[1092.22, 0.415]]",2022-07-05 15:58:41.913,68106713,ETH,USDC,70.3,1091.3,0.415,1092.22,0.415
BTC/UST,[],[],2022-07-05 15:58:41.976,2296799,BTC,UST,62.0,,,,
