,bids,asks,timestamp,nonce,base,quote,run_time (ms),bid_price,bid_volume,ask_price,ask_volume
ADA/USD,"[[0.5205, 2948.0]]","[[0.5208, 2920.0]]",2022-08-07 17:20:23.853,1069890966,ADA,USD,443.8,0.5205,2948.0,0.5208,2920.0
ALGO/USD,"[[0.36, 23339.548]]","[[0.361, 1360.172]]",2022-08-07 17:20:23.926,313824962,ALGO,USD,72.6,0.36,23339.548,0.361,1360.172
ATOM/USD,"[[11.42, 23.0]]","[[11.436, 23.0]]",2022-08-07 17:20:24.086,749524486,ATOM,USD,160.5,11.42,23.0,11.436,23.0
AVAX/USD,"[[27.91, 24.0]]","[[27.93, 24.0]]",2022-08-07 17:20:24.157,270425770,AVAX,USD,70.5,27.91,24.0,27.93,24.0
BCH/USD,"[[142.26, 0.7]]","[[142.76, 0.95]]",2022-08-07 17:20:24.226,716183341,BCH,USD,69.8,142.26,0.7,142.76,0.95
BNB/USD,"[[323.3365, 1.926]]","[[323.5989, 2.05]]",2022-08-07 17:20:24.293,1434770232,BNB,USD,66.8,323.3365,1.926,323.5989,2.05
BTC/USD,"[[23194.88, 9e-06]]","[[23199.1, 0.052163]]",2022-08-07 17:20:24.363,2357752513,BTC,USD,69.5,23194.88,9e-06,23199.1,0.052163
BUSD/USD,"[[1.0, 495235.88]]","[[1.0001, 542973.33]]",2022-08-07 17:20:24.445,10787933,BUSD,USD,82.3,1.0,495235.88,1.0001,542973.33
DOT/USD,"[[8.75, 18.36]]","[[8.76, 99.38]]",2022-08-07 17:20:24.521,133137358,DOT,USD,76.1,8.75,18.36,8.76,99.38
EOS/USD,"[[1.2431, 170.96]]","[[1.2465, 294.14]]",2022-08-07 17:20:24.600,296169431,EOS,USD,78.4,1.2431,170.96,1.2465,294.14
ETH/USD,"[[1708.66, 0.22898]]","[[1709.17, 1.45]]",2022-08-07 17:20:24.670,2011558663,ETH,USD,70.4,1708.66,0.22898,1709.17,1.45
LINK/USD,"[[7.9823, 66.34]]","[[7.986, 35.0]]",2022-08-07 17:20:24.742,1020468535,LINK,USD,71.5,7.9823,66.34,7.986,35.0
LPT/USD,"[[11.75, 228.77]]","[[11.79, 48.93]]",2022-08-07 17:20:24.819,17726648,LPT,USD,77.4,11.75,228.77,11.79,48.93
LRC/USD,"[[0.4815, 517.0]]","[[0.4826, 719.0]]",2022-08-07 17:20:24.892,92897723,LRC,USD,73.2,0.4815,517.0,0.4826,719.0
LTC/USD,"[[61.65, 2.0]]","[[61.71, 6.4]]",2022-08-07 17:20:24.964,699618096,LTC,USD,72.1,61.65,2.0,61.71,6.4
MANA/USD,"[[1.0635, 396.31]]","[[1.0653, 240.0]]",2022-08-07 17:20:25.030,745983775,MANA,USD,65.7,1.0635,396.31,1.0653,240.0
MATIC/USD,"[[0.9182, 1853.4]]","[[0.9184, 350.0]]",2022-08-07 17:20:25.096,1126155560,MATIC,USD,65.9,0.9182,1853.4,0.9184,350.0
NEAR/USD,"[[5.064, 95.0]]","[[5.068, 95.0]]",2022-08-07 17:20:25.165,161707249,NEAR,USD,69.4,5.064,95.0,5.068,95.0
OMG/USD,"[[2.3336, 34.0]]","[[2.3398, 71.8]]",2022-08-07 17:20:25.234,497612853,OMG,USD,68.9,2.3336,34.0,2.3398,71.8
ONE/USD,"[[0.0244, 693350.3]]","[[0.0246, 629100.7]]",2022-08-07 17:20:25.302,304433423,ONE,USD,67.9,0.0244,693350.3,0.0246,629100.7
POLY/USD,"[[0.2289, 1784.1]]","[[0.2301, 1146.3]]",2022-08-07 17:20:25.370,6535407,POLY,USD,68.1,0.2289,1784.1,0.2301,1146.3
SOL/USD,"[[40.6129, 30.55]]","[[40.6301, 30.1]]",2022-08-07 17:20:25.437,1330424047,SOL,USD,66.3,40.6129,30.55,40.6301,30.1
