,symbol,timestamp,base,quote,bid_price,bid_volume,ask_price,ask_volume
0,ETH/BTC,2023-03-12 16:18:31.086,ETH,BTC,0.071558,0.0135,0.071595,0.0135
1,BNB/BTC,2023-03-12 16:18:31.141,BNB,BTC,0.013449,3.607,0.013465,1.0
2,ADA/BTC,2023-03-12 16:18:31.198,ADA,BTC,1.491e-05,1194.1,1.494e-05,65.4
3,SOL/BTC,2023-03-12 16:18:31.270,SOL,BTC,0.0008782,15.13,0.0008799,15.0
4,MATIC/BTC,2023-03-12 16:18:31.324,MATIC,BTC,5.278e-05,149.6,5.289e-05,149.6
5,MANA/BTC,2023-03-12 16:18:31.378,MANA,BTC,2.504e-05,831.0,2.512e-05,820.0
6,TRX/BTC,2023-03-12 16:18:31.432,TRX,BTC,2.89e-06,5636.0,2.9e-06,6864.0
7,ADA/ETH,2023-03-12 16:18:31.491,ADA,ETH,0.0002082,1801.7,0.0002086,4870.3
8,BTC/USDT,2023-03-12 16:18:31.544,BTC,USDT,20358.07,0.02429,20363.1,0.25
9,ETH/USDT,2023-03-12 16:18:31.601,ETH,USDT,1457.07,1.1,1457.7,0.6342
10,BNB/USDT,2023-03-12 16:18:31.656,BNB,USDT,274.0,3.002,274.1,3.1
11,ADA/USDT,2023-03-12 16:18:31.713,ADA,USDT,0.3036,21163.0,0.3038,2340.0
12,BUSD/USDT,2023-03-12 16:18:31.829,BUSD,USDT,0.9924,20.0,0.9932,19.0
13,SOL/USDT,2023-03-12 16:18:31.883,SOL,USDT,17.9,37.0,17.92,122.62
14,USDC/USDT,2023-03-12 16:18:31.939,USDC,USDT,0.9484,9895.0,0.9486,9.0
15,MATIC/USDT,2023-03-12 16:18:31.994,MATIC,USDT,1.0751,235.0,1.0759,114.8
16,MANA/USDT,2023-03-12 16:18:32.051,MANA,USDT,0.5104,142.0,0.5112,155.0
17,TRX/USDT,2023-03-12 16:18:32.104,TRX,USDT,0.05893,14522.2,0.05901,34079.4
18,BTC/BUSD,2023-03-12 16:18:32.218,BTC,BUSD,20502.96,0.0405,20509.96,0.061
19,BNB/BUSD,2023-03-12 16:18:32.272,BNB,BUSD,275.7,24.663,276.2,2.3
20,ETH/BUSD,2023-03-12 16:18:32.327,ETH,BUSD,1467.62,0.315,1468.01,0.2
21,MATIC/BUSD,2023-03-12 16:18:32.388,MATIC,BUSD,1.0822,68.3,1.084,50.0
22,USDC/BUSD,2023-03-12 16:18:32.442,USDC,BUSD,0.9523,2938.31,0.9582,67.37
23,MANA/BUSD,2023-03-12 16:18:32.500,MANA,BUSD,0.5135,4095.0,0.5152,2534.0
24,ADA/BUSD,2023-03-12 16:18:32.557,ADA,BUSD,0.3055,1000.1,0.3061,804.8
25,SOL/BUSD,2023-03-12 16:18:32.613,SOL,BUSD,18.0,214.52,18.07,13.52
26,TRX/BUSD,2023-03-12 16:18:32.666,TRX,BUSD,0.05932,2097.2,0.0594,7057.3
27,BTC/USDC,2023-03-12 16:18:32.721,BTC,USDC,21441.04,0.01214,21452.19,0.01
28,ETH/USDC,2023-03-12 16:18:32.772,ETH,USDC,1535.46,0.1,1538.43,0.1
29,SOL/USDC,2023-03-12 16:18:32.880,SOL,USDC,18.83,13.84,18.91,13.96
30,ADA/USDC,2023-03-12 16:18:32.940,ADA,USDC,0.3176,819.2,0.3214,649.9
31,BTC/DAI,2023-03-12 16:18:32.997,BTC,DAI,21414.85,0.04985,21446.74,0.04953
32,ETH/DAI,2023-03-12 16:18:33.051,ETH,DAI,1532.95,0.4972,1535.14,0.5019
33,BTC/USD,2023-03-12 16:18:33.172,BTC,USD,20585.89,0.14572,20589.38,0.2
34,ETH/USD,2023-03-12 16:18:33.238,ETH,USD,1473.45,0.8,1473.93,3.0999
35,USDT/USD,2023-03-12 16:18:33.292,USDT,USD,1.0109,21728.0,1.011,35166.0
36,BNB/USD,2023-03-12 16:18:33.346,BNB,USD,277.1,3.5,277.2,7.432
37,ADA/USD,2023-03-12 16:18:33.401,ADA,USD,0.3071,1600.0,0.3072,3200.0
38,BUSD/USD,2023-03-12 16:18:33.456,BUSD,USD,1.0036,3000.0,1.0043,182496.0
39,MATIC/USD,2023-03-12 16:18:33.509,MATIC,USD,1.0867,551.6,1.0872,360.0
40,USDC/USD,2023-03-12 16:18:33.575,USDC,USD,0.96,3040.0,0.9602,2083.05
41,MANA/USD,2023-03-12 16:18:33.633,MANA,USD,0.5161,330.0,0.5171,330.0
42,DAI/USD,2023-03-12 16:18:33.689,DAI,USD,0.957,17.61,0.9619,0.05
43,SOL/USD,2023-03-12 16:18:33.751,SOL,USD,18.1,61.17,18.11,56.22
44,TRX/USD,2023-03-12 16:18:33.808,TRX,USD,0.0596,1609.7,0.05967,6284.9
