,symbol,timestamp,base,quote,bid_price,bid_volume,ask_price,ask_volume
0,ETH/BTC,2023-03-13 15:26:06.795,ETH,BTC,0.069476,0.1,0.069507,2.6719
1,BNB/BTC,2023-03-13 15:26:06.852,BNB,BTC,0.012839,6.685,0.012866,9.001
2,ADA/BTC,2023-03-13 15:26:06.910,ADA,BTC,1.443e-05,57.1,1.446e-05,357.1
3,SOL/BTC,2023-03-13 15:26:06.964,SOL,BTC,0.0008742,21.51,0.0008752,12.06
4,MATIC/BTC,2023-03-13 15:26:07.023,MATIC,BTC,4.91e-05,628.8,4.918e-05,397.0
5,MANA/BTC,2023-03-13 15:26:07.083,MANA,BTC,2.474e-05,1040.0,2.479e-05,747.0
6,TRX/BTC,2023-03-13 15:26:07.143,TRX,BTC,2.81e-06,6998.0,2.82e-06,7063.0
7,ADA/ETH,2023-03-13 15:26:07.201,ADA,ETH,0.0002091,0.1,0.0002092,891.0
8,BTC/USDT,2023-03-13 15:26:07.256,BTC,USDT,24161.29,0.03,24169.69,0.15033
9,ETH/USDT,2023-03-13 15:26:07.312,ETH,USDT,1679.31,0.5,1680.43,0.5
10,BNB/USDT,2023-03-13 15:26:07.369,BNB,USDT,310.7,1.05,310.8,7.4
11,ADA/USDT,2023-03-13 15:26:07.427,ADA,USDT,0.3492,1050.0,0.3493,1050.0
12,BUSD/USDT,2023-03-13 15:26:07.487,BUSD,USDT,0.9958,4174.0,0.9967,7990.0
13,SOL/USDT,2023-03-13 15:26:07.543,SOL,USDT,21.17,1.47,21.19,14.97
14,USDC/USDT,2023-03-13 15:26:07.601,USDC,USDT,0.9885,3197.0,0.9886,137102.0
15,MATIC/USDT,2023-03-13 15:26:07.656,MATIC,USDT,1.1879,69.8,1.1889,235.0
16,MANA/USDT,2023-03-13 15:26:07.712,MANA,USDT,0.5981,185.0,0.5993,555.0
17,TRX/USDT,2023-03-13 15:26:07.773,TRX,USDT,0.06807,12605.3,0.06818,7289.1
18,BTC/BUSD,2023-03-13 15:26:07.886,BTC,BUSD,24264.44,0.02,24279.83,0.0325
19,BNB/BUSD,2023-03-13 15:26:07.941,BNB,BUSD,311.9,0.84,312.3,2.875
20,ETH/BUSD,2023-03-13 15:26:07.998,ETH,BUSD,1686.17,1.4738,1687.4,0.345
21,MATIC/BUSD,2023-03-13 15:26:08.056,MATIC,BUSD,1.1924,66.7,1.1939,422.6
22,USDC/BUSD,2023-03-13 15:26:08.112,USDC,BUSD,0.9891,8081.9,0.9919,82866.55
23,MANA/BUSD,2023-03-13 15:26:08.167,MANA,BUSD,0.6003,821.0,0.6025,746.0
24,ADA/BUSD,2023-03-13 15:26:08.224,ADA,BUSD,0.3503,1732.5,0.3512,1778.2
25,SOL/BUSD,2023-03-13 15:26:08.279,SOL,BUSD,21.25,1.86,21.28,13.39
26,TRX/BUSD,2023-03-13 15:26:08.333,TRX,BUSD,0.06838,10052.4,0.06844,3645.1
27,BTC/USDC,2023-03-13 15:26:08.388,BTC,USDC,24454.15,0.00082,24539.53,0.00082
28,ETH/USDC,2023-03-13 15:26:08.442,ETH,USDC,1699.12,0.1,1705.47,0.1
29,SOL/USDC,2023-03-13 15:26:08.499,SOL,USDC,21.06,23.76,21.68,87.38
30,ADA/USDC,2023-03-13 15:26:08.556,ADA,USDC,0.352,23894.7,0.3549,142.8
31,BTC/DAI,2023-03-13 15:26:08.612,BTC,DAI,24361.85,0.12353,24403.54,0.04459
32,ETH/DAI,2023-03-13 15:26:08.675,ETH,DAI,1693.94,0.9027,1696.81,0.4455
33,BTC/USD,2023-03-13 15:26:08.785,BTC,USD,24284.97,0.00055,24291.31,0.00285
34,ETH/USD,2023-03-13 15:26:08.839,ETH,USD,1688.13,2.7075,1688.96,5.5
35,USDT/USD,2023-03-13 15:26:08.893,USDT,USD,1.0051,3438.0,1.0055,47.0
36,BNB/USD,2023-03-13 15:26:08.948,BNB,USD,312.4,0.233,312.5,4.804
37,ADA/USD,2023-03-13 15:26:09.004,ADA,USD,0.3511,3500.0,0.3513,3500.0
38,BUSD/USD,2023-03-13 15:26:09.062,BUSD,USD,1.0003,58.0,1.0004,631458.0
39,MATIC/USD,2023-03-13 15:26:09.118,MATIC,USD,1.1943,557.0,1.1949,360.0
40,USDC/USD,2023-03-13 15:26:09.172,USDC,USD,0.9916,8459.51,0.995,294009.09
41,MANA/USD,2023-03-13 15:26:09.225,MANA,USD,0.6015,100.0,0.6023,100.0
42,DAI/USD,2023-03-13 15:26:09.281,DAI,USD,0.987,277.23,0.9973,199.27
43,SOL/USD,2023-03-13 15:26:09.335,SOL,USD,21.28,39.46,21.3,11.73
44,TRX/USD,2023-03-13 15:26:09.392,TRX,USD,0.06845,11223.1,0.06856,1400.0
