,bids,asks,timestamp,nonce,base,quote,run_time (ms),bid_price,bid_volume,ask_price,ask_volume
XRP/BTC,[],[],2022-08-03 18:16:13.249,48000651,XRP,BTC,71.9,,,,
XTZ/BTC,"[[7.55e-05, 298.99]]","[[7.57e-05, 180.13]]",2022-08-03 18:16:13.384,78495464,XTZ,BTC,134.7,7.55e-05,298.99,7.57e-05,180.13
ADA/BUSD,"[[0.511, 5482.8]]","[[0.513, 5098.7]]",2022-08-03 18:16:13.459,9617310,ADA,BUSD,75.5,0.511,5482.8,0.513,5098.7
ALGO/BUSD,"[[0.3362, 297.42]]","[[0.3369, 29.69]]",2022-08-03 18:16:13.550,180634459,ALGO,BUSD,90.6,0.3362,297.42,0.3369,29.69
BNB/BUSD,"[[301.9793, 0.5]]","[[302.4272, 2.0]]",2022-08-03 18:16:13.618,213345895,BNB,BUSD,67.9,301.9793,0.5,302.4272,2.0
BTC/BUSD,"[[23407.86, 0.0405]]","[[23429.98, 0.0405]]",2022-08-03 18:16:13.688,576986776,BTC,BUSD,70.4,23407.86,0.0405,23429.98,0.0405
EOS/BUSD,"[[1.2163, 246.63]]","[[1.2196, 245.98]]",2022-08-03 18:16:13.760,119715235,EOS,BUSD,72.4,1.2163,246.63,1.2196,245.98
ETH/BUSD,"[[1657.41, 1.50837]]","[[1659.67, 0.32]]",2022-08-03 18:16:14.037,433393039,ETH,BUSD,276.7,1657.41,1.50837,1659.67,0.32
LPT/BUSD,"[[11.36, 26.69]]","[[11.39, 19.54]]",2022-08-03 18:16:14.158,11055229,LPT,BUSD,120.5,11.36,26.69,11.39,19.54
MANA/BUSD,"[[0.9928, 250.0]]","[[0.9963, 203.0]]",2022-08-03 18:16:14.227,26989248,MANA,BUSD,69.2,0.9928,250.0,0.9963,203.0
MATIC/BUSD,"[[0.91181, 3615.2]]","[[0.91331, 650.0]]",2022-08-03 18:16:14.295,349709104,MATIC,BUSD,68.2,0.91181,3615.2,0.91331,650.0
NEAR/BUSD,"[[4.546, 509.5]]","[[4.56, 57.0]]",2022-08-03 18:16:14.436,39990237,NEAR,BUSD,141.2,4.546,509.5,4.56,57.0
OMG/BUSD,"[[2.2263, 134.74]]","[[2.2319, 147.01]]",2022-08-03 18:16:14.517,172180431,OMG,BUSD,80.7,2.2263,134.74,2.2319,147.01
ONE/BUSD,"[[0.022762, 13179.0]]","[[0.022828, 5388.0]]",2022-08-03 18:16:14.592,82012547,ONE,BUSD,75.0,0.022762,13179.0,0.022828,5388.0
POLY/BUSD,"[[0.2223, 2252.9]]","[[0.2237, 2406.7]]",2022-08-03 18:16:14.662,4012113,POLY,BUSD,69.9,0.2223,2252.9,0.2237,2406.7
SOL/BUSD,"[[40.1, 64.91]]","[[40.22, 8.82]]",2022-08-03 18:16:14.751,41283159,SOL,BUSD,89.0,40.1,64.91,40.22,8.82
TRX/BUSD,"[[0.06875, 15832.9]]","[[0.06891, 30344.3]]",2022-08-03 18:16:14.869,11087174,TRX,BUSD,117.6,0.06875,15832.9,0.06891,30344.3
USDC/BUSD,"[[0.9999, 375993.12]]","[[1.0001, 372095.78]]",2022-08-03 18:16:15.198,645880,USDC,BUSD,329.5,0.9999,375993.12,1.0001,372095.78
XRP/BUSD,[],[],2022-08-03 18:16:15.267,28045681,XRP,BUSD,68.6,,,,
XTZ/BUSD,"[[1.7665, 173.53]]","[[1.7749, 174.85]]",2022-08-03 18:16:15.339,126810463,XTZ,BUSD,72.6,1.7665,173.53,1.7749,174.85
BTC/USDC,"[[23414.02, 0.055]]","[[23427.59, 0.002946]]",2022-08-03 18:16:15.478,278330404,BTC,USDC,138.7,23414.02,0.055,23427.59,0.002946
ETH/USDC,"[[1657.49, 0.305]]","[[1659.05, 0.305]]",2022-08-03 18:16:15.598,100310551,ETH,USDC,119.8,1657.49,0.305,1659.05,0.305
BTC/UST,[],[],2022-08-03 18:16:15.670,2296799,BTC,UST,72.4,,,,
