,bids,asks,timestamp,nonce,base,quote,run_time (ms),bid_price,bid_volume,ask_price,ask_volume
BTC/USD,"[[23002.13, 0.175]]","[[23004.66, 0.013719]]",2022-07-21 22:46:12.452,2266345435,BTC,USD,55.4,23002.13,0.175,23004.66,0.013719
BUSD/USD,"[[0.9999, 402234.36]]","[[1.0, 402730.05]]",2022-07-21 22:46:12.513,10595748,BUSD,USD,60.3,0.9999,402234.36,1.0,402730.05
ETH/USD,"[[1572.19, 1.61]]","[[1572.55, 7e-05]]",2022-07-21 22:46:12.572,1942195233,ETH,USD,59.8,1572.19,1.61,1572.55,7e-05
USDC/USD,"[[0.9999, 290247.14]]","[[1.0, 241368.99]]",2022-07-21 22:46:12.630,23202691,USDC,USD,57.4,0.9999,290247.14,1.0,241368.99
USDT/USD,"[[1.0, 71306.46]]","[[1.0002, 29066.62]]",2022-07-21 22:46:12.691,65710306,USDT,USD,61.2,1.0,71306.46,1.0002,29066.62
UST/USD,[],[],2022-07-21 22:46:12.752,3225972,UST,USD,61.3,,,,
BTC/USDT,"[[22994.17, 0.09]]","[[23006.9, 0.008958]]",2022-07-21 22:46:12.814,1232249673,BTC,USDT,61.8,22994.17,0.09,23006.9,0.008958
BUSD/USDT,"[[0.9999, 68656.73]]","[[1.0, 222021.99]]",2022-07-21 22:46:12.873,3684983,BUSD,USDT,58.8,0.9999,68656.73,1.0,222021.99
ETH/USDT,"[[1572.46, 1.59032]]","[[1572.47, 0.58679]]",2022-07-21 22:46:12.931,1146735174,ETH,USDT,58.1,1572.46,1.59032,1572.47,0.58679
USDC/USDT,"[[0.9999, 278009.0]]","[[1.0, 281164.0]]",2022-07-21 22:46:12.995,1270297,USDC,USDT,63.8,0.9999,278009.0,1.0,281164.0
UST/USDT,[],[],2022-07-21 22:46:13.057,1960270,UST,USDT,62.0,,,,
ETH/BTC,"[[0.068308, 0.23]]","[[0.068363, 0.23]]",2022-07-21 22:46:13.115,390874948,ETH,BTC,57.5,0.068308,0.23,0.068363,0.23
BTC/BUSD,"[[22995.15, 0.0365]]","[[23000.91, 1e-06]]",2022-07-21 22:46:13.172,567208120,BTC,BUSD,57.3,22995.15,0.0365,23000.91,1e-06
ETH/BUSD,"[[1571.13, 0.225]]","[[1573.35, 0.225]]",2022-07-21 22:46:13.230,417838823,ETH,BUSD,58.3,1571.13,0.225,1573.35,0.225
USDC/BUSD,"[[0.9998, 309953.03]]","[[1.0001, 370506.53]]",2022-07-21 22:46:13.304,642384,USDC,BUSD,74.1,0.9998,309953.03,1.0001,370506.53
BTC/USDC,"[[22994.02, 0.002999]]","[[23014.5, 0.002999]]",2022-07-21 22:46:13.363,263827536,BTC,USDC,58.9,22994.02,0.002999,23014.5,0.002999
ETH/USDC,"[[1572.04, 0.22]]","[[1573.39, 0.22]]",2022-07-21 22:46:13.427,85863471,ETH,USDC,63.3,1572.04,0.22,1573.39,0.22
BTC/UST,[],[],2022-07-21 22:46:13.486,2296799,BTC,UST,59.4,,,,
