,bids,asks,timestamp,nonce,base,quote,run_time (ms),bid_price,bid_volume,ask_price,ask_volume
ADA/USD,"[[0.501, 2100.0]]","[[0.5012, 2024.2]]",2022-08-02 22:49:51.228,1063669307,ADA,USD,71.0,0.501,2100.0,0.5012,2024.2
ALGO/USD,"[[0.328, 40534.915]]","[[0.329, 1581.219]]",2022-08-02 22:49:51.290,313143326,ALGO,USD,62.1,0.328,40534.915,0.329,1581.219
ATOM/USD,"[[10.077, 24.5]]","[[10.082, 24.5]]",2022-08-02 22:49:51.354,745162221,ATOM,USD,63.7,10.077,24.5,10.082,24.5
AVAX/USD,"[[23.21, 131.9]]","[[23.22, 35.13]]",2022-08-02 22:49:51.417,267546182,AVAX,USD,62.6,23.21,131.9,23.22,35.13
BCH/USD,"[[134.77, 0.7]]","[[135.06, 1.60589]]",2022-08-02 22:49:51.480,715235795,BCH,USD,63.4,134.77,0.7,135.06,1.60589
BNB/USD,"[[284.527, 1.95]]","[[284.6865, 1.95]]",2022-08-02 22:49:51.541,1427859603,BNB,USD,61.0,284.527,1.95,284.6865,1.95
BTC/USD,"[[23095.59, 0.205]]","[[23100.0, 0.0111]]",2022-08-02 22:49:51.602,2331186829,BTC,USD,60.9,23095.59,0.205,23100.0,0.0111
BUSD/USD,"[[0.9999, 638002.55]]","[[1.0, 241037.6]]",2022-08-02 22:49:51.662,10748500,BUSD,USD,59.7,0.9999,638002.55,1.0,241037.6
DOT/USD,"[[7.99, 1265.61]]","[[8.01, 110.72]]",2022-08-02 22:49:51.724,132170238,DOT,USD,61.8,7.99,1265.61,8.01,110.72
EOS/USD,"[[1.2025, 249.2]]","[[1.2053, 249.19]]",2022-08-02 22:49:51.783,295384453,EOS,USD,59.8,1.2025,249.2,1.2053,249.19
ETH/USD,"[[1646.09, 1.3]]","[[1646.66, 0.53259]]",2022-08-02 22:49:51.843,1995633994,ETH,USD,59.5,1646.09,1.3,1646.66,0.53259
LINK/USD,"[[7.2702, 33.5]]","[[7.2745, 33.5]]",2022-08-02 22:49:51.901,1012364243,LINK,USD,58.2,7.2702,33.5,7.2745,33.5
LPT/USD,"[[11.18, 31.61]]","[[11.24, 22.28]]",2022-08-02 22:49:51.961,17115271,LPT,USD,59.7,11.18,31.61,11.24,22.28
LRC/USD,"[[0.4076, 245.0]]","[[0.4084, 714.0]]",2022-08-02 22:49:52.021,91593072,LRC,USD,59.7,0.4076,245.0,0.4084,714.0
LTC/USD,"[[58.58, 0.27118]]","[[58.64, 0.27118]]",2022-08-02 22:49:52.083,697581693,LTC,USD,62.5,58.58,0.27118,58.64,0.27118
MANA/USD,"[[0.9721, 250.0]]","[[0.973, 250.0]]",2022-08-02 22:49:52.143,741393814,MANA,USD,59.7,0.9721,250.0,0.973,250.0
MATIC/USD,"[[0.8918, 842.0]]","[[0.8923, 550.0]]",2022-08-02 22:49:52.202,1112414073,MATIC,USD,59.5,0.8918,842.0,0.8923,550.0
NEAR/USD,"[[4.392, 252.2]]","[[4.398, 120.0]]",2022-08-02 22:49:52.262,158779643,NEAR,USD,59.6,4.392,252.2,4.398,120.0
OMG/USD,"[[2.1777, 137.6]]","[[2.182, 37.0]]",2022-08-02 22:49:52.322,496182638,OMG,USD,60.1,2.1777,137.6,2.182,37.0
ONE/USD,"[[0.0222, 1271159.4]]","[[0.0223, 127321.9]]",2022-08-02 22:49:52.388,303687589,ONE,USD,65.9,0.0222,1271159.4,0.0223,127321.9
POLY/USD,"[[0.2231, 14150.6]]","[[0.2249, 3462.7]]",2022-08-02 22:49:52.448,6423380,POLY,USD,60.5,0.2231,14150.6,0.2249,3462.7
SOL/USD,"[[41.2122, 18.0]]","[[41.2132, 0.74]]",2022-08-02 22:49:52.508,1315757986,SOL,USD,59.1,41.2122,18.0,41.2132,0.74
TRX/USD,"[[0.0685, 17462.6]]","[[0.0686, 16704.5]]",2022-08-02 22:49:52.570,9413585,TRX,USD,62.2,0.0685,17462.6,0.0686,16704.5
UNI/USD,"[[8.3973, 225.22]]","[[8.4161, 59.46]]",2022-08-02 22:49:52.630,452321400,UNI,USD,59.8,8.3973,225.22,8.4161,59.46
USDC/USD,"[[1.0, 320820.63]]","[[1.0001, 250290.86]]",2022-08-02 22:49:52.691,23322392,USDC,USD,61.7,1.0,320820.63,1.0001,250290.86
USDT/USD,"[[1.0002, 530083.34]]","[[1.0003, 556519.58]]",2022-08-02 22:49:52.754,67593478,USDT,USD,62.5,1.0002,530083.34,1.0003,556519.58
UST/USD,[],[],2022-08-02 22:49:52.815,3225972,UST,USD,61.0,,,,
VET/USD,"[[0.0281, 29500.0]]","[[0.0282, 1023185.0]]",2022-08-02 22:49:52.873,370199121,VET,USD,57.7,0.0281,29500.0,0.0282,1023185.0
XRP/USD,[],[],2022-08-02 22:49:52.939,119696569,XRP,USD,66.5,,,,
XTZ/USD,"[[1.7323, 140.0]]","[[1.7351, 140.0]]",2022-08-02 22:49:52.999,447791238,XTZ,USD,60.2,1.7323,140.0,1.7351,140.0
ADA/USDT,"[[0.50079, 490.0]]","[[0.50155, 490.0]]",2022-08-02 22:49:53.059,637683814,ADA,USDT,59.2,0.50079,490.0,0.50155,490.0
ALGO/USDT,"[[0.3284, 1520.0]]","[[0.3292, 645.0]]",2022-08-02 22:49:53.118,56799459,ALGO,USDT,59.8,0.3284,1520.0,0.3292,645.0
ATOM/USDT,"[[10.072, 24.5]]","[[10.091, 49.287]]",2022-08-02 22:49:53.179,329101159,ATOM,USDT,60.1,10.072,24.5,10.091,49.287
