,bids,asks,timestamp,nonce,base,quote,run_time (ms),bid_price,bid_volume,ask_price,ask_volume
ADA/USD,"[[0.4919, 800.0]]","[[0.492, 3612.8]]",2022-08-03 00:39:58.672,1063821639,ADA,USD,149.0,0.4919,800.0,0.492,3612.8
ALGO/USD,"[[0.321, 2832.028]]","[[0.322, 13708.086]]",2022-08-03 00:39:58.870,313154608,ALGO,USD,197.8,0.321,2832.028,0.322,13708.086
ATOM/USD,"[[9.735, 24.5]]","[[9.741, 24.5]]",2022-08-03 00:39:59.859,745265149,ATOM,USD,989.2,9.735,24.5,9.741,24.5
AVAX/USD,"[[22.51, 22.5]]","[[22.53, 33.6]]",2022-08-03 00:39:59.954,267606490,AVAX,USD,95.2,22.51,22.5,22.53,33.6
BCH/USD,"[[131.29, 0.25]]","[[131.61, 0.7]]",2022-08-03 00:40:00.141,715262165,BCH,USD,186.3,131.29,0.25,131.61,0.7
BNB/USD,"[[280.6087, 1.95]]","[[280.8096, 1.905]]",2022-08-03 00:40:00.233,1428030255,BNB,USD,92.5,280.6087,1.95,280.8096,1.905
BTC/USD,"[[22853.01, 0.000481]]","[[22856.0, 0.205]]",2022-08-03 00:40:00.702,2331605342,BTC,USD,468.3,22853.01,0.000481,22856.0,0.205
BUSD/USD,"[[0.9999, 621147.51]]","[[1.0, 228992.29]]",2022-08-03 00:40:00.852,10750358,BUSD,USD,150.6,0.9999,621147.51,1.0,228992.29
DOT/USD,"[[7.82, 93.25]]","[[7.83, 111.44]]",2022-08-03 00:40:00.960,132199516,DOT,USD,107.8,7.82,93.25,7.83,111.44
EOS/USD,"[[1.1638, 14.94]]","[[1.1656, 257.66]]",2022-08-03 00:40:01.055,295404586,EOS,USD,95.4,1.1638,14.94,1.1656,257.66
ETH/USD,"[[1610.0, 1.0]]","[[1610.17, 0.07826]]",2022-08-03 00:40:01.139,1996015200,ETH,USD,83.6,1610.0,1.0,1610.17,0.07826
LINK/USD,"[[7.1179, 33.5]]","[[7.1227, 33.5]]",2022-08-03 00:40:01.213,1012606077,LINK,USD,73.7,7.1179,33.5,7.1227,33.5
