,bids,asks,timestamp,nonce,base,quote,run_time (ms),bid_price,bid_volume,ask_price,ask_volume
ADA/USD,"[[0.5177, 3214.3]]","[[0.518, 149.8]]",2022-08-06 22:02:29.837,1069076531,ADA,USD,70.3,0.5177,3214.3,0.518,149.8
BNB/USD,"[[319.1525, 2.0]]","[[319.4668, 0.642]]",2022-08-06 22:02:29.907,1433969438,BNB,USD,70.3,319.1525,2.0,319.4668,0.642
BTC/USD,"[[23187.74, 0.03]]","[[23194.99, 0.03]]",2022-08-06 22:02:29.982,2354796985,BTC,USD,74.6,23187.74,0.03,23194.99,0.03
BUSD/USD,"[[1.0, 694940.29]]","[[1.0001, 651563.0]]",2022-08-06 22:02:30.057,10783974,BUSD,USD,74.9,1.0,694940.29,1.0001,651563.0
ETH/USD,"[[1717.06, 0.23035]]","[[1718.13, 1.32349]]",2022-08-06 22:02:30.128,2009837875,ETH,USD,71.1,1717.06,0.23035,1718.13,1.32349
MANA/USD,"[[1.0645, 170.0]]","[[1.066, 266.57]]",2022-08-06 22:02:30.195,745528261,MANA,USD,67.4,1.0645,170.0,1.066,266.57
MATIC/USD,"[[0.9218, 1269.2]]","[[0.922, 1554.4]]",2022-08-06 22:02:30.262,1124481693,MATIC,USD,67.0,0.9218,1269.2,0.922,1554.4
POLY/USD,"[[0.2301, 964.9]]","[[0.2313, 50.6]]",2022-08-06 22:02:30.331,6517527,POLY,USD,68.4,0.2301,964.9,0.2313,50.6
SOL/USD,"[[40.6988, 12.28]]","[[40.7159, 0.67]]",2022-08-06 22:02:30.399,1328857548,SOL,USD,68.3,40.6988,12.28,40.7159,0.67
TRX/USD,"[[0.0698, 1095669.5]]","[[0.0699, 14538.8]]",2022-08-06 22:02:30.470,9565455,TRX,USD,71.0,0.0698,1095669.5,0.0699,14538.8
USDC/USD,"[[1.0, 423861.66]]","[[1.0001, 591926.18]]",2022-08-06 22:02:30.540,23368738,USDC,USD,70.4,1.0,423861.66,1.0001,591926.18
USDT/USD,"[[1.0, 492379.09]]","[[1.0001, 455952.17]]",2022-08-06 22:02:30.613,67827179,USDT,USD,72.0,1.0,492379.09,1.0001,455952.17
UST/USD,[],[],2022-08-06 22:02:30.685,3225972,UST,USD,72.6,,,,
XRP/USD,[],[],2022-08-06 22:02:30.754,119696569,XRP,USD,68.5,,,,
ADA/USDT,"[[0.51754, 530.0]]","[[0.51797, 530.0]]",2022-08-06 22:02:30.822,640375756,ADA,USDT,68.2,0.51754,530.0,0.51797,530.0
BNB/USDT,"[[319.1006, 0.8]]","[[319.4361, 0.2]]",2022-08-06 22:02:30.893,788998161,BNB,USDT,71.6,319.1006,0.8,319.4361,0.2
BTC/USDT,"[[23189.05, 0.008349]]","[[23192.19, 0.073885]]",2022-08-06 22:02:30.963,1265956522,BTC,USDT,69.2,23189.05,0.008349,23192.19,0.073885
BUSD/USDT,"[[0.9997, 115818.72]]","[[0.9998, 197709.8]]",2022-08-06 22:02:31.034,3796346,BUSD,USDT,71.1,0.9997,115818.72,0.9998,197709.8
