,symbol,timestamp,base,quote,bid_price,bid_volume,ask_price,ask_volume
0,ETH/BTC,2023-03-09 04:19:48.585,ETH,BTC,0.07076,1.0,0.070804,1.3
1,BNB/BTC,2023-03-09 04:19:48.654,BNB,BTC,0.013328,3.0,0.013341,3.166
2,ADA/BTC,2023-03-09 04:19:48.724,ADA,BTC,1.464e-05,645.0,1.468e-05,958.6
3,SOL/BTC,2023-03-09 04:19:48.794,SOL,BTC,0.0008511,26.8,0.0008536,27.06
4,MATIC/BTC,2023-03-09 04:19:48.861,MATIC,BTC,4.878e-05,331.6,4.888e-05,144.9
5,MANA/BTC,2023-03-09 04:19:48.934,MANA,BTC,2.537e-05,52.0,2.54e-05,1029.0
6,TRX/BTC,2023-03-09 04:19:49.003,TRX,BTC,3.02e-06,4723.0,3.03e-06,14725.0
7,ADA/ETH,2023-03-09 04:19:49.068,ADA,ETH,0.0002064,998.7,0.0002065,0.4
8,BTC/USDT,2023-03-09 04:19:49.140,BTC,USDT,21741.12,0.03902,21742.92,0.07838
9,ETH/USDT,2023-03-09 04:19:49.207,ETH,USDT,1538.75,0.5,1539.26,1.2
10,BNB/USDT,2023-03-09 04:19:49.274,BNB,USDT,289.9,1.9,290.0,1.9
11,ADA/USDT,2023-03-09 04:19:49.346,ADA,USDT,0.3187,1150.0,0.3188,2540.0
12,BUSD/USDT,2023-03-09 04:19:49.415,BUSD,USDT,0.9996,327823.0,1.0001,325277.0
13,SOL/USDT,2023-03-09 04:19:49.482,SOL,USDT,18.53,44.48,18.54,61.97
14,USDC/USDT,2023-03-09 04:19:49.559,USDC,USDT,1.0,282130.0,1.0004,292627.0
15,MATIC/USDT,2023-03-09 04:19:49.631,MATIC,USDT,1.062,220.0,1.0621,235.4
16,MANA/USDT,2023-03-09 04:19:49.697,MANA,USDT,0.5508,51.0,0.5511,1549.0
17,TRX/USDT,2023-03-09 04:19:49.766,TRX,USDT,0.06579,11400.3,0.06586,43970.5
18,BTC/BUSD,2023-03-09 04:19:49.899,BTC,BUSD,21739.77,0.05,21745.83,0.07098
19,BNB/BUSD,2023-03-09 04:19:49.974,BNB,BUSD,289.8,4.104,290.1,6.336
20,ETH/BUSD,2023-03-09 04:19:50.039,ETH,BUSD,1538.69,0.29,1539.13,0.29
21,MATIC/BUSD,2023-03-09 04:19:50.113,MATIC,BUSD,1.0617,141.2,1.0625,705.7
22,USDC/BUSD,2023-03-09 04:19:50.184,USDC,BUSD,0.9996,272795.26,0.9999,327646.59
23,MANA/BUSD,2023-03-09 04:19:50.257,MANA,BUSD,0.5496,1691.0,0.5514,2074.0
24,ADA/BUSD,2023-03-09 04:19:50.325,ADA,BUSD,0.3184,2920.4,0.319,10490.1
25,SOL/BUSD,2023-03-09 04:19:50.392,SOL,BUSD,18.5,107.08,18.55,219.1
26,TRX/BUSD,2023-03-09 04:19:50.463,TRX,BUSD,0.06576,32372.7,0.06585,34168.9
27,BTC/USDC,2023-03-09 04:19:50.531,BTC,USDC,21738.09,0.057,21743.34,0.0285
28,ETH/USDC,2023-03-09 04:19:50.606,ETH,USDC,1538.67,0.25,1539.29,0.25
29,SOL/USDC,2023-03-09 04:19:50.675,SOL,USDC,18.51,432.12,18.55,161.76
30,ADA/USDC,2023-03-09 04:19:50.747,ADA,USDC,0.3183,9424.0,0.3191,8461.4
31,BTC/DAI,2023-03-09 04:19:50.817,BTC,DAI,21733.13,0.05048,21764.09,0.04476
32,ETH/DAI,2023-03-09 04:19:50.883,ETH,DAI,1538.42,0.4996,1540.83,0.4515
33,BTC/USD,2023-03-09 04:19:51.017,BTC,USD,21739.49,0.23002,21743.2,0.07286
34,ETH/USD,2023-03-09 04:19:51.082,ETH,USD,1538.74,0.6823,1538.86,0.8596
35,USDT/USD,2023-03-09 04:19:51.145,USDT,USD,0.9998,199911.0,0.9999,1045894.0
36,BNB/USD,2023-03-09 04:19:51.216,BNB,USD,289.8,6.783,290.0,7.748
37,ADA/USD,2023-03-09 04:19:51.289,ADA,USD,0.3186,3556.9,0.3187,2330.7
38,BUSD/USD,2023-03-09 04:19:51.363,BUSD,USD,0.9997,505415.0,0.9999,1055109.0
39,MATIC/USD,2023-03-09 04:19:51.435,MATIC,USD,1.0618,335.0,1.062,335.0
40,USDC/USD,2023-03-09 04:19:51.499,USDC,USD,0.9999,26805.03,1.0,226354.01
41,MANA/USD,2023-03-09 04:19:51.564,MANA,USD,0.5504,330.0,0.551,1549.0
42,DAI/USD,2023-03-09 04:19:51.629,DAI,USD,0.9956,11915.87,0.9999,39939.44
43,SOL/USD,2023-03-09 04:19:51.701,SOL,USD,18.52,82.0,18.53,39.01
44,TRX/USD,2023-03-09 04:19:51.765,TRX,USD,0.06579,1139.8,0.06584,14571.7
