,symbol,timestamp,base,quote,bid_price,bid_volume,ask_price,ask_volume
0,ETH/BTC,2023-03-03 12:18:13.185,ETH,BTC,0.069989,1.4855,0.070022,1.0392
1,BNB/BTC,2023-03-03 12:18:13.241,BNB,BTC,0.012951,3.0,0.012965,3.225
2,ADA/BTC,2023-03-03 12:18:13.296,ADA,BTC,1.513e-05,1195.7,1.517e-05,1189.2
3,SOL/BTC,2023-03-03 12:18:13.353,SOL,BTC,0.0009434,15.02,0.0009457,18.73
4,MATIC/BTC,2023-03-03 12:18:13.408,MATIC,BTC,5.229e-05,128797.7,5.235e-05,794.0
5,MANA/BTC,2023-03-03 12:18:13.463,MANA,BTC,2.672e-05,993.0,2.68e-05,816.0
6,TRX/BTC,2023-03-03 12:18:13.521,TRX,BTC,3.01e-06,6959.0,3.02e-06,6992.0
7,ADA/ETH,2023-03-03 12:18:13.577,ADA,ETH,0.0002159,991.9,0.000216,0.3
8,BTC/USDT,2023-03-03 12:18:13.635,BTC,USDT,22345.95,0.03,22348.27,0.00093
9,ETH/USDT,2023-03-03 12:18:13.691,ETH,USDT,1564.19,1.5131,1564.6,1.9
10,BNB/USDT,2023-03-03 12:18:13.749,BNB,USDT,289.5,1.898,289.6,3.426
11,ADA/USDT,2023-03-03 12:18:13.803,ADA,USDT,0.3387,2100.0,0.3388,2100.0
12,BUSD/USDT,2023-03-03 12:18:13.859,BUSD,USDT,0.9994,306584.0,0.9999,325146.0
13,SOL/USDT,2023-03-03 12:18:13.916,SOL,USDT,21.1,45.68,21.12,96.42
14,USDC/USDT,2023-03-03 12:18:13.972,USDC,USDT,0.9991,266882.0,0.9995,283339.0
15,MATIC/USDT,2023-03-03 12:18:14.028,MATIC,USDT,1.1679,200.0,1.1685,213.9
16,MANA/USDT,2023-03-03 12:18:14.085,MANA,USDT,0.5973,42.0,0.5988,444.0
17,TRX/USDT,2023-03-03 12:18:14.141,TRX,USDT,0.0674,11125.7,0.06746,25940.4
18,BTC/BUSD,2023-03-03 12:18:14.253,BTC,BUSD,22347.06,0.03132,22352.94,0.042
19,BNB/BUSD,2023-03-03 12:18:14.312,BNB,BUSD,289.5,1.726,289.8,11.574
20,ETH/BUSD,2023-03-03 12:18:14.401,ETH,BUSD,1564.22,0.25,1565.1,0.25
21,MATIC/BUSD,2023-03-03 12:18:14.456,MATIC,BUSD,1.1679,214.0,1.1687,641.7
22,USDC/BUSD,2023-03-03 12:18:14.512,USDC,BUSD,0.9998,289450.27,1.0001,293808.98
23,MANA/BUSD,2023-03-03 12:18:14.566,MANA,BUSD,0.5972,1280.0,0.5989,4269.0
24,ADA/BUSD,2023-03-03 12:18:14.624,ADA,BUSD,0.3384,3266.2,0.3391,6757.9
25,SOL/BUSD,2023-03-03 12:18:14.681,SOL,BUSD,21.06,26.54,21.16,370.31
26,TRX/BUSD,2023-03-03 12:18:14.736,TRX,BUSD,0.06737,39154.5,0.06746,25941.6
27,BTC/USDC,2023-03-03 12:18:14.790,BTC,USDC,22347.1,0.025,22350.51,0.025
28,ETH/USDC,2023-03-03 12:18:14.847,ETH,USDC,1564.22,0.215,1564.6,0.215
29,SOL/USDC,2023-03-03 12:18:14.903,SOL,USDC,21.08,355.72,21.14,355.49
30,ADA/USDC,2023-03-03 12:18:14.962,ADA,USDC,0.3386,8859.4,0.3392,7076.1
31,BTC/DAI,2023-03-03 12:18:15.019,BTC,DAI,22338.77,0.04991,22374.24,0.04986
32,ETH/DAI,2023-03-03 12:18:15.076,ETH,DAI,1564.19,0.5019,1566.09,0.5045
33,BTC/USD,2023-03-03 12:18:15.194,BTC,USD,22348.33,0.03132,22351.33,0.03
34,ETH/USD,2023-03-03 12:18:15.262,ETH,USD,1564.22,2.15,1564.47,0.8956
35,USDT/USD,2023-03-03 12:18:15.319,USDT,USD,1.0,130963.0,1.0001,1088202.0
36,BNB/USD,2023-03-03 12:18:15.374,BNB,USD,289.5,4.622,289.6,3.826
37,ADA/USD,2023-03-03 12:18:15.429,ADA,USD,0.3388,222.5,0.3389,8598.6
38,BUSD/USD,2023-03-03 12:18:15.484,BUSD,USD,0.9997,81129.0,0.9999,827694.0
39,MATIC/USD,2023-03-03 12:18:15.540,MATIC,USD,1.168,355.0,1.1683,668.9
40,USDC/USD,2023-03-03 12:18:15.598,USDC,USD,1.0,507616.93,1.0001,497374.95
41,MANA/USD,2023-03-03 12:18:15.656,MANA,USD,0.598,335.0,0.5984,825.0
42,DAI/USD,2023-03-03 12:18:15.713,DAI,USD,0.9991,4530.55,1.0001,14904.58
43,SOL/USD,2023-03-03 12:18:15.769,SOL,USD,21.1,23.68,21.12,166.2
44,TRX/USD,2023-03-03 12:18:15.835,TRX,USD,0.0674,12723.8,0.06743,11122.5
