,bids,asks,timestamp,nonce,base,quote,run_time (ms),bid_price,bid_volume,ask_price,ask_volume
BNB/USDT,"[[284.0297, 0.8]]","[[284.4702, 1.4]]",2022-08-02 22:19:07.652,787084616,BNB,USDT,70.3,284.0297,0.8,284.4702,1.4
BTC/USDT,"[[23084.0, 0.02]]","[[23094.24, 0.086011]]",2022-08-02 22:19:07.725,1254644144,BTC,USDT,73.1,23084.0,0.02,23094.24,0.086011
BUSD/USDT,"[[0.9996, 217137.27]]","[[0.9997, 174833.92]]",2022-08-02 22:19:07.790,3777723,BUSD,USDT,65.1,0.9996,217137.27,0.9997,174833.92
ETH/USDT,"[[1649.89, 1.69711]]","[[1650.87, 0.1819]]",2022-08-02 22:19:07.859,1174679550,ETH,USDT,69.4,1649.89,1.69711,1650.87,0.1819
MANA/USDT,"[[0.9702, 346.0]]","[[0.973, 247.0]]",2022-08-02 22:19:07.930,51902924,MANA,USDT,70.3,0.9702,346.0,0.973,247.0
MATIC/USDT,"[[0.887, 5848.6]]","[[0.89, 6106.4]]",2022-08-02 22:19:07.998,48486916,MATIC,USDT,68.4,0.887,5848.6,0.89,6106.4
POLY/USDT,"[[0.223, 1310.2]]","[[0.2246, 2260.7]]",2022-08-02 22:19:08.067,4304982,POLY,USDT,68.7,0.223,1310.2,0.2246,2260.7
SOL/USDT,"[[41.1693, 1.21]]","[[41.2247, 1.21]]",2022-08-02 22:19:08.136,552730111,SOL,USDT,69.6,41.1693,1.21,41.2247,1.21
TRX/USDT,"[[0.06844, 601419.8]]","[[0.06865, 4373.2]]",2022-08-02 22:19:08.208,16852998,TRX,USDT,71.3,0.06844,601419.8,0.06865,4373.2
USDC/USDT,"[[0.9997, 347189.0]]","[[0.9998, 187957.0]]",2022-08-02 22:19:08.281,1312165,USDC,USDT,73.7,0.9997,347189.0,0.9998,187957.0
UST/USDT,[],[],2022-08-02 22:19:08.354,1960270,UST,USDT,72.2,,,,
XRP/USDT,[],[],2022-08-02 22:19:08.429,100846158,XRP,USDT,74.9,,,,
ADA/BTC,"[[2.165e-05, 6485.0]]","[[2.169e-05, 199.0]]",2022-08-02 22:19:08.501,124221662,ADA,BTC,72.6,2.165e-05,6485.0,2.169e-05,199.0
BNB/BTC,"[[0.0123125, 0.09]]","[[0.0123202, 5.32]]",2022-08-02 22:19:08.570,247641200,BNB,BTC,68.5,0.0123125,0.09,0.0123202,5.32
ETH/BTC,"[[0.071424, 0.038]]","[[0.071493, 0.002]]",2022-08-02 22:19:08.643,401593773,ETH,BTC,73.0,0.071424,0.038,0.071493,0.002
MANA/BTC,"[[4.204e-05, 301.0]]","[[4.213e-05, 297.0]]",2022-08-02 22:19:08.714,14672298,MANA,BTC,70.9,4.204e-05,301.0,4.213e-05,297.0
MATIC/BTC,"[[3.844e-05, 555.6]]","[[3.851e-05, 314.9]]",2022-08-02 22:19:08.799,16633012,MATIC,BTC,85.5,3.844e-05,555.6,3.851e-05,314.9
POLY/BTC,"[[9.66e-06, 1408.0]]","[[9.72e-06, 1208.0]]",2022-08-02 22:19:08.869,2909734,POLY,BTC,69.8,9.66e-06,1408.0,9.72e-06,1208.0
SOL/BTC,"[[0.0017834, 11.96]]","[[0.0017855, 8.7]]",2022-08-02 22:19:08.939,57822236,SOL,BTC,70.1,0.0017834,11.96,0.0017855,8.7
TRX/BTC,"[[2.96e-06, 758694.0]]","[[2.98e-06, 199615.0]]",2022-08-02 22:19:09.010,1894909,TRX,BTC,70.8,2.96e-06,758694.0,2.98e-06,199615.0
XRP/BTC,[],[],2022-08-02 22:19:09.080,48000651,XRP,BTC,70.2,,,,
ADA/BUSD,"[[0.5, 1052.1]]","[[0.502, 23133.2]]",2022-08-02 22:19:09.158,9602849,ADA,BUSD,78.0,0.5,1052.1,0.502,23133.2
BNB/BUSD,"[[283.9582, 0.07]]","[[284.6898, 34.01]]",2022-08-02 22:19:09.234,213195979,BNB,BUSD,76.0,283.9582,0.07,284.6898,34.01
BTC/BUSD,"[[23087.06, 0.02]]","[[23104.8, 0.116543]]",2022-08-02 22:19:09.306,576127445,BTC,BUSD,71.9,23087.06,0.02,23104.8,0.116543
ETH/BUSD,"[[1650.49, 17.33937]]","[[1651.85, 0.46513]]",2022-08-02 22:19:09.379,432412736,ETH,BUSD,72.9,1650.49,17.33937,1651.85,0.46513
MANA/BUSD,"[[0.9705, 211.0]]","[[0.9732, 195.0]]",2022-08-02 22:19:09.454,26926831,MANA,BUSD,75.2,0.9705,211.0,0.9732,195.0
MATIC/BUSD,"[[0.88812, 717.3]]","[[0.88956, 281.1]]",2022-08-02 22:19:09.522,349381968,MATIC,BUSD,68.1,0.88812,717.3,0.88956,281.1
POLY/BUSD,"[[0.223, 910.7]]","[[0.2246, 1433.3]]",2022-08-02 22:19:09.593,4002218,POLY,BUSD,70.4,0.223,910.7,0.2246,1433.3
SOL/BUSD,"[[41.16, 8.03]]","[[41.24, 6.31]]",2022-08-02 22:19:09.665,41147037,SOL,BUSD,72.7,41.16,8.03,41.24,6.31
TRX/BUSD,"[[0.06846, 21876.0]]","[[0.06864, 8020.7]]",2022-08-02 22:19:09.736,11048834,TRX,BUSD,70.8,0.06846,21876.0,0.06864,8020.7
USDC/BUSD,"[[1.0, 305146.29]]","[[1.0001, 289328.69]]",2022-08-02 22:19:09.806,645669,USDC,BUSD,69.8,1.0,305146.29,1.0001,289328.69
XRP/BUSD,[],[],2022-08-02 22:19:09.877,28045681,XRP,BUSD,70.9,,,,
BTC/USDC,"[[23093.79, 0.02]]","[[23105.55, 0.108227]]",2022-08-02 22:19:09.947,275630544,BTC,USDC,70.3,23093.79,0.02,23105.55,0.108227
ETH/USDC,"[[1649.75, 1.5148]]","[[1651.77, 4.5438]]",2022-08-02 22:19:10.016,99441994,ETH,USDC,68.3,1649.75,1.5148,1651.77,4.5438
BTC/UST,[],[],2022-08-02 22:19:10.088,2296799,BTC,UST,72.5,,,,
