,bids,asks,timestamp,nonce,base,quote,run_time (ms),bid_price,bid_volume,ask_price,ask_volume
ADA/USD,"[[0.5177, 1765.6]]","[[0.518, 149.8]]",2022-08-06 22:02:06.902,1069076410,ADA,USD,401.2,0.5177,1765.6,0.518,149.8
BNB/USD,"[[319.1848, 2.0]]","[[319.519, 1.712]]",2022-08-06 22:02:06.974,1433969248,BNB,USD,71.9,319.1848,2.0,319.519,1.712
BTC/USD,"[[23187.57, 0.03]]","[[23194.99, 0.019912]]",2022-08-06 22:02:07.045,2354796452,BTC,USD,70.4,23187.57,0.03,23194.99,0.019912
BUSD/USD,"[[1.0, 694940.29]]","[[1.0001, 651563.0]]",2022-08-06 22:02:07.116,10783974,BUSD,USD,71.4,1.0,694940.29,1.0001,651563.0
ETH/USD,"[[1717.52, 0.06]]","[[1717.7, 0.06003]]",2022-08-06 22:02:07.255,2009837635,ETH,USD,139.0,1717.52,0.06,1717.7,0.06003
MANA/USD,"[[1.0645, 170.0]]","[[1.066, 266.57]]",2022-08-06 22:02:07.325,745528259,MANA,USD,70.0,1.0645,170.0,1.066,266.57
MATIC/USD,"[[0.9217, 2000.0]]","[[0.922, 2367.3]]",2022-08-06 22:02:07.396,1124481550,MATIC,USD,70.7,0.9217,2000.0,0.922,2367.3
POLY/USD,"[[0.2301, 964.9]]","[[0.2313, 50.6]]",2022-08-06 22:02:07.466,6517514,POLY,USD,70.0,0.2301,964.9,0.2313,50.6
SOL/USD,"[[40.6966, 28.41]]","[[40.7159, 0.67]]",2022-08-06 22:02:07.532,1328857331,SOL,USD,66.4,40.6966,28.41,40.7159,0.67
TRX/USD,"[[0.0698, 1081102.4]]","[[0.07, 37855.4]]",2022-08-06 22:02:07.603,9565447,TRX,USD,70.8,0.0698,1081102.4,0.07,37855.4
USDC/USD,"[[1.0, 423861.66]]","[[1.0001, 591926.18]]",2022-08-06 22:02:07.674,23368738,USDC,USD,70.5,1.0,423861.66,1.0001,591926.18
USDT/USD,"[[1.0, 492379.09]]","[[1.0001, 455952.17]]",2022-08-06 22:02:07.743,67827179,USDT,USD,69.1,1.0,492379.09,1.0001,455952.17
UST/USD,[],[],2022-08-06 22:02:07.810,3225972,UST,USD,67.1,,,,
XRP/USD,[],[],2022-08-06 22:02:07.879,119696569,XRP,USD,69.1,,,,
ADA/USDT,"[[0.51753, 772.7]]","[[0.51797, 530.0]]",2022-08-06 22:02:07.949,640375676,ADA,USDT,69.6,0.51753,772.7,0.51797,530.0
BNB/USDT,"[[319.1006, 0.8]]","[[319.4361, 0.2]]",2022-08-06 22:02:08.017,788998146,BNB,USDT,68.3,319.1006,0.8,319.4361,0.2
BTC/USDT,"[[23186.86, 0.004313]]","[[23189.05, 0.000616]]",2022-08-06 22:02:08.088,1265956130,BTC,USDT,71.0,23186.86,0.004313,23189.05,0.000616
BUSD/USDT,"[[0.9997, 115818.72]]","[[0.9998, 197709.8]]",2022-08-06 22:02:08.162,3796346,BUSD,USDT,74.4,0.9997,115818.72,0.9998,197709.8
ETH/USDT,"[[1716.64, 0.5]]","[[1717.62, 1.1]]",2022-08-06 22:02:08.231,1181335836,ETH,USDT,68.3,1716.64,0.5,1717.62,1.1
MANA/USDT,"[[1.0636, 619.0]]","[[1.0662, 542.0]]",2022-08-06 22:02:08.308,52454836,MANA,USDT,77.3,1.0636,619.0,1.0662,542.0
MATIC/USDT,"[[0.92, 908.5]]","[[0.922, 5596.4]]",2022-08-06 22:02:08.376,49134900,MATIC,USDT,68.1,0.92,908.5,0.922,5596.4
POLY/USDT,"[[0.2301, 1312.2]]","[[0.232, 1956.4]]",2022-08-06 22:02:08.446,4360947,POLY,USDT,70.3,0.2301,1312.2,0.232,1956.4
SOL/USDT,"[[40.6915, 12.28]]","[[40.7157, 657.13]]",2022-08-06 22:02:08.516,560824079,SOL,USDT,70.2,40.6915,12.28,40.7157,657.13
TRX/USDT,"[[0.06977, 572511.2]]","[[0.0699, 4291.4]]",2022-08-06 22:02:08.589,17035729,TRX,USDT,72.3,0.06977,572511.2,0.0699,4291.4
USDC/USDT,"[[0.9999, 234914.0]]","[[1.0, 345569.0]]",2022-08-06 22:02:08.658,1321294,USDC,USDT,69.1,0.9999,234914.0,1.0,345569.0
UST/USDT,[],[],2022-08-06 22:02:08.731,1960270,UST,USDT,73.3,,,,
XRP/USDT,[],[],2022-08-06 22:02:08.806,100846158,XRP,USDT,74.8,,,,
ADA/BTC,"[[2.23e-05, 66696.0]]","[[2.235e-05, 5455.0]]",2022-08-06 22:02:08.875,124390953,ADA,BTC,69.3,2.23e-05,66696.0,2.235e-05,5455.0
BNB/BTC,"[[0.0137638, 5.54]]","[[0.0137754, 0.15]]",2022-08-06 22:02:08.966,248184701,BNB,BTC,90.3,0.0137638,5.54,0.0137754,0.15
ETH/BTC,"[[0.074022, 0.291]]","[[0.074079, 0.291]]",2022-08-06 22:02:09.036,405843862,ETH,BTC,70.5,0.074022,0.291,0.074079,0.291
MANA/BTC,"[[4.59e-05, 331.0]]","[[4.599e-05, 257.0]]",2022-08-06 22:02:09.106,14833242,MANA,BTC,70.1,4.59e-05,331.0,4.599e-05,257.0
MATIC/BTC,"[[3.969e-05, 781.5]]","[[3.977e-05, 900.8]]",2022-08-06 22:02:09.177,16823821,MATIC,BTC,70.2,3.969e-05,781.5,3.977e-05,900.8
