,bids,asks,timestamp,nonce,base,quote,run_time (ms),bid_price,bid_volume,ask_price,ask_volume
POLY/BTC,"[[9.93e-06, 1215.0]]","[[9.94e-06, 35.0]]",2022-08-06 22:02:09.246,2946667,POLY,BTC,69.6,9.93e-06,1215.0,9.94e-06,35.0
SOL/BTC,"[[0.0017542, 36.87]]","[[0.0017558, 8.76]]",2022-08-06 22:02:09.317,59136523,SOL,BTC,71.1,0.0017542,36.87,0.0017558,8.76
TRX/BTC,"[[3e-06, 1185684.0]]","[[3.02e-06, 5720.0]]",2022-08-06 22:02:09.388,1916995,TRX,BTC,70.6,3e-06,1185684.0,3.02e-06,5720.0
XRP/BTC,[],[],2022-08-06 22:02:09.456,48000651,XRP,BTC,68.0,,,,
ADA/BUSD,"[[0.517, 6191.5]]","[[0.519, 6007.2]]",2022-08-06 22:02:09.530,9658188,ADA,BUSD,73.7,0.517,6191.5,0.519,6007.2
BNB/BUSD,"[[318.9737, 3.0]]","[[319.4985, 0.93]]",2022-08-06 22:02:09.602,213862734,BNB,BUSD,72.0,318.9737,3.0,319.4985,0.93
BTC/BUSD,"[[23185.71, 0.02]]","[[23200.23, 0.021551]]",2022-08-06 22:02:09.672,580201198,BTC,BUSD,70.0,23185.71,0.02,23200.23,0.021551
ETH/BUSD,"[[1716.93, 0.5]]","[[1718.01, 1.45517]]",2022-08-06 22:02:09.739,436150079,ETH,BUSD,66.6,1716.93,0.5,1718.01,1.45517
MANA/BUSD,"[[1.0641, 281.0]]","[[1.0659, 281.0]]",2022-08-06 22:02:09.809,27185048,MANA,BUSD,70.5,1.0641,281.0,1.0659,281.0
MATIC/BUSD,"[[0.9207, 271.5]]","[[0.92208, 271.1]]",2022-08-06 22:02:09.881,350685091,MATIC,BUSD,72.2,0.9207,271.5,0.92208,271.1
POLY/BUSD,"[[0.2302, 988.9]]","[[0.2321, 2350.2]]",2022-08-06 22:02:09.953,4053868,POLY,BUSD,72.0,0.2302,988.9,0.2321,2350.2
SOL/BUSD,"[[40.64, 67.06]]","[[40.74, 70.94]]",2022-08-06 22:02:10.024,41590456,SOL,BUSD,70.8,40.64,67.06,40.74,70.94
TRX/BUSD,"[[0.06981, 40015.8]]","[[0.06991, 4291.8]]",2022-08-06 22:02:10.093,11212955,TRX,BUSD,68.9,0.06981,40015.8,0.06991,4291.8
USDC/BUSD,"[[0.9999, 311173.3]]","[[1.0, 291162.22]]",2022-08-06 22:02:10.165,646496,USDC,BUSD,71.8,0.9999,311173.3,1.0,291162.22
XRP/BUSD,[],[],2022-08-06 22:02:10.243,28045681,XRP,BUSD,77.7,,,,
BTC/USDC,"[[23186.39, 0.107821]]","[[23196.25, 0.002975]]",2022-08-06 22:02:10.316,287956294,BTC,USDC,72.9,23186.39,0.107821,23196.25,0.002975
ETH/USDC,"[[1716.72, 1.4562]]","[[1718.03, 1.4551]]",2022-08-06 22:02:10.385,102677609,ETH,USDC,69.7,1716.72,1.4562,1718.03,1.4551
BTC/UST,[],[],2022-08-06 22:02:10.456,2296799,BTC,UST,70.5,,,,
