,symbol,timestamp,base,quote,bid_price,bid_volume,ask_price,ask_volume
0,ETH/BTC,2023-03-12 20:31:50.292,ETH,BTC,0.07251,1.2993,0.07257,0.1
1,BNB/BTC,2023-03-12 20:31:50.360,BNB,BTC,0.01325,0.902,0.013273,3.992
2,ADA/BTC,2023-03-12 20:31:50.427,ADA,BTC,1.498e-05,97.7,1.5e-05,300.0
3,SOL/BTC,2023-03-12 20:31:50.499,SOL,BTC,0.0008824,1.12,0.0008842,20.88
4,MATIC/BTC,2023-03-12 20:31:50.569,MATIC,BTC,5.185e-05,94.9,5.194e-05,19.9
5,MANA/BTC,2023-03-12 20:31:50.640,MANA,BTC,2.553e-05,1825.0,2.561e-05,832.0
6,TRX/BTC,2023-03-12 20:31:50.715,TRX,BTC,2.87e-06,5560.0,2.88e-06,7014.0
7,ADA/ETH,2023-03-12 20:31:50.792,ADA,ETH,0.000206,996.1,0.0002062,0.5
8,BTC/USDT,2023-03-12 20:31:50.861,BTC,USDT,21144.53,0.1791,21165.62,0.02329
9,ETH/USDT,2023-03-12 20:31:50.943,ETH,USDT,1534.52,1.1,1535.41,1.1
10,BNB/USDT,2023-03-12 20:31:51.015,BNB,USDT,280.3,2.05,280.4,2.1
11,ADA/USDT,2023-03-12 20:31:51.085,ADA,USDT,0.3168,2340.0,0.3169,2100.0
12,BUSD/USDT,2023-03-12 20:31:51.159,BUSD,USDT,0.9923,1362.0,0.9934,1362.0
13,SOL/USDT,2023-03-12 20:31:51.239,SOL,USDT,18.66,96.57,18.68,34.11
14,USDC/USDT,2023-03-12 20:31:51.309,USDC,USDT,0.956,2500.0,0.9573,772.0
15,MATIC/USDT,2023-03-12 20:31:51.392,MATIC,USDT,1.0972,235.0,1.0978,261.3
16,MANA/USDT,2023-03-12 20:31:51.462,MANA,USDT,0.5399,797.0,0.5411,468.0
17,TRX/USDT,2023-03-12 20:31:51.540,TRX,USDT,0.06073,14263.2,0.06083,28820.9
18,BTC/BUSD,2023-03-12 20:31:51.675,BTC,BUSD,21270.41,0.01,21302.01,0.0305
19,BNB/BUSD,2023-03-12 20:31:51.752,BNB,BUSD,281.7,2.64,282.4,1.449
20,ETH/BUSD,2023-03-12 20:31:51.823,ETH,BUSD,1543.31,0.315,1544.79,0.63
21,MATIC/BUSD,2023-03-12 20:31:51.892,MATIC,BUSD,1.104,18.0,1.1056,50.0
22,USDC/BUSD,2023-03-12 20:31:51.963,USDC,BUSD,0.9588,8002.66,0.9645,826.11
23,MANA/BUSD,2023-03-12 20:31:52.034,MANA,BUSD,0.5435,1476.0,0.545,2480.0
24,ADA/BUSD,2023-03-12 20:31:52.107,ADA,BUSD,0.3187,1003.9,0.3197,2412.3
25,SOL/BUSD,2023-03-12 20:31:52.173,SOL,BUSD,18.75,1.09,18.82,28.31
26,TRX/BUSD,2023-03-12 20:31:52.240,TRX,BUSD,0.0611,6088.5,0.06121,12576.2
27,BTC/USDC,2023-03-12 20:31:52.310,BTC,USDC,22086.88,0.01,22104.51,0.0001
28,ETH/USDC,2023-03-12 20:31:52.381,ETH,USDC,1601.89,0.1607,1604.14,0.2548
29,SOL/USDC,2023-03-12 20:31:52.455,SOL,USDC,19.48,13.21,19.53,0.16
30,ADA/USDC,2023-03-12 20:31:52.528,ADA,USDC,0.3308,1556.2,0.3669,40.8
31,BTC/DAI,2023-03-12 20:31:52.599,BTC,DAI,21638.32,0.04979,21638.33,9e-05
32,ETH/DAI,2023-03-12 20:31:52.679,ETH,DAI,1604.31,0.8882,1605.92,0.5021
33,BTC/USD,2023-03-12 20:31:52.831,BTC,USD,21428.79,1e-05,21431.95,0.4
34,ETH/USD,2023-03-12 20:31:52.901,ETH,USD,1555.77,1.4975,1556.1,2.6477
35,USDT/USD,2023-03-12 20:31:52.973,USDT,USD,1.0143,5973.0,1.0144,4010.0
36,BNB/USD,2023-03-12 20:31:53.043,BNB,USD,284.2,5.804,284.4,7.306
37,ADA/USD,2023-03-12 20:31:53.119,ADA,USD,0.3211,1514.9,0.3213,3600.0
38,BUSD/USD,2023-03-12 20:31:53.193,BUSD,USD,1.0075,792.0,1.0079,647971.0
39,MATIC/USD,2023-03-12 20:31:53.265,MATIC,USD,1.1122,156.7,1.1131,360.0
40,USDC/USD,2023-03-12 20:31:53.333,USDC,USD,0.968,3000.0,0.9708,4635.36
41,MANA/USD,2023-03-12 20:31:53.401,MANA,USD,0.548,400.0,0.5491,200.0
42,DAI/USD,2023-03-12 20:31:53.475,DAI,USD,0.967,17.61,0.9768,621.52
43,SOL/USD,2023-03-12 20:31:53.543,SOL,USD,18.92,51.83,18.95,42.82
44,TRX/USD,2023-03-12 20:31:53.611,TRX,USD,0.0616,1805.8,0.06166,2027.4
