,bids,asks,timestamp,nonce,base,quote,run_time (ms),bid_price,bid_volume,ask_price,ask_volume
BTC/USD,"[[23019.09, 0.175]]","[[23024.84, 0.175]]",2022-07-21 22:37:45.423,2266317698,BTC,USD,60.0,23019.09,0.175,23024.84,0.175
BUSD/USD,"[[0.9999, 416760.63]]","[[1.0, 406914.53]]",2022-07-21 22:37:45.482,10595727,BUSD,USD,58.6,0.9999,416760.63,1.0,406914.53
ETH/USD,"[[1573.32, 0.07746]]","[[1573.54, 0.06612]]",2022-07-21 22:37:45.545,1942170444,ETH,USD,62.8,1573.32,0.07746,1573.54,0.06612
USDC/USD,"[[0.9999, 295967.24]]","[[1.0, 246270.99]]",2022-07-21 22:37:45.610,23202659,USDC,USD,65.0,0.9999,295967.24,1.0,246270.99
USDT/USD,"[[1.0, 72996.47]]","[[1.0002, 36489.02]]",2022-07-21 22:37:45.672,65709941,USDT,USD,62.1,1.0,72996.47,1.0002,36489.02
UST/USD,[],[],2022-07-21 22:37:45.736,3225972,UST,USD,63.9,,,,
BTC/USDT,"[[23015.96, 0.114938]]","[[23024.01, 0.09]]",2022-07-21 22:37:45.802,1232241323,BTC,USDT,66.7,23015.96,0.114938,23024.01,0.09
BUSD/USDT,"[[0.9999, 69076.71]]","[[1.0, 222021.99]]",2022-07-21 22:37:45.860,3684955,BUSD,USDT,57.4,0.9999,69076.71,1.0,222021.99
ETH/USDT,"[[1572.98, 0.75]]","[[1573.34, 1.63532]]",2022-07-21 22:37:45.920,1146722070,ETH,USDT,60.0,1572.98,0.75,1573.34,1.63532
USDC/USDT,"[[0.9999, 278355.0]]","[[1.0, 284259.0]]",2022-07-21 22:37:45.995,1270275,USDC,USDT,75.4,0.9999,278355.0,1.0,284259.0
UST/USDT,[],[],2022-07-21 22:37:46.054,1960270,UST,USDT,58.6,,,,
ETH/BTC,"[[0.06834, 0.003]]","[[0.06836, 0.23]]",2022-07-21 22:37:46.114,390872859,ETH,BTC,60.0,0.06834,0.003,0.06836,0.23
BTC/BUSD,"[[23017.04, 0.021717]]","[[23029.91, 0.0365]]",2022-07-21 22:37:46.176,567204728,BTC,BUSD,62.1,23017.04,0.021717,23029.91,0.0365
ETH/BUSD,"[[1573.12, 0.225]]","[[1574.55, 0.225]]",2022-07-21 22:37:46.238,417832388,ETH,BUSD,62.0,1573.12,0.225,1574.55,0.225
USDC/BUSD,"[[0.9998, 309953.03]]","[[1.0001, 370506.53]]",2022-07-21 22:37:46.298,642384,USDC,BUSD,59.7,0.9998,309953.03,1.0001,370506.53
BTC/USDC,"[[23015.27, 0.002997]]","[[23029.1, 0.002997]]",2022-07-21 22:37:46.360,263824365,BTC,USDC,62.1,23015.27,0.002997,23029.1,0.002997
ETH/USDC,"[[1573.54, 0.22]]","[[1574.3, 0.22]]",2022-07-21 22:37:46.422,85857510,ETH,USDC,61.9,1573.54,0.22,1574.3,0.22
BTC/UST,[],[],2022-07-21 22:37:46.482,2296799,BTC,UST,60.8,,,,
