,bids,asks,timestamp,nonce,base,quote,run_time (ms),bid_price,bid_volume,ask_price,ask_volume
ADA/USD,"[[0.4921, 2645.1]]","[[0.4924, 2100.0]]",2022-08-03 00:39:17.286,1063820808,ADA,USD,322.3,0.4921,2645.1,0.4924,2100.0
ALGO/USD,"[[0.321, 9404.638]]","[[0.322, 8552.742]]",2022-08-03 00:39:17.361,313154560,ALGO,USD,74.8,0.321,9404.638,0.322,8552.742
ATOM/USD,"[[9.74, 57.365]]","[[9.75, 50.161]]",2022-08-03 00:39:17.433,745264448,ATOM,USD,72.2,9.74,57.365,9.75,50.161
AVAX/USD,"[[22.53, 22.5]]","[[22.55, 22.5]]",2022-08-03 00:39:17.566,267606179,AVAX,USD,132.5,22.53,22.5,22.55,22.5
BCH/USD,"[[131.3, 0.7]]","[[131.62, 1.47653]]",2022-08-03 00:39:17.634,715262018,BCH,USD,68.1,131.3,0.7,131.62,1.47653
BNB/USD,"[[280.714, 1.95]]","[[280.9702, 1.95]]",2022-08-03 00:39:17.701,1428029674,BNB,USD,66.9,280.714,1.95,280.9702,1.95
BTC/USD,"[[22870.02, 0.009218]]","[[22873.62, 0.221473]]",2022-08-03 00:39:17.773,2331602899,BTC,USD,71.9,22870.02,0.009218,22873.62,0.221473
BUSD/USD,"[[0.9999, 621381.1]]","[[1.0, 228992.29]]",2022-08-03 00:39:17.843,10750346,BUSD,USD,70.7,0.9999,621381.1,1.0,228992.29
DOT/USD,"[[7.82, 1286.26]]","[[7.84, 111.4]]",2022-08-03 00:39:17.916,132199340,DOT,USD,72.4,7.82,1286.26,7.84,111.4
EOS/USD,"[[1.1659, 257.08]]","[[1.1681, 257.09]]",2022-08-03 00:39:17.994,295404418,EOS,USD,78.4,1.1659,257.08,1.1681,257.09
ETH/USD,"[[1611.13, 0.07358]]","[[1611.72, 1.3]]",2022-08-03 00:39:18.089,1996012497,ETH,USD,95.2,1611.13,0.07358,1611.72,1.3
LINK/USD,"[[7.1232, 33.5]]","[[7.1282, 33.5]]",2022-08-03 00:39:18.157,1012604688,LINK,USD,67.6,7.1232,33.5,7.1282,33.5
LPT/USD,"[[10.82, 29.78]]","[[10.87, 28.78]]",2022-08-03 00:39:18.227,17124880,LPT,USD,70.6,10.82,29.78,10.87,28.78
LRC/USD,"[[0.3949, 630.0]]","[[0.3961, 799.0]]",2022-08-03 00:39:18.302,91625915,LRC,USD,74.3,0.3949,630.0,0.3961,799.0
LTC/USD,"[[57.18, 6.97047]]","[[57.24, 4.0]]",2022-08-03 00:39:18.378,697648899,LTC,USD,76.7,57.18,6.97047,57.24,4.0
MANA/USD,"[[0.9435, 161.78]]","[[0.9446, 250.0]]",2022-08-03 00:39:18.448,741511948,MANA,USD,69.0,0.9435,161.78,0.9446,250.0
MATIC/USD,"[[0.8686, 1990.2]]","[[0.8688, 1449.2]]",2022-08-03 00:39:18.518,1112741788,MATIC,USD,70.0,0.8686,1990.2,0.8688,1449.2
NEAR/USD,"[[4.262, 120.0]]","[[4.267, 120.0]]",2022-08-03 00:39:18.603,158833285,NEAR,USD,85.7,4.262,120.0,4.267,120.0
OMG/USD,"[[2.1055, 74.8]]","[[2.1103, 37.0]]",2022-08-03 00:39:18.678,496212977,OMG,USD,75.2,2.1055,74.8,2.1103,37.0
ONE/USD,"[[0.0215, 1161929.0]]","[[0.0216, 1783759.7]]",2022-08-03 00:39:18.748,303704668,ONE,USD,69.9,0.0215,1161929.0,0.0216,1783759.7
POLY/USD,"[[0.2192, 1318.1]]","[[0.2204, 1411.3]]",2022-08-03 00:39:18.820,6425515,POLY,USD,72.2,0.2192,1318.1,0.2204,1411.3
SOL/USD,"[[38.3507, 18.0]]","[[38.3809, 13.89]]",2022-08-03 00:39:18.895,1316151198,SOL,USD,74.7,38.3507,18.0,38.3809,13.89
TRX/USD,"[[0.0678, 153482.8]]","[[0.0679, 17303.7]]",2022-08-03 00:39:18.970,9418087,TRX,USD,74.9,0.0678,153482.8,0.0679,17303.7
UNI/USD,"[[8.1398, 64.24]]","[[8.1566, 61.34]]",2022-08-03 00:39:19.041,452336894,UNI,USD,70.9,8.1398,64.24,8.1566,61.34
