,bids,asks,timestamp,nonce,base,quote,run_time (ms),bid_price,bid_volume,ask_price,ask_volume
ADA/USD,"[[0.5437, 3233.3]]","[[0.544, 1188.5]]",2022-08-08 12:32:27.277,1070807665,ADA,USD,75.6,0.5437,3233.3,0.544,1188.5
BNB/USD,"[[331.8645, 2.05]]","[[332.0686, 2.05]]",2022-08-08 12:32:27.346,1435512162,BNB,USD,69.5,331.8645,2.05,332.0686,2.05
BTC/USD,"[[24133.19, 0.265]]","[[24138.67, 0.265]]",2022-08-08 12:32:27.411,2361441268,BTC,USD,64.5,24133.19,0.265,24138.67,0.265
BUSD/USD,"[[1.0, 840256.54]]","[[1.0001, 810947.99]]",2022-08-08 12:32:27.469,10792814,BUSD,USD,58.2,1.0,840256.54,1.0001,810947.99
ETH/USD,"[[1801.7, 7e-05]]","[[1801.77, 1.55]]",2022-08-08 12:32:27.532,2013782044,ETH,USD,62.8,1801.7,7e-05,1801.77,1.55
MANA/USD,"[[1.109, 290.72]]","[[1.1105, 405.0]]",2022-08-08 12:32:27.588,746256452,MANA,USD,55.7,1.109,290.72,1.1105,405.0
MATIC/USD,"[[0.9457, 550.0]]","[[0.9461, 770.0]]",2022-08-08 12:32:27.646,1127808463,MATIC,USD,57.8,0.9457,550.0,0.9461,770.0
POLY/USD,"[[0.233, 950.9]]","[[0.2341, 1517.5]]",2022-08-08 12:32:27.712,6551172,POLY,USD,66.5,0.233,950.9,0.2341,1517.5
SOL/USD,"[[43.1634, 22.16]]","[[43.1771, 43.0]]",2022-08-08 12:32:27.772,1332442019,SOL,USD,60.1,43.1634,22.16,43.1771,43.0
TRX/USD,"[[0.071, 904.2]]","[[0.0711, 190394.7]]",2022-08-08 12:32:27.834,9613718,TRX,USD,62.0,0.071,904.2,0.0711,190394.7
USDC/USD,"[[1.0, 253790.34]]","[[1.0001, 561678.36]]",2022-08-08 12:32:27.894,23394593,USDC,USD,59.4,1.0,253790.34,1.0001,561678.36
USDT/USD,"[[1.0001, 924987.49]]","[[1.0002, 544575.83]]",2022-08-08 12:32:27.958,67854308,USDT,USD,64.4,1.0001,924987.49,1.0002,544575.83
UST/USD,[],[],2022-08-08 12:32:28.021,3225972,UST,USD,63.3,,,,
