,bids,asks,timestamp,nonce,base,quote,run_time (ms),bid_price,bid_volume,ask_price,ask_volume
USDT/USD,"[[1.0002, 540927.88]]","[[1.0003, 588928.55]]",2022-08-02 22:24:34.872,67590789,USDT,USD,72.8,1.0002,540927.88,1.0003,588928.55
UST/USD,[],[],2022-08-02 22:24:34.938,3225972,UST,USD,66.0,,,,
XRP/USD,[],[],2022-08-02 22:24:35.009,119696569,XRP,USD,70.5,,,,
ADA/USDT,"[[0.50007, 799.1]]","[[0.50091, 584.6]]",2022-08-02 22:24:35.077,637674116,ADA,USDT,68.3,0.50007,799.1,0.50091,584.6
BNB/USDT,"[[283.4459, 0.1]]","[[283.8698, 0.8]]",2022-08-02 22:24:35.144,787085940,BNB,USDT,66.8,283.4459,0.1,283.8698,0.8
BTC/USDT,"[[23052.11, 0.006348]]","[[23070.48, 0.032838]]",2022-08-02 22:24:35.214,1254647674,BTC,USDT,69.9,23052.11,0.006348,23070.48,0.032838
BUSD/USDT,"[[0.9996, 215595.62]]","[[0.9997, 174833.92]]",2022-08-02 22:24:35.299,3777747,BUSD,USDT,85.2,0.9996,215595.62,0.9997,174833.92
ETH/USDT,"[[1645.73, 0.01272]]","[[1646.6, 0.3638]]",2022-08-02 22:24:35.368,1174683184,ETH,USDT,68.3,1645.73,0.01272,1646.6,0.3638
MANA/USDT,"[[0.97, 578.0]]","[[0.9724, 95.0]]",2022-08-02 22:24:35.449,51903155,MANA,USDT,81.3,0.97,578.0,0.9724,95.0
MATIC/USDT,"[[0.889, 63.5]]","[[0.891, 314.7]]",2022-08-02 22:24:35.519,48487428,MATIC,USDT,70.2,0.889,63.5,0.891,314.7
POLY/USDT,"[[0.223, 2493.6]]","[[0.2245, 2342.6]]",2022-08-02 22:24:35.587,4305048,POLY,USDT,67.9,0.223,2493.6,0.2245,2342.6
SOL/USDT,"[[41.111, 2.53]]","[[41.1365, 6.42]]",2022-08-02 22:24:35.656,552734631,SOL,USDT,68.8,41.111,2.53,41.1365,6.42
TRX/USDT,"[[0.06844, 16637.3]]","[[0.06858, 169786.4]]",2022-08-02 22:24:35.725,16853115,TRX,USDT,68.7,0.06844,16637.3,0.06858,169786.4
USDC/USDT,"[[0.9997, 347189.0]]","[[0.9998, 187957.0]]",2022-08-02 22:24:35.795,1312175,USDC,USDT,70.4,0.9997,347189.0,0.9998,187957.0
UST/USDT,[],[],2022-08-02 22:24:35.861,1960270,UST,USDT,65.8,,,,
XRP/USDT,[],[],2022-08-02 22:24:35.929,100846158,XRP,USDT,68.3,,,,
ADA/BTC,"[[2.168e-05, 1495.0]]","[[2.173e-05, 1925.0]]",2022-08-02 22:24:36.004,124221792,ADA,BTC,75.2,2.168e-05,1495.0,2.173e-05,1925.0
BNB/BTC,"[[0.0123013, 0.03]]","[[0.0123132, 25.78]]",2022-08-02 22:24:36.072,247641431,BNB,BTC,67.9,0.0123013,0.03,0.0123132,25.78
ETH/BTC,"[[0.071384, 0.002]]","[[0.071405, 2.234]]",2022-08-02 22:24:36.141,401595958,ETH,BTC,68.2,0.071384,0.002,0.071405,2.234
MANA/BTC,"[[4.207e-05, 306.0]]","[[4.216e-05, 246.0]]",2022-08-02 22:24:36.209,14672364,MANA,BTC,68.8,4.207e-05,306.0,4.216e-05,246.0
MATIC/BTC,"[[3.853e-05, 776.3]]","[[3.859e-05, 280.7]]",2022-08-02 22:24:36.278,16633171,MATIC,BTC,68.6,3.853e-05,776.3,3.859e-05,280.7
POLY/BTC,"[[9.68e-06, 1407.0]]","[[9.72e-06, 1208.0]]",2022-08-02 22:24:36.346,2909762,POLY,BTC,68.0,9.68e-06,1407.0,9.72e-06,1208.0
SOL/BTC,"[[0.0017818, 12.15]]","[[0.0017842, 12.15]]",2022-08-02 22:24:36.412,57822934,SOL,BTC,66.1,0.0017818,12.15,0.0017842,12.15
TRX/BTC,"[[2.96e-06, 796139.0]]","[[2.98e-06, 162472.0]]",2022-08-02 22:24:36.480,1894919,TRX,BTC,68.2,2.96e-06,796139.0,2.98e-06,162472.0
XRP/BTC,[],[],2022-08-02 22:24:36.552,48000651,XRP,BTC,71.6,,,,
ADA/BUSD,"[[0.5, 118.4]]","[[0.501, 4952.2]]",2022-08-02 22:24:36.623,9602907,ADA,BUSD,71.0,0.5,118.4,0.501,4952.2
BNB/BUSD,"[[283.6582, 0.57]]","[[283.9271, 1.89]]",2022-08-02 22:24:36.692,213196512,BNB,BUSD,69.4,283.6582,0.57,283.9271,1.89
BTC/BUSD,"[[23049.29, 0.050058]]","[[23066.68, 0.049832]]",2022-08-02 22:24:36.762,576128468,BTC,BUSD,69.8,23049.29,0.050058,23066.68,0.049832
ETH/BUSD,"[[1644.79, 0.09]]","[[1647.18, 1.51845]]",2022-08-02 22:24:36.831,432414486,ETH,BUSD,68.4,1644.79,0.09,1647.18,1.51845
MANA/BUSD,"[[0.9695, 211.0]]","[[0.9728, 201.0]]",2022-08-02 22:24:36.899,26927013,MANA,BUSD,68.3,0.9695,211.0,0.9728,201.0
MATIC/BUSD,"[[0.88791, 150.0]]","[[0.89138, 150.0]]",2022-08-02 22:24:36.969,349382888,MATIC,BUSD,70.4,0.88791,150.0,0.89138,150.0
POLY/BUSD,"[[0.223, 910.7]]","[[0.2246, 965.0]]",2022-08-02 22:24:37.036,4002274,POLY,BUSD,66.2,0.223,910.7,0.2246,965.0
SOL/BUSD,"[[41.06, 48.74]]","[[41.17, 6.17]]",2022-08-02 22:24:37.112,41147458,SOL,BUSD,76.1,41.06,48.74,41.17,6.17
TRX/BUSD,"[[0.06838, 27979.6]]","[[0.06857, 44004.3]]",2022-08-02 22:24:37.184,11049019,TRX,BUSD,72.0,0.06838,27979.6,0.06857,44004.3
USDC/BUSD,"[[1.0, 305146.29]]","[[1.0001, 289328.69]]",2022-08-02 22:24:37.253,645679,USDC,BUSD,69.6,1.0,305146.29,1.0001,289328.69
XRP/BUSD,[],[],2022-08-02 22:24:37.324,28045681,XRP,BUSD,70.5,,,,
BTC/USDC,"[[23043.62, 0.12]]","[[23063.23, 0.026]]",2022-08-02 22:24:37.391,275635869,BTC,USDC,66.9,23043.62,0.12,23063.23,0.026
ETH/USDC,"[[1643.45, 1.4132]]","[[1646.82, 0.3527]]",2022-08-02 22:24:37.463,99444005,ETH,USDC,72.2,1643.45,1.4132,1646.82,0.3527
BTC/UST,[],[],2022-08-02 22:24:37.531,2296799,BTC,UST,67.7,,,,
