,symbol,timestamp,base,quote,bid_price,bid_volume,ask_price,ask_volume
0,ETH/BTC,2023-03-09 02:51:49.162,ETH,BTC,0.070842,0.2,0.070871,1.2347
1,BNB/BTC,2023-03-09 02:51:49.263,BNB,BTC,0.013336,3.0,0.013353,0.068
2,ADA/BTC,2023-03-09 02:51:49.338,ADA,BTC,1.465e-05,1000.0,1.467e-05,956.3
3,SOL/BTC,2023-03-09 02:51:49.482,SOL,BTC,0.0008542,50.98,0.0008561,14.89
4,MATIC/BTC,2023-03-09 02:51:49.583,MATIC,BTC,4.901e-05,144.9,4.912e-05,434.3
5,MANA/BTC,2023-03-09 02:51:49.715,MANA,BTC,2.534e-05,2018.0,2.542e-05,826.0
6,TRX/BTC,2023-03-09 02:51:49.810,TRX,BTC,3.01e-06,6346.0,3.02e-06,13037.0
7,ADA/ETH,2023-03-09 02:51:49.940,ADA,ETH,0.0002065,1782.4,0.000207,228.9
8,BTC/USDT,2023-03-09 02:51:50.069,BTC,USDT,21770.61,0.1,21775.98,0.04719
9,ETH/USDT,2023-03-09 02:51:50.159,ETH,USDT,1542.56,1.2,1543.11,0.65
10,BNB/USDT,2023-03-09 02:51:50.244,BNB,USDT,290.5,1.853,290.6,6.111
11,ADA/USDT,2023-03-09 02:51:50.329,ADA,USDT,0.3189,2300.0,0.319,1150.0
12,BUSD/USDT,2023-03-09 02:51:50.419,BUSD,USDT,0.9996,327823.0,1.0001,325277.0
13,SOL/USDT,2023-03-09 02:51:50.496,SOL,USDT,18.62,121.26,18.63,17.5
14,USDC/USDT,2023-03-09 02:51:50.564,USDC,USDT,0.9999,325901.0,1.0002,287876.0
15,MATIC/USDT,2023-03-09 02:51:50.634,MATIC,USDT,1.0683,220.0,1.0689,220.0
16,MANA/USDT,2023-03-09 02:51:50.701,MANA,USDT,0.5523,538.0,0.5531,667.0
17,TRX/USDT,2023-03-09 02:51:50.773,TRX,USDT,0.06555,11441.2,0.0656,11434.2
18,BTC/BUSD,2023-03-09 02:51:50.910,BTC,BUSD,21769.07,0.05,21773.76,0.025
19,BNB/BUSD,2023-03-09 02:51:50.974,BNB,BUSD,290.4,0.86,290.6,5.161
20,ETH/BUSD,2023-03-09 02:51:51.039,ETH,BUSD,1542.47,0.58,1542.95,0.58
21,MATIC/BUSD,2023-03-09 02:51:51.103,MATIC,BUSD,1.0677,351.1,1.0687,210.5
22,USDC/BUSD,2023-03-09 02:51:51.170,USDC,BUSD,0.9996,272795.26,0.9999,327646.59
23,MANA/BUSD,2023-03-09 02:51:51.240,MANA,BUSD,0.5518,2504.0,0.5534,2510.0
24,ADA/BUSD,2023-03-09 02:51:51.311,ADA,BUSD,0.3187,2916.1,0.3193,20359.7
25,SOL/BUSD,2023-03-09 02:51:51.382,SOL,BUSD,18.59,108.51,18.65,109.05
26,TRX/BUSD,2023-03-09 02:51:51.451,TRX,BUSD,0.06555,2288.2,0.06559,11434.7
27,BTC/USDC,2023-03-09 02:51:51.523,BTC,USDC,21766.46,0.04594,21772.3,0.0285
28,ETH/USDC,2023-03-09 02:51:51.600,ETH,USDC,1542.25,0.25,1542.94,0.25
29,SOL/USDC,2023-03-09 02:51:51.676,SOL,USDC,18.61,161.19,18.65,428.93
30,ADA/USDC,2023-03-09 02:51:51.755,ADA,USDC,0.3185,10415.6,0.3192,8458.8
31,BTC/DAI,2023-03-09 02:51:51.845,BTC,DAI,21757.54,0.04957,21785.99,0.04495
32,ETH/DAI,2023-03-09 02:51:51.939,ETH,DAI,1541.89,0.4968,1543.99,0.4492
33,BTC/USD,2023-03-09 02:51:52.124,BTC,USD,21769.0,0.01133,21772.43,0.00849
34,ETH/USD,2023-03-09 02:51:52.219,ETH,USD,1542.39,0.78,1542.73,1.5993
35,USDT/USD,2023-03-09 02:51:52.314,USDT,USD,0.9998,87795.0,0.9999,996760.0
36,BNB/USD,2023-03-09 02:51:52.432,BNB,USD,290.5,0.318,290.6,9.57
37,ADA/USD,2023-03-09 02:51:52.502,ADA,USD,0.3189,4190.0,0.319,2031.3
38,BUSD/USD,2023-03-09 02:51:52.570,BUSD,USD,0.9997,513743.0,0.9999,1079301.0
39,MATIC/USD,2023-03-09 02:51:52.640,MATIC,USD,1.0681,804.7,1.0687,728.0
40,USDC/USD,2023-03-09 02:51:52.711,USDC,USD,1.0,33271.76,1.0001,499668.44
41,MANA/USD,2023-03-09 02:51:52.776,MANA,USD,0.5524,200.0,0.553,1553.0
42,DAI/USD,2023-03-09 02:51:52.846,DAI,USD,0.9959,12037.2,1.0002,40363.86
43,SOL/USD,2023-03-09 02:51:52.921,SOL,USD,18.62,63.52,18.63,346.81
44,TRX/USD,2023-03-09 02:51:52.995,TRX,USD,0.06555,10553.2,0.06558,8832.5
