,bids,asks,timestamp,nonce,base,quote,run_time (ms),bid_price,bid_volume,ask_price,ask_volume
ADA/USD,"[[0.4475, 554.3]]","[[0.4477, 1200.0]]",2022-07-05 15:02:10.470,1021510280,ADA,USD,61.2,0.4475,554.3,0.4477,1200.0
BNB/USD,"[[224.5747, 0.177]]","[[224.6833, 0.177]]",2022-07-05 15:02:10.532,1337457249,BNB,USD,62.1,224.5747,0.177,224.6833,0.177
BTC/USD,"[[19453.67, 0.030818]]","[[19459.75, 0.030823]]",2022-07-05 15:02:10.592,2157379219,BTC,USD,60.0,19453.67,0.030818,19459.75,0.030823
BUSD/USD,"[[0.9999, 21708.3]]","[[1.0001, 43930.82]]",2022-07-05 15:02:10.653,10405992,BUSD,USD,61.7,0.9999,21708.3,1.0001,43930.82
ETH/USD,"[[1092.9, 0.06901]]","[[1093.32, 0.07046]]",2022-07-05 15:02:10.715,1876439120,ETH,USD,61.8,1092.9,0.06901,1093.32,0.07046
MANA/USD,"[[0.8464, 300.0]]","[[0.8474, 300.0]]",2022-07-05 15:02:10.778,706529610,MANA,USD,62.3,0.8464,300.0,0.8474,300.0
MATIC/USD,"[[0.4975, 4891.9]]","[[0.4977, 900.0]]",2022-07-05 15:02:10.840,1034172088,MATIC,USD,62.1,0.4975,4891.9,0.4977,900.0
POLY/USD,"[[0.1879, 1934.7]]","[[0.1886, 1240.9]]",2022-07-05 15:02:10.903,5328012,POLY,USD,63.4,0.1879,1934.7,0.1886,1240.9
SOL/USD,"[[33.5876, 25.0]]","[[33.6073, 25.61]]",2022-07-05 15:02:10.965,1207457347,SOL,USD,61.9,33.5876,25.0,33.6073,25.61
TRX/USD,"[[0.0668, 23995.1]]","[[0.067, 167175.4]]",2022-07-05 15:02:11.027,8023241,TRX,USD,62.1,0.0668,23995.1,0.067,167175.4
USDC/USD,"[[0.9999, 66880.38]]","[[1.0, 377513.97]]",2022-07-05 15:02:11.089,22986290,USDC,USD,61.3,0.9999,66880.38,1.0,377513.97
USDT/USD,"[[0.9987, 70080.61]]","[[0.9988, 0.01]]",2022-07-05 15:02:11.160,60353275,USDT,USD,70.9,0.9987,70080.61,0.9988,0.01
UST/USD,[],[],2022-07-05 15:02:11.222,3225972,UST,USD,62.0,,,,
XRP/USD,[],[],2022-07-05 15:02:11.285,119696569,XRP,USD,63.7,,,,
ADA/USDT,"[[0.44805, 550.0]]","[[0.44853, 550.0]]",2022-07-05 15:02:11.348,605974599,ADA,USDT,62.2,0.44805,550.0,0.44853,550.0
BNB/USDT,"[[224.8042, 1.4]]","[[224.9578, 1.4]]",2022-07-05 15:02:11.411,764007075,BNB,USDT,63.2,224.8042,1.4,224.9578,1.4
BTC/USDT,"[[19472.49, 0.085]]","[[19482.29, 0.085]]",2022-07-05 15:02:11.483,1165077671,BTC,USDT,71.9,19472.49,0.085,19482.29,0.085
BUSD/USDT,"[[1.001, 132139.31]]","[[1.0015, 264276.11]]",2022-07-05 15:02:11.545,3608440,BUSD,USDT,61.9,1.001,132139.31,1.0015,264276.11
ETH/USDT,"[[1093.97, 0.9]]","[[1094.89, 0.9]]",2022-07-05 15:02:11.611,1075401438,ETH,USDT,66.0,1093.97,0.9,1094.89,0.9
