Binance US	5	1678721162.424384	6.498
Binance US	5	1678721165.9900658	0.782
Binance US	5	1678721169.5776799	5.483
Binance US	5	1678721173.127774	5.721
Binance US	5	1678721176.726143	6.119
Binance US	5	1678721180.306716	8.477
Binance US	4	1678722907.330843	1.292
Binance US	4	1678722915.4326541	1.921
Binance US	4	1678722923.451669	1.050
