,bids,asks,timestamp,nonce,base,quote,run_time (ms),bid_price,bid_volume,ask_price,ask_volume
ADA/USD,"[[0.4464, 2801.2]]","[[0.4465, 27.7]]",2022-07-05 15:18:47.493,1021524683,ADA,USD,72.4,0.4464,2801.2,0.4465,27.7
BNB/USD,"[[223.9416, 0.178]]","[[224.0055, 0.045]]",2022-07-05 15:18:47.568,1337492693,BNB,USD,74.4,223.9416,0.178,224.0055,0.045
BTC/USD,"[[19384.97, 1e-06]]","[[19385.71, 0.001779]]",2022-07-05 15:18:47.645,2157453558,BTC,USD,76.8,19384.97,1e-06,19385.71,0.001779
BUSD/USD,"[[0.9999, 18261.66]]","[[1.0001, 40036.87]]",2022-07-05 15:18:47.720,10406111,BUSD,USD,75.5,0.9999,18261.66,1.0001,40036.87
ETH/USD,"[[1083.05, 0.06123]]","[[1083.57, 1.4]]",2022-07-05 15:18:47.797,1876525892,ETH,USD,76.9,1083.05,0.06123,1083.57,1.4
MANA/USD,"[[0.8433, 300.0]]","[[0.844, 300.0]]",2022-07-05 15:18:47.906,706542387,MANA,USD,108.5,0.8433,300.0,0.844,300.0
MATIC/USD,"[[0.4952, 900.0]]","[[0.4955, 1100.0]]",2022-07-05 15:18:47.980,1034204801,MATIC,USD,74.4,0.4952,900.0,0.4955,1100.0
POLY/USD,"[[0.1879, 1150.1]]","[[0.1885, 244.0]]",2022-07-05 15:18:48.053,5328561,POLY,USD,72.6,0.1879,1150.1,0.1885,244.0
SOL/USD,"[[33.3785, 25.0]]","[[33.4008, 25.0]]",2022-07-05 15:18:48.126,1207528966,SOL,USD,72.8,33.3785,25.0,33.4008,25.0
TRX/USD,"[[0.0666, 56687.7]]","[[0.0668, 76639.9]]",2022-07-05 15:18:48.207,8023917,TRX,USD,81.2,0.0666,56687.7,0.0668,76639.9
USDC/USD,"[[0.9999, 59339.38]]","[[1.0, 370961.27]]",2022-07-05 15:18:48.282,22986433,USDC,USD,74.7,0.9999,59339.38,1.0,370961.27
USDT/USD,"[[0.9987, 67257.02]]","[[0.9989, 28170.29]]",2022-07-05 15:18:48.358,60369120,USDT,USD,76.5,0.9987,67257.02,0.9989,28170.29
UST/USD,[],[],2022-07-05 15:18:48.431,3225972,UST,USD,72.5,,,,
XRP/USD,[],[],2022-07-05 15:18:48.508,119696569,XRP,USD,77.3,,,,
ADA/USDT,"[[0.44666, 550.0]]","[[0.44707, 495.8]]",2022-07-05 15:18:48.583,605987570,ADA,USDT,74.7,0.44666,550.0,0.44707,495.8
BNB/USDT,"[[224.1906, 1.4]]","[[224.4208, 1.3]]",2022-07-05 15:18:48.653,764025563,BNB,USDT,70.6,224.1906,1.4,224.4208,1.3
BTC/USDT,"[[19406.14, 0.085]]","[[19410.88, 8e-06]]",2022-07-05 15:18:48.734,1165122009,BTC,USDT,80.8,19406.14,0.085,19410.88,8e-06
BUSD/USDT,"[[1.001, 131686.98]]","[[1.0015, 264236.21]]",2022-07-05 15:18:48.807,3608506,BUSD,USDT,72.7,1.001,131686.98,1.0015,264236.21
