,bids,asks,timestamp,nonce,base,quote,run_time (ms),bid_price,bid_volume,ask_price,ask_volume
ETH/USDT,"[[1084.41, 0.9]]","[[1084.92, 0.46247]]",2022-07-05 15:18:48.881,1075465845,ETH,USDT,74.4,1084.41,0.9,1084.92,0.46247
MANA/USDT,"[[0.8437, 356.0]]","[[0.8459, 356.0]]",2022-07-05 15:18:48.956,47051894,MANA,USDT,74.9,0.8437,356.0,0.8459,356.0
MATIC/USDT,"[[0.495, 2945.6]]","[[0.497, 6338.1]]",2022-07-05 15:18:49.027,41494009,MATIC,USDT,70.6,0.495,2945.6,0.497,6338.1
POLY/USDT,"[[0.1881, 961.9]]","[[0.189, 3106.4]]",2022-07-05 15:18:49.099,3643163,POLY,USDT,72.4,0.1881,961.9,0.189,3106.4
SOL/USDT,"[[33.4263, 12.0]]","[[33.4719, 12.0]]",2022-07-05 15:18:49.172,501552547,SOL,USDT,72.6,33.4263,12.0,33.4719,12.0
TRX/USDT,"[[0.0667, 4498.1]]","[[0.06686, 87757.0]]",2022-07-05 15:18:49.244,14722852,TRX,USDT,72.9,0.0667,4498.1,0.06686,87757.0
USDC/USDT,"[[1.001, 199962.0]]","[[1.0016, 376353.0]]",2022-07-05 15:18:49.317,1226135,USDC,USDT,72.3,1.001,199962.0,1.0016,376353.0
UST/USDT,[],[],2022-07-05 15:18:49.389,1960270,UST,USDT,72.6,,,,
XRP/USDT,[],[],2022-07-05 15:18:49.460,100846158,XRP,USDT,70.2,,,,
ADA/BTC,"[[2.3e-05, 944.0]]","[[2.305e-05, 42374.0]]",2022-07-05 15:18:49.530,122120961,ADA,BTC,70.6,2.3e-05,944.0,2.305e-05,42374.0
BNB/BTC,"[[0.0115453, 0.06]]","[[0.0115583, 0.08]]",2022-07-05 15:18:49.601,243623546,BNB,BTC,70.4,0.0115453,0.06,0.0115583,0.08
ETH/BTC,"[[0.055869, 0.32]]","[[0.055898, 0.32]]",2022-07-05 15:43:15.526,377749054,ETH,BTC,1716.2,0.055869,0.32,0.055898,0.32
MANA/BTC,"[[4.342e-05, 529.0]]","[[4.352e-05, 280.0]]",2022-07-05 15:43:18.931,13382490,MANA,BTC,3406.4,4.342e-05,529.0,4.352e-05,280.0
MATIC/BTC,"[[2.546e-05, 519.6]]","[[2.551e-05, 1065.6]]",2022-07-05 15:43:18.995,13645195,MATIC,BTC,63.7,2.546e-05,519.6,2.551e-05,1065.6
POLY/BTC,"[[9.69e-06, 962.0]]","[[9.74e-06, 198.0]]",2022-07-05 15:43:19.060,2420847,POLY,BTC,65.0,9.69e-06,962.0,9.74e-06,198.0
SOL/BTC,"[[0.0017258, 0.17]]","[[0.0017275, 15.71]]",2022-07-05 15:43:19.191,49646334,SOL,BTC,131.8,0.0017258,0.17,0.0017275,15.71
TRX/BTC,"[[3.43e-06, 801168.0]]","[[3.45e-06, 34958.0]]",2022-07-05 15:43:19.253,1580288,TRX,BTC,61.6,3.43e-06,801168.0,3.45e-06,34958.0
XRP/BTC,[],[],2022-07-05 15:43:19.315,48000651,XRP,BTC,62.2,,,,
ADA/BUSD,"[[0.447, 8512.7]]","[[0.448, 4519.9]]",2022-07-05 15:43:19.389,8925731,ADA,BUSD,74.4,0.447,8512.7,0.448,4519.9
BNB/BUSD,"[[223.7971, 2.0]]","[[224.3743, 0.86]]",2022-07-05 15:43:19.454,207241517,BNB,BUSD,64.3,223.7971,2.0,224.3743,0.86
BTC/BUSD,"[[19450.01, 0.034]]","[[19459.92, 0.034]]",2022-07-05 15:43:19.515,526495500,BTC,BUSD,61.6,19450.01,0.034,19459.92,0.034
ETH/BUSD,"[[1087.48, 0.42]]","[[1088.12, 0.42]]",2022-07-05 15:43:19.577,394968448,ETH,BUSD,61.9,1087.48,0.42,1088.12,0.42
MANA/BUSD,"[[0.8447, 355.0]]","[[0.8463, 42.0]]",2022-07-05 15:43:19.641,24550379,MANA,BUSD,63.6,0.8447,355.0,0.8463,42.0
MATIC/BUSD,"[[0.49541, 3483.4]]","[[0.49579, 3815.1]]",2022-07-05 15:43:19.703,331864728,MATIC,BUSD,62.2,0.49541,3483.4,0.49579,3815.1
POLY/BUSD,"[[0.1884, 1138.2]]","[[0.1896, 244.0]]",2022-07-05 15:43:19.765,3423498,POLY,BUSD,61.9,0.1884,1138.2,0.1896,244.0
SOL/BUSD,"[[33.55, 0.59]]","[[33.61, 8.15]]",2022-07-05 15:43:19.827,36830051,SOL,BUSD,62.2,33.55,0.59,33.61,8.15
TRX/BUSD,"[[0.06677, 16310.8]]","[[0.06693, 13670.3]]",2022-07-05 15:43:19.891,9529936,TRX,BUSD,63.7,0.06677,16310.8,0.06693,13670.3
USDC/BUSD,"[[0.9998, 61930.52]]","[[1.0, 178692.97]]",2022-07-05 15:43:19.951,637688,USDC,BUSD,60.2,0.9998,61930.52,1.0,178692.97
XRP/BUSD,[],[],2022-07-05 15:43:20.015,28045681,XRP,BUSD,63.8,,,,
BTC/USDC,"[[19450.01, 0.035]]","[[19460.59, 5e-06]]",2022-07-05 15:43:20.079,232633202,BTC,USDC,64.1,19450.01,0.035,19460.59,5e-06
ETH/USDC,"[[1087.48, 0.415]]","[[1088.12, 0.415]]",2022-07-05 15:43:20.141,68093219,ETH,USDC,62.1,1087.48,0.415,1088.12,0.415
BTC/UST,[],[],2022-07-05 15:43:20.207,2296799,BTC,UST,66.0,,,,
