,bids,asks,timestamp,nonce,base,quote,run_time (ms),bid_price,bid_volume,ask_price,ask_volume
BTC/USD,"[[23029.09, 0.011875]]","[[23034.87, 0.26129]]",2022-07-21 22:40:51.664,2266326630,BTC,USD,60.6,23029.09,0.011875,23034.87,0.26129
BUSD/USD,"[[0.9999, 416760.63]]","[[1.0, 405730.05]]",2022-07-21 22:40:51.724,10595736,BUSD,USD,59.2,0.9999,416760.63,1.0,405730.05
ETH/USD,"[[1574.74, 1.15]]","[[1574.9, 0.06665]]",2022-07-21 22:40:51.782,1942178488,ETH,USD,58.6,1574.74,1.15,1574.9,0.06665
USDC/USD,"[[0.9999, 295967.24]]","[[1.0, 246270.99]]",2022-07-21 22:40:51.841,23202668,USDC,USD,58.9,0.9999,295967.24,1.0,246270.99
USDT/USD,"[[1.0, 72817.37]]","[[1.0002, 33530.51]]",2022-07-21 22:40:51.899,65710028,USDT,USD,58.0,1.0,72817.37,1.0002,33530.51
UST/USD,[],[],2022-07-21 22:40:51.963,3225972,UST,USD,63.9,,,,
BTC/USDT,"[[23023.58, 0.098273]]","[[23031.14, 0.09]]",2022-07-21 22:40:52.029,1232243847,BTC,USDT,66.3,23023.58,0.098273,23031.14,0.09
BUSD/USDT,"[[0.9999, 69076.71]]","[[1.0, 222021.99]]",2022-07-21 22:40:52.087,3684963,BUSD,USDT,57.8,0.9999,69076.71,1.0,222021.99
ETH/USDT,"[[1574.54, 0.75]]","[[1574.61, 1.67945]]",2022-07-21 22:40:52.147,1146726319,ETH,USDT,59.5,1574.54,0.75,1574.61,1.67945
USDC/USDT,"[[0.9999, 278355.0]]","[[1.0, 281164.0]]",2022-07-21 22:40:52.205,1270288,USDC,USDT,57.9,0.9999,278355.0,1.0,281164.0
UST/USDT,[],[],2022-07-21 22:40:52.268,1960270,UST,USDT,63.6,,,,
ETH/BTC,"[[0.068386, 0.003]]","[[0.068399, 0.23]]",2022-07-21 22:40:52.331,390873898,ETH,BTC,62.2,0.068386,0.003,0.068399,0.23
BTC/BUSD,"[[23023.1, 0.012226]]","[[23033.92, 0.0365]]",2022-07-21 22:40:52.388,567205587,BTC,BUSD,57.6,23023.1,0.012226,23033.92,0.0365
ETH/BUSD,"[[1574.58, 0.225]]","[[1575.97, 0.225]]",2022-07-21 22:40:52.447,417834398,ETH,BUSD,58.3,1574.58,0.225,1575.97,0.225
USDC/BUSD,"[[0.9998, 309953.03]]","[[1.0001, 370506.53]]",2022-07-21 22:40:52.504,642384,USDC,BUSD,57.5,0.9998,309953.03,1.0001,370506.53
BTC/USDC,"[[23020.3, 0.002995]]","[[23033.91, 0.002995]]",2022-07-21 22:40:52.561,263825082,BTC,USDC,57.0,23020.3,0.002995,23033.91,0.002995
ETH/USDC,"[[1574.79, 0.22]]","[[1576.29, 0.22]]",2022-07-21 22:40:52.625,85859516,ETH,USDC,63.9,1574.79,0.22,1576.29,0.22
BTC/UST,[],[],2022-07-21 22:40:52.683,2296799,BTC,UST,58.4,,,,
