,bids,asks,timestamp,nonce,base,quote,run_time (ms),bid_price,bid_volume,ask_price,ask_volume
ADA/USD,"[[0.4991, 50.2]]","[[0.4992, 2123.6]]",2022-08-03 02:09:21.626,1063922329,ADA,USD,243.3,0.4991,50.2,0.4992,2123.6
ALGO/USD,"[[0.324, 23029.145]]","[[0.325, 62.954]]",2022-08-03 02:09:21.754,313164126,ALGO,USD,128.3,0.324,23029.145,0.325,62.954
ATOM/USD,"[[9.888, 1.138]]","[[9.896, 64.779]]",2022-08-03 02:09:21.826,745351676,ATOM,USD,71.9,9.888,1.138,9.896,64.779
AVAX/USD,"[[22.81, 22.5]]","[[22.84, 31.96]]",2022-08-03 02:09:21.891,267661535,AVAX,USD,65.1,22.81,22.5,22.84,31.96
BCH/USD,"[[133.01, 0.7]]","[[133.26, 1.58718]]",2022-08-03 02:09:21.954,715283647,BCH,USD,62.7,133.01,0.7,133.26,1.58718
BNB/USD,"[[281.7553, 1.95]]","[[281.8887, 1.95]]",2022-08-03 02:09:22.019,1428193258,BNB,USD,65.1,281.7553,1.95,281.8887,1.95
BTC/USD,"[[22820.0, 6e-06]]","[[22822.23, 0.03]]",2022-08-03 02:09:22.082,2332009985,BTC,USD,63.6,22820.0,6e-06,22822.23,0.03
BUSD/USD,"[[0.9999, 609305.07]]","[[1.0, 192019.77]]",2022-08-03 02:09:22.153,10751907,BUSD,USD,70.6,0.9999,609305.07,1.0,192019.77
DOT/USD,"[[7.86, 241.48]]","[[7.88, 138.69]]",2022-08-03 02:09:22.221,132225250,DOT,USD,68.3,7.86,241.48,7.88,138.69
EOS/USD,"[[1.1735, 255.46]]","[[1.1762, 255.34]]",2022-08-03 02:09:22.284,295420225,EOS,USD,62.1,1.1735,255.46,1.1762,255.34
ETH/USD,"[[1616.09, 0.0692]]","[[1616.34, 1.3]]",2022-08-03 02:09:22.349,1996358568,ETH,USD,65.8,1616.09,0.0692,1616.34,1.3
LINK/USD,"[[7.1583, 33.5]]","[[7.1622, 33.5]]",2022-08-03 02:09:22.411,1012761914,LINK,USD,61.7,7.1583,33.5,7.1622,33.5
LPT/USD,"[[10.92, 22.84]]","[[10.96, 49.25]]",2022-08-03 02:09:22.476,17134555,LPT,USD,65.2,10.92,22.84,10.96,49.25
LRC/USD,"[[0.3993, 1268.0]]","[[0.3997, 750.0]]",2022-08-03 02:09:22.541,91656340,LRC,USD,64.8,0.3993,1268.0,0.3997,750.0
