,bids,asks,timestamp,nonce,base,quote,run_time (ms),bid_price,bid_volume,ask_price,ask_volume
ADA/USD,"[[0.501, 2450.8]]","[[0.5014, 399.0]]",2022-08-02 21:59:45.255,1063624698,ADA,USD,413.0,0.501,2450.8,0.5014,399.0
BNB/USD,"[[285.359, 15.367]]","[[285.4914, 3.424]]",2022-08-02 21:59:45.310,1427789261,BNB,USD,55.1,285.359,15.367,285.4914,3.424
BTC/USD,"[[23092.36, 0.045906]]","[[23102.63, 0.011295]]",2022-08-02 21:59:45.368,2331048872,BTC,USD,57.8,23092.36,0.045906,23102.63,0.011295
BUSD/USD,"[[0.9999, 638919.91]]","[[1.0, 249017.02]]",2022-08-02 21:59:45.501,10747800,BUSD,USD,133.6,0.9999,638919.91,1.0,249017.02
ETH/USD,"[[1656.6, 0.2438]]","[[1656.69, 0.06726]]",2022-08-02 21:59:45.567,1995499602,ETH,USD,66.0,1656.6,0.2438,1656.69,0.06726
MANA/USD,"[[0.9709, 308.72]]","[[0.9728, 508.66]]",2022-08-02 21:59:45.637,741347775,MANA,USD,69.8,0.9709,308.72,0.9728,508.66
MATIC/USD,"[[0.8882, 222.8]]","[[0.889, 42.8]]",2022-08-02 21:59:45.700,1112270953,MATIC,USD,62.7,0.8882,222.8,0.889,42.8
POLY/USD,"[[0.2227, 1138.6]]","[[0.2243, 1362.1]]",2022-08-02 21:59:45.762,6422404,POLY,USD,61.8,0.2227,1138.6,0.2243,1362.1
SOL/USD,"[[41.2427, 4.12]]","[[41.2627, 36.36]]",2022-08-02 21:59:45.825,1315637731,SOL,USD,63.1,41.2427,4.12,41.2627,36.36
TRX/USD,"[[0.0686, 181968.3]]","[[0.0688, 279625.1]]",2022-08-02 21:59:45.883,9412212,TRX,USD,57.9,0.0686,181968.3,0.0688,279625.1
USDC/USD,"[[1.0, 326392.0]]","[[1.0001, 254393.97]]",2022-08-02 21:59:45.947,23321781,USDC,USD,64.8,1.0,326392.0,1.0001,254393.97
USDT/USD,"[[1.0002, 549486.67]]","[[1.0003, 628646.41]]",2022-08-02 21:59:46.009,67587638,USDT,USD,62.0,1.0002,549486.67,1.0003,628646.41
UST/USD,[],[],2022-08-02 21:59:46.066,3225972,UST,USD,57.0,,,,
XRP/USD,[],[],2022-08-02 21:59:46.130,119696569,XRP,USD,63.5,,,,
ADA/USDT,"[[0.50095, 1197.0]]","[[0.50134, 399.0]]",2022-08-02 21:59:46.191,637665500,ADA,USDT,61.4,0.50095,1197.0,0.50134,399.0
BNB/USDT,"[[285.0073, 2.9]]","[[285.2711, 2.5]]",2022-08-02 21:59:46.256,787079456,BNB,USDT,64.7,285.0073,2.9,285.2711,2.5
BTC/USDT,"[[23084.33, 0.763287]]","[[23100.78, 0.216451]]",2022-08-02 21:59:46.319,1254630496,BTC,USDT,63.0,23084.33,0.763287,23100.78,0.216451
BUSD/USDT,"[[0.9996, 223030.38]]","[[0.9997, 174833.92]]",2022-08-02 21:59:46.376,3777697,BUSD,USDT,57.3,0.9996,223030.38,0.9997,174833.92
ETH/USDT,"[[1655.57, 9.05214]]","[[1657.56, 3.01732]]",2022-08-02 21:59:46.441,1174665294,ETH,USDT,64.5,1655.57,9.05214,1657.56,3.01732
MANA/USDT,"[[0.9706, 308.0]]","[[0.9731, 308.0]]",2022-08-02 21:59:46.500,51901814,MANA,USDT,58.7,0.9706,308.0,0.9731,308.0
MATIC/USDT,"[[0.887, 6403.6]]","[[0.889, 281.5]]",2022-08-02 21:59:46.567,48484531,MATIC,USDT,67.5,0.887,6403.6,0.889,281.5
POLY/USDT,"[[0.2227, 1303.7]]","[[0.2242, 1268.0]]",2022-08-02 21:59:46.633,4304744,POLY,USDT,65.5,0.2227,1303.7,0.2242,1268.0
SOL/USDT,"[[41.2203, 1.21]]","[[41.2525, 12.12]]",2022-08-02 21:59:46.697,552712452,SOL,USDT,64.1,41.2203,1.21,41.2525,12.12
TRX/USDT,"[[0.06861, 749864.5]]","[[0.06875, 4368.0]]",2022-08-02 21:59:46.760,16852486,TRX,USDT,62.7,0.06861,749864.5,0.06875,4368.0
USDC/USDT,"[[0.9997, 347365.0]]","[[0.9998, 187987.0]]",2022-08-02 21:59:46.816,1312153,USDC,USDT,56.6,0.9997,347365.0,0.9998,187987.0
UST/USDT,[],[],2022-08-02 21:59:46.874,1960270,UST,USDT,57.5,,,,
XRP/USDT,[],[],2022-08-02 21:59:46.934,100846158,XRP,USDT,60.6,,,,
ADA/BTC,"[[2.167e-05, 35153.0]]","[[2.172e-05, 748.0]]",2022-08-02 21:59:46.998,124220931,ADA,BTC,64.1,2.167e-05,35153.0,2.172e-05,748.0
BNB/BTC,"[[0.0123462, 6.05]]","[[0.0123618, 4.78]]",2022-08-02 21:59:47.057,247640306,BNB,BTC,58.9,0.0123462,6.05,0.0123618,4.78
ETH/BTC,"[[0.071703, 1.495]]","[[0.07173, 0.06]]",2022-08-02 21:59:47.116,401585788,ETH,BTC,58.6,0.071703,1.495,0.07173,0.06
MANA/BTC,"[[4.205e-05, 2.0]]","[[4.213e-05, 307.0]]",2022-08-02 21:59:47.177,14672017,MANA,BTC,61.4,4.205e-05,2.0,4.213e-05,307.0
