,bids,asks,timestamp,nonce,base,quote,run_time (ms),bid_price,bid_volume,ask_price,ask_volume
MATIC/BTC,"[[2.553e-05, 689.8]]","[[2.559e-05, 1064.2]]",2022-07-05 15:17:57.117,13643325,MATIC,BTC,62.3,2.553e-05,689.8,2.559e-05,1064.2
POLY/BTC,"[[9.68e-06, 865.0]]","[[9.73e-06, 239.0]]",2022-07-05 15:17:57.177,2420681,POLY,BTC,59.7,9.68e-06,865.0,9.73e-06,239.0
SOL/BTC,"[[0.0017188, 7.46]]","[[0.0017216, 22.48]]",2022-07-05 15:17:57.239,49638814,SOL,BTC,61.7,0.0017188,7.46,0.0017216,22.48
TRX/BTC,"[[3.43e-06, 4494.0]]","[[3.45e-06, 34309.0]]",2022-07-05 15:17:57.303,1580047,TRX,BTC,64.1,3.43e-06,4494.0,3.45e-06,34309.0
XRP/BTC,[],[],2022-07-05 15:17:57.364,48000651,XRP,BTC,61.8,,,,
ADA/BUSD,"[[0.446, 924.4]]","[[0.447, 5427.0]]",2022-07-05 15:17:57.431,8925340,ADA,BUSD,66.4,0.446,924.4,0.447,5427.0
BNB/BUSD,"[[223.7971, 0.5]]","[[224.2878, 0.1]]",2022-07-05 15:17:57.504,207237973,BNB,BUSD,72.8,223.7971,0.5,224.2878,0.1
BTC/BUSD,"[[19394.7, 0.034]]","[[19405.33, 0.034]]",2022-07-05 15:17:57.565,526454703,BTC,BUSD,61.5,19394.7,0.034,19405.33,0.034
ETH/BUSD,"[[1083.45, 0.42]]","[[1084.52, 0.42]]",2022-07-05 15:17:57.626,394937197,ETH,BUSD,60.5,1083.45,0.42,1084.52,0.42
MANA/BUSD,"[[0.8435, 290.0]]","[[0.8459, 2000.0]]",2022-07-05 15:17:57.692,24548870,MANA,BUSD,66.4,0.8435,290.0,0.8459,2000.0
MATIC/BUSD,"[[0.49528, 3581.0]]","[[0.49568, 4596.4]]",2022-07-05 15:17:57.755,331855333,MATIC,BUSD,63.2,0.49528,3581.0,0.49568,4596.4
POLY/BUSD,"[[0.1879, 5002.3]]","[[0.1887, 244.0]]",2022-07-05 15:17:57.826,3423135,POLY,BUSD,70.6,0.1879,5002.3,0.1887,244.0
SOL/BUSD,"[[33.32, 25.03]]","[[33.41, 9.25]]",2022-07-05 15:17:57.895,36827347,SOL,BUSD,69.1,33.32,25.03,33.41,9.25
TRX/BUSD,"[[0.06664, 4496.3]]","[[0.06677, 4497.9]]",2022-07-05 15:17:57.964,9528548,TRX,BUSD,68.2,0.06664,4496.3,0.06677,4497.9
USDC/BUSD,"[[0.9998, 63851.52]]","[[1.0, 178692.97]]",2022-07-05 15:17:58.030,637687,USDC,BUSD,66.4,0.9998,63851.52,1.0,178692.97
XRP/BUSD,[],[],2022-07-05 15:17:58.095,28045681,XRP,BUSD,65.4,,,,
BTC/USDC,"[[19398.73, 0.035]]","[[19408.43, 0.046391]]",2022-07-05 15:17:58.161,232601758,BTC,USDC,65.2,19398.73,0.035,19408.43,0.046391
ETH/USDC,"[[1083.49, 0.415]]","[[1084.14, 0.415]]",2022-07-05 15:17:58.228,68070897,ETH,USDC,67.4,1083.49,0.415,1084.14,0.415
BTC/UST,[],[],2022-07-05 15:17:58.297,2296799,BTC,UST,68.5,,,,
