,bids,asks,timestamp,nonce,base,quote,run_time (ms),bid_price,bid_volume,ask_price,ask_volume
ADA/USD,"[[0.4461, 1505.0]]","[[0.4466, 21652.1]]",2022-07-05 15:17:15.276,1021523899,ADA,USD,72.0,0.4461,1505.0,0.4466,21652.1
BNB/USD,"[[223.8141, 0.178]]","[[223.9527, 0.104]]",2022-07-05 15:17:15.352,1337490485,BNB,USD,76.4,223.8141,0.178,223.9527,0.104
BTC/USD,"[[19383.42, 0.030935]]","[[19384.3, 8e-06]]",2022-07-05 15:17:15.442,2157447362,BTC,USD,90.0,19383.42,0.030935,19384.3,8e-06
BUSD/USD,"[[0.9999, 18261.66]]","[[1.0001, 43482.45]]",2022-07-05 15:17:15.516,10406103,BUSD,USD,74.2,0.9999,18261.66,1.0001,43482.45
ETH/USD,"[[1083.11, 0.06822]]","[[1083.36, 0.49668]]",2022-07-05 15:17:15.587,1876520368,ETH,USD,70.4,1083.11,0.06822,1083.36,0.49668
MANA/USD,"[[0.8436, 300.0]]","[[0.8442, 300.0]]",2022-07-05 15:17:15.658,706541208,MANA,USD,70.7,0.8436,300.0,0.8442,300.0
MATIC/USD,"[[0.495, 900.0]]","[[0.4952, 900.0]]",2022-07-05 15:17:15.730,1034202377,MATIC,USD,72.2,0.495,900.0,0.4952,900.0
POLY/USD,"[[0.188, 1649.6]]","[[0.1885, 244.0]]",2022-07-05 15:17:15.802,5328517,POLY,USD,72.6,0.188,1649.6,0.1885,244.0
SOL/USD,"[[33.3561, 25.0]]","[[33.3755, 0.5]]",2022-07-05 15:17:15.873,1207524325,SOL,USD,70.7,33.3561,25.0,33.3755,0.5
TRX/USD,"[[0.0666, 172539.3]]","[[0.0668, 80930.2]]",2022-07-05 15:17:15.945,8023876,TRX,USD,72.2,0.0666,172539.3,0.0668,80930.2
USDC/USD,"[[0.9999, 59442.59]]","[[1.0, 370961.27]]",2022-07-05 15:17:16.018,22986424,USDC,USD,72.9,0.9999,59442.59,1.0,370961.27
USDT/USD,"[[0.9987, 67284.41]]","[[0.9989, 31452.22]]",2022-07-05 15:17:16.089,60368667,USDT,USD,70.5,0.9987,67284.41,0.9989,31452.22
UST/USD,[],[],2022-07-05 15:17:16.160,3225972,UST,USD,70.7,,,,
XRP/USD,[],[],2022-07-05 15:17:16.232,119696569,XRP,USD,72.2,,,,
ADA/USDT,"[[0.44649, 550.0]]","[[0.44722, 550.0]]",2022-07-05 15:17:16.305,605986838,ADA,USDT,72.7,0.44649,550.0,0.44722,550.0
BNB/USDT,"[[224.0816, 0.8]]","[[224.2445, 1.4]]",2022-07-05 15:17:16.380,764024224,BNB,USDT,74.9,224.0816,0.8,224.2445,1.4
BTC/USDT,"[[19401.86, 0.085]]","[[19413.31, 0.003759]]",2022-07-05 15:17:16.450,1165118371,BTC,USDT,70.1,19401.86,0.085,19413.31,0.003759
BUSD/USDT,"[[1.001, 131686.98]]","[[1.0015, 264236.21]]",2022-07-05 15:17:16.520,3608496,BUSD,USDT,70.5,1.001,131686.98,1.0015,264236.21
ETH/USDT,"[[1083.87, 0.9]]","[[1084.65, 0.9]]",2022-07-05 15:17:16.591,1075461350,ETH,USDT,70.6,1083.87,0.9,1084.65,0.9
MANA/USDT,"[[0.8438, 835.0]]","[[0.8458, 208.0]]",2022-07-05 15:17:16.666,47051739,MANA,USDT,74.7,0.8438,835.0,0.8458,208.0
MATIC/USDT,"[[0.495, 2737.2]]","[[0.497, 6696.5]]",2022-07-05 15:17:16.738,41493818,MATIC,USDT,72.8,0.495,2737.2,0.497,6696.5
POLY/USDT,"[[0.188, 1050.6]]","[[0.189, 994.4]]",2022-07-05 15:17:16.808,3643137,POLY,USDT,69.9,0.188,1050.6,0.189,994.4
SOL/USDT,"[[33.3957, 12.0]]","[[33.4241, 12.0]]",2022-07-05 15:17:16.879,501550761,SOL,USDT,70.5,33.3957,12.0,33.4241,12.0
TRX/USDT,"[[0.06673, 7020.4]]","[[0.06686, 8545.1]]",2022-07-05 15:17:16.952,14722783,TRX,USDT,72.8,0.06673,7020.4,0.06686,8545.1
USDC/USDT,"[[1.001, 203462.0]]","[[1.0016, 376353.0]]",2022-07-05 15:17:17.031,1226134,USDC,USDT,79.0,1.001,203462.0,1.0016,376353.0
UST/USDT,[],[],2022-07-05 15:17:17.106,1960270,UST,USDT,74.5,,,,
XRP/USDT,[],[],2022-07-05 15:17:56.481,100846158,XRP,USDT,1728.3,,,,
ADA/BTC,"[[2.298e-05, 1676.0]]","[[2.305e-05, 42374.0]]",2022-07-05 15:17:56.617,122120932,ADA,BTC,136.5,2.298e-05,1676.0,2.305e-05,42374.0
BNB/BTC,"[[0.0115398, 0.08]]","[[0.0115583, 0.08]]",2022-07-05 15:17:56.923,243623468,BNB,BTC,306.0,0.0115398,0.08,0.0115583,0.08
ETH/BTC,"[[0.055851, 0.32]]","[[0.055889, 0.32]]",2022-07-05 15:17:56.991,377748492,ETH,BTC,67.6,0.055851,0.32,0.055889,0.32
MANA/BTC,"[[4.351e-05, 322.0]]","[[4.361e-05, 625.0]]",2022-07-05 15:17:57.055,13381791,MANA,BTC,64.0,4.351e-05,322.0,4.361e-05,625.0
