,bids,asks,timestamp,nonce,base,quote,run_time (ms),bid_price,bid_volume,ask_price,ask_volume
ADA/USD,"[[0.4447, 1200.0]]","[[0.4451, 996.0]]",2022-07-05 15:13:14.490,1021520897,ADA,USD,74.9,0.4447,1200.0,0.4451,996.0
BNB/USD,"[[223.0269, 0.179]]","[[223.1959, 0.179]]",2022-07-05 15:13:14.567,1337483751,BNB,USD,76.9,223.0269,0.179,223.1959,0.179
BTC/USD,"[[19337.87, 0.031006]]","[[19346.13, 0.14]]",2022-07-05 15:13:14.645,2157428948,BTC,USD,78.0,19337.87,0.031006,19346.13,0.14
BUSD/USD,"[[0.9999, 19261.16]]","[[1.0001, 40482.45]]",2022-07-05 15:13:14.726,10406086,BUSD,USD,80.1,0.9999,19261.16,1.0001,40482.45
ETH/USD,"[[1078.52, 1.4]]","[[1078.9, 0.71632]]",2022-07-05 15:13:14.805,1876499272,ETH,USD,79.2,1078.52,1.4,1078.9,0.71632
MANA/USD,"[[0.8392, 300.0]]","[[0.8404, 466.93]]",2022-07-05 15:13:14.882,706538428,MANA,USD,76.6,0.8392,300.0,0.8404,466.93
MATIC/USD,"[[0.493, 10900.0]]","[[0.4934, 900.0]]",2022-07-05 15:13:14.959,1034194497,MATIC,USD,77.0,0.493,10900.0,0.4934,900.0
POLY/USD,"[[0.1872, 800.0]]","[[0.1881, 244.0]]",2022-07-05 15:13:15.033,5328411,POLY,USD,74.8,0.1872,800.0,0.1881,244.0
SOL/USD,"[[33.1761, 35.04]]","[[33.1902, 0.47]]",2022-07-05 15:13:15.108,1207506996,SOL,USD,74.4,33.1761,35.04,33.1902,0.47
TRX/USD,"[[0.0665, 25419.6]]","[[0.0667, 154159.0]]",2022-07-05 15:13:15.198,8023759,TRX,USD,89.4,0.0665,25419.6,0.0667,154159.0
USDC/USD,"[[0.9999, 59815.57]]","[[1.0, 370961.27]]",2022-07-05 15:13:15.272,22986398,USDC,USD,74.8,0.9999,59815.57,1.0,370961.27
USDT/USD,"[[0.9987, 62148.12]]","[[0.9989, 35967.51]]",2022-07-05 15:13:15.347,60365870,USDT,USD,74.7,0.9987,62148.12,0.9989,35967.51
UST/USD,[],[],2022-07-05 15:13:15.422,3225972,UST,USD,74.8,,,,
XRP/USD,[],[],2022-07-05 15:13:15.499,119696569,XRP,USD,76.7,,,,
ADA/USDT,"[[0.44482, 550.0]]","[[0.44564, 524.3]]",2022-07-05 15:13:15.576,605983540,ADA,USDT,77.4,0.44482,550.0,0.44564,524.3
BNB/USDT,"[[223.2746, 1.4]]","[[223.4439, 1.4]]",2022-07-05 15:13:15.651,764020061,BNB,USDT,74.7,223.2746,1.4,223.4439,1.4
BTC/USDT,"[[19358.39, 0.025838]]","[[19372.04, 0.085]]",2022-07-05 15:13:15.730,1165107897,BTC,USDT,78.5,19358.39,0.025838,19372.04,0.085
BUSD/USDT,"[[1.001, 131686.98]]","[[1.0015, 264236.21]]",2022-07-05 15:13:15.805,3608470,BUSD,USDT,74.8,1.001,131686.98,1.0015,264236.21
ETH/USDT,"[[1079.57, 0.9]]","[[1080.25, 4.33182]]",2022-07-05 15:13:15.879,1075446826,ETH,USDT,74.6,1079.57,0.9,1080.25,4.33182
MANA/USDT,"[[0.8398, 314.0]]","[[0.8424, 300.0]]",2022-07-05 15:13:15.958,47051287,MANA,USDT,78.8,0.8398,314.0,0.8424,300.0
MATIC/USDT,"[[0.493, 2008.3]]","[[0.494, 582.8]]",2022-07-05 15:13:16.041,41493160,MATIC,USDT,82.7,0.493,2008.3,0.494,582.8
