,symbol,timestamp,base,quote,bid_price,bid_volume,ask_price,ask_volume
0,ETH/BTC,2023-03-13 15:26:10.373,ETH,BTC,0.069482,0.0118,0.069538,0.0118
1,BNB/BTC,2023-03-13 15:26:10.432,BNB,BTC,0.01285,3.578,0.012866,9.001
2,ADA/BTC,2023-03-13 15:26:10.487,ADA,BTC,1.444e-05,1084.8,1.446e-05,300.1
3,SOL/BTC,2023-03-13 15:26:10.541,SOL,BTC,0.0008733,1.45,0.0008752,0.01
4,MATIC/BTC,2023-03-13 15:26:10.597,MATIC,BTC,4.911e-05,69.1,4.923e-05,16.7
5,MANA/BTC,2023-03-13 15:26:10.656,MANA,BTC,2.474e-05,1040.0,2.479e-05,747.0
6,TRX/BTC,2023-03-13 15:26:10.710,TRX,BTC,2.81e-06,6998.0,2.82e-06,7063.0
7,ADA/ETH,2023-03-13 15:26:10.764,ADA,ETH,0.0002091,0.1,0.0002092,891.0
8,BTC/USDT,2023-03-13 15:26:10.817,BTC,USDT,24155.39,0.0001,24161.21,0.14998
9,ETH/USDT,2023-03-13 15:26:10.876,ETH,USDT,1679.12,1.2178,1679.85,1.4986
10,BNB/USDT,2023-03-13 15:26:10.929,BNB,USDT,310.7,1.05,310.8,7.879
11,ADA/USDT,2023-03-13 15:26:10.984,ADA,USDT,0.3491,2100.0,0.3494,3436.5
12,BUSD/USDT,2023-03-13 15:26:11.039,BUSD,USDT,0.9958,1362.0,0.9967,7990.0
13,SOL/USDT,2023-03-13 15:26:11.100,SOL,USDT,21.17,1.47,21.18,33.17
14,USDC/USDT,2023-03-13 15:26:11.160,USDC,USDT,0.9885,3201.0,0.9886,137102.0
15,MATIC/USDT,2023-03-13 15:26:11.218,MATIC,USDT,1.1879,69.8,1.1889,235.0
16,MANA/USDT,2023-03-13 15:26:11.271,MANA,USDT,0.5978,417.0,0.5992,746.0
17,TRX/USDT,2023-03-13 15:26:11.326,TRX,USDT,0.06807,12605.3,0.06817,69889.2
18,BTC/BUSD,2023-03-13 15:26:11.434,BTC,BUSD,24250.92,0.0325,24269.32,0.0325
19,BNB/BUSD,2023-03-13 15:26:11.489,BNB,BUSD,311.8,1.015,312.3,2.875
20,ETH/BUSD,2023-03-13 15:26:11.543,ETH,BUSD,1686.37,0.69,1687.4,0.345
21,MATIC/BUSD,2023-03-13 15:26:11.600,MATIC,BUSD,1.1924,50.0,1.1939,422.6
22,USDC/BUSD,2023-03-13 15:26:11.656,USDC,BUSD,0.9891,8081.9,0.9919,82866.55
23,MANA/BUSD,2023-03-13 15:26:11.712,MANA,BUSD,0.6002,413.0,0.6017,746.0
24,ADA/BUSD,2023-03-13 15:26:11.768,ADA,BUSD,0.3503,2589.7,0.3512,1778.2
25,SOL/BUSD,2023-03-13 15:26:11.823,SOL,BUSD,21.19,296.29,21.28,13.39
26,TRX/BUSD,2023-03-13 15:26:11.879,TRX,BUSD,0.06837,3648.5,0.06844,3645.1
27,BTC/USDC,2023-03-13 15:26:11.936,BTC,USDC,24454.13,0.005,24516.5,0.05922
28,ETH/USDC,2023-03-13 15:26:11.991,ETH,USDC,1698.56,0.1,1705.47,0.1
29,SOL/USDC,2023-03-13 15:26:12.047,SOL,USDC,21.06,23.76,21.68,87.38
30,ADA/USDC,2023-03-13 15:26:12.103,ADA,USDC,0.352,23894.7,0.3549,142.8
31,BTC/DAI,2023-03-13 15:26:12.157,BTC,DAI,24361.85,0.12353,24403.54,0.04459
32,ETH/DAI,2023-03-13 15:26:12.223,ETH,DAI,1694.18,0.5022,1696.81,0.4455
33,BTC/USD,2023-03-13 15:26:12.336,BTC,USD,24287.82,0.00361,24293.19,0.06613
34,ETH/USD,2023-03-13 15:26:12.391,ETH,USD,1688.53,2.75,1689.25,1.0699
35,USDT/USD,2023-03-13 15:26:12.450,USDT,USD,1.0051,3438.0,1.0055,47.0
36,BNB/USD,2023-03-13 15:26:12.505,BNB,USD,312.4,3.6,312.5,3.004
37,ADA/USD,2023-03-13 15:26:12.560,ADA,USD,0.3513,1750.0,0.3515,3500.0
38,BUSD/USD,2023-03-13 15:26:12.615,BUSD,USD,1.0003,58.0,1.0004,631458.0
39,MATIC/USD,2023-03-13 15:26:12.669,MATIC,USD,1.1951,596.0,1.1956,360.0
40,USDC/USD,2023-03-13 15:26:12.727,USDC,USD,0.9916,8459.51,0.995,294009.09
41,MANA/USD,2023-03-13 15:26:12.781,MANA,USD,0.6014,117.0,0.6023,946.0
42,DAI/USD,2023-03-13 15:26:12.836,DAI,USD,0.987,277.23,0.9973,199.27
43,SOL/USD,2023-03-13 15:26:12.893,SOL,USD,21.29,59.0,21.31,33.17
44,TRX/USD,2023-03-13 15:26:12.947,TRX,USD,0.06845,9823.1,0.06853,7550.8
