,bids,asks,timestamp,nonce,base,quote,run_time (ms),bid_price,bid_volume,ask_price,ask_volume
BTC/USD,"[[23924.28, 6e-06]]","[[23927.39, 0.03]]",2022-08-08 18:23:46.054,2362810357,BTC,USD,156.6,23924.28,6e-06,23927.39,0.03
BUSD/USD,"[[1.0, 653980.53]]","[[1.0001, 736915.03]]",2022-08-08 18:23:46.271,10794746,BUSD,USD,216.7,1.0,653980.53,1.0001,736915.03
ETH/USD,"[[1768.6, 0.01958]]","[[1768.61, 4.51353]]",2022-08-08 18:23:46.413,2014795563,ETH,USD,142.4,1768.6,0.01958,1768.61,4.51353
USDC/USD,"[[0.9999, 588022.68]]","[[1.0, 284652.23]]",2022-08-08 18:23:46.503,23396233,USDC,USD,89.2,0.9999,588022.68,1.0,284652.23
USDT/USD,"[[1.0001, 554419.94]]","[[1.0002, 972035.08]]",2022-08-08 18:23:46.610,67858775,USDT,USD,107.0,1.0001,554419.94,1.0002,972035.08
UST/USD,[],[],2022-08-08 18:23:46.710,3225972,UST,USD,99.9,,,,
BTC/USDT,"[[23918.32, 0.135]]","[[23924.21, 0.142539]]",2022-08-08 18:23:46.838,1270473779,BTC,USDT,128.5,23918.32,0.135,23924.21,0.142539
BUSD/USDT,"[[0.9997, 301184.88]]","[[0.9998, 239424.68]]",2022-08-08 18:23:46.910,3802331,BUSD,USDT,71.4,0.9997,301184.88,0.9998,239424.68
ETH/USDT,"[[1767.72, 1.0]]","[[1768.28, 1.41366]]",2022-08-08 18:23:46.975,1183830481,ETH,USDT,65.4,1767.72,1.0,1768.28,1.41366
USDC/USDT,"[[0.9999, 307192.0]]","[[1.0, 365450.0]]",2022-08-08 18:23:47.049,1324505,USDC,USDT,73.9,0.9999,307192.0,1.0,365450.0
UST/USDT,[],[],2022-08-08 18:23:47.113,1960270,UST,USDT,64.3,,,,
ETH/BTC,"[[0.073895, 0.315]]","[[0.073915, 0.315]]",2022-08-08 18:23:47.182,407671111,ETH,BTC,68.5,0.073895,0.315,0.073915,0.315
BTC/BUSD,"[[23922.11, 0.046]]","[[23929.46, 0.046]]",2022-08-08 18:23:47.253,581626852,BTC,BUSD,71.3,23922.11,0.046,23929.46,0.046
ETH/BUSD,"[[1768.02, 0.34]]","[[1768.48, 0.34]]",2022-08-08 18:23:47.319,437412308,ETH,BUSD,65.7,1768.02,0.34,1768.48,0.34
USDC/BUSD,"[[0.9999, 368499.71]]","[[1.0, 325044.64]]",2022-08-08 18:23:47.388,646836,USDC,BUSD,69.4,0.9999,368499.71,1.0,325044.64
BTC/USDC,"[[23922.86, 0.085]]","[[23928.36, 0.104478]]",2022-08-08 18:23:47.451,291857661,BTC,USDC,62.2,23922.86,0.085,23928.36,0.104478
ETH/USDC,"[[1768.02, 0.325]]","[[1768.48, 0.325]]",2022-08-08 18:23:47.530,103698668,ETH,USDC,79.4,1768.02,0.325,1768.48,0.325
BTC/UST,[],[],2022-08-08 18:23:47.615,2296799,BTC,UST,85.2,,,,
